Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antiguedad_Edificio,Estado_Edificio,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado
600.000 ARS,132.000 ARS,Carlos Calvo,1600,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-amueblado-balcon-monserrat,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32,34,2,N/A,132.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,130.000 ARS,SAN MARTIN,1900,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-ambientes-caballito,2,1,1,N/A,N/A,N/A,contrafrente,N/A,N/A,N/A,N/A,N/A,N/A,37,40,N/A,N/A,130.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
350.000 ARS,180.000 ARS,TUCUMAN,900,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-divisible-en-san-nicolas-1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,27.74,27.74,N/A,N/A,180.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,128.000 ARS,AGUERO,2300,N/A,https://www.remax.com.ar/listings/departamento-de-2-ambientes-recoleta,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.54,37.54,N/A,N/A,128.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
480.000 ARS,100.000 ARS,GASCON,1500,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-cocina-lavadero-en-palermo,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,23,1,N/A,100.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
820.000 ARS,N/A,SAN MARTIN,4300,N/A,https://www.remax.com.ar/listings/ph-4-amb-en-alquiler-av-san-martin-agronomia,4,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.97,70.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
980.000 ARS,280.000 ARS,CARABOBO AV.,100,N/A,https://www.remax.com.ar/listings/semipiso-contrafrente-flores-3-amb-balcon-cochera,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,56.86,61.72,2.15,N/A,280.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
800.000 ARS,79.000 ARS,Manuel Ugarte,1500,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-en-belgrano-recilcado-1,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,sí,N/A,N/A,20.33,20.33,N/A,N/A,79.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
700.000 ARS,244.000 ARS,Ángel Justiniano Carranza,1300,N/A,https://www.remax.com.ar/listings/alquiler-excelente-monoambiente-palermo-amenities,1,N/A,1,N/A,N/A,N/A,frente,suroeste,N/A,N/A,N/A,N/A,N/A,34.6,41.12,1.3,N/A,244.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0
700.000 ARS,320.000 ARS,PEÑA,2000,N/A,https://www.remax.com.ar/listings/alquiler-departamento-monoambiente-balcon-recoleta,1,1,1,N/A,N/A,N/A,contrafrente,norte,N/A,sí,N/A,N/A,N/A,34.69,40.2,5.51,N/A,320.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1
1.500 USD,N/A,CHARLONE,1400,N/A,https://www.remax.com.ar/listings/alquiler-departamento-3-ambientes-villa-ortuzar,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,67,12,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0
800.000 ARS,185.000 ARS,CUBA,2900,N/A,https://www.remax.com.ar/listings/alquiler-departamento-nunez-dos-ambientes-balcon,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.74,46.25,5.51,N/A,185.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.200.000 ARS,178.080 ARS,Crisólogo Larralde,3000,N/A,https://www.remax.com.ar/listings/dpto-3-ambientes-en-alquiler-en-nunez-con-balcon,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.89,51.89,N/A,N/A,178.080,N/A,N/A,N/A,N/A,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.700.000 ARS,380.000 ARS,AGUERO,1000,N/A,https://www.remax.com.ar/listings/impecable-4-ambientes-con-cochera-y-balcon-corrid,4,3,2,N/A,N/A,N/A,frente,oeste,N/A,N/A,N/A,N/A,N/A,83,87,4,N/A,380.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800 USD,336.340 ARS,Jose Leon Pagano,2600,N/A,https://www.remax.com.ar/listings/departamento-2-dormitorios-en-alquiler-recoleta,3,2,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,60.14,63.66,1.29,N/A,336.340,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
750.000 ARS,115.000 ARS,COLOMBRES,0,N/A,https://www.remax.com.ar/listings/moderno-monoambiente-amoblando-balcon-aterrazado,1,N/A,1,N/A,N/A,N/A,frente,este,N/A,sí,N/A,N/A,N/A,27.88,41.4,N/A,N/A,115.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1
120.000 ARS,N/A,CASTRO BARROS,300,N/A,https://www.remax.com.ar/listings/venta-cochera-en-caba-2,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.09,11.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,115.000 ARS,Franklin Delano Roosevelt,5200,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-premium-a-estrenar-urquiza,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,28.5,30,1.5,N/A,115.000,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
2.500 USD,157.000 ARS,Benito Juárez,3800,N/A,https://www.remax.com.ar/listings/oficina-villa-devoto-alquiler-premium,N/A,N/A,2,N/A,N/A,N/A,frente,N/A,N/A,sí,N/A,N/A,N/A,116.58,123.52,6.94,N/A,157.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
500.000 ARS,99.000 ARS,CORRIENTES AV.,2000,N/A,https://www.remax.com.ar/listings/monoambiente-alquiler-balvanera-con-balcon,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.83,28.83,N/A,N/A,99.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
2.000 USD,1.122.000 ARS,LIMA,1100,N/A,https://www.remax.com.ar/listings/alquiler-oficina-premium-centro,N/A,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,200,200,N/A,N/A,1.122.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
1.300.000 ARS,210.000 ARS,DEAN FUNES,1000,N/A,https://www.remax.com.ar/listings/alquiler-departamento-3-amb-amoblado-con-balcon-1,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47,50,3,N/A,210.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
500.000 ARS,190.000 ARS,ESTADO PLURINACIONAL DE BOLIVIA,500,N/A,https://www.remax.com.ar/listings/alquiler-depto-en-flores,2,1,1,N/A,"plurinacional de bolivia 500, flores, capital federal",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,36,1,N/A,190.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
630.000 ARS,72.000 ARS,SAN MARTIN,5700,N/A,https://www.remax.com.ar/listings/departamento-monoambiente-al-frente-con-balcon,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28.91,32.8,3.89,N/A,72.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
620.000 ARS,190.000 ARS,GALVAN,3000,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-con-cochera-villa-urquiza-3,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.6,36.9,3.3,N/A,190.000,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
650.000 ARS,190.000 ARS,GALVAN,3000,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-4-p-cochera-villa-urquiza,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.6,36.9,3.3,N/A,190.000,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
800.000 ARS,250.000 ARS,José A. Cabrera,3400,N/A,https://www.remax.com.ar/listings/alquiler-2-amb-recoleta-balcon-amenities,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,53.69,58.61,4.92,N/A,250.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
700.000 ARS,157.000 ARS,PRINGLES,1100,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-ambientes-c-balcon-almagro,2,1,1,N/A,N/A,N/A,contrafrente,oeste,N/A,sí,N/A,N/A,N/A,34.03,35.83,1.8,N/A,157.000,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
580.000 ARS,132.200 ARS,JUJUY AV.,400,N/A,https://www.remax.com.ar/listings/alquiler-dpto-2-amb-balcon-piso-alto-balvanera,2,1,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,30.6,35.96,5.36,N/A,132.200,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
820.000 ARS,105.000 ARS,HOLMBERG,4000,N/A,https://www.remax.com.ar/listings/alquiler-hermoso-dos-ambientes,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,49,6,N/A,105.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
1.000.000 ARS,390.826 ARS,SARMIENTO,1400,N/A,https://www.remax.com.ar/listings/alquiler-depto-4-amb,4,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,75.76,80.16,N/A,N/A,390.826,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
450.000 ARS,120.000 ARS,BULNES,700,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-amb-con-patio-almagro,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,32.6,32.6,N/A,N/A,120.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.200.000 ARS,200.000 ARS,SARMIENTO,2100,N/A,https://www.remax.com.ar/listings/alquiler-departamento-4-ambientes-cochera-once,4,3,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,87.2,90,2.8,N/A,200.000,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800 USD,338.000 ARS,JARAMILLO,2300,N/A,https://www.remax.com.ar/listings/alquiler-depto-2-amb-c-balcon-y-amenities-nunez,2,1,1,N/A,N/A,N/A,N/A,noroeste,N/A,N/A,N/A,N/A,N/A,47,52,5,N/A,338.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
N/A,N/A,N/A,N/A,N/A,https://www.remax.com.ar/listings/alquiler-depto-3-amb-caballito-c-3-balcones,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.650 USD,. ARS,ESTADO DE PALESTINA,700,N/A,https://www.remax.com.ar/listings/alquiler-local-120m2-sin-expensas-en-almagro,N/A,N/A,1,N/A,"de palestina 700, almagro, capital federal",N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,110.45,121.79,6.87,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
7.000.000 ARS,N/A,GURRUCHAGA,1700,N/A,https://www.remax.com.ar/listings/local-en-esquina-con-22m-de-frente-palermo-soho,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,120,120,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2.700 USD,600.000 ARS,Avenida General Las Heras,4000,N/A,https://www.remax.com.ar/listings/alquiler-dpto-duplex-5-amb-en-palermo-chico,6,4,4,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,292,317,25,N/A,600.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.300.000 ARS,N/A,VIAMONTE,700,N/A,https://www.remax.com.ar/listings/alquiler-local-comercial-microcentro,1,N/A,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,239.78,239.78,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
950.000 ARS,140.000 ARS,PARAGUAY,2600,N/A,https://www.remax.com.ar/listings/alquiler-dpto-3-amb-recoleta-apto-prof-63-m2,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,57,63,N/A,N/A,140.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
740 USD,197.000 ARS,SANCHEZ DE BUSTAMANTE,2600,N/A,https://www.remax.com.ar/listings/alquiler-2-amb-recoleta-luminoso-balcon-corrido,2,1,1,N/A,N/A,N/A,contrafrente,norte,N/A,N/A,N/A,N/A,N/A,44.48,51.28,6.8,N/A,197.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
550.000 ARS,100.000 ARS,ROJAS,300,N/A,https://www.remax.com.ar/listings/alquiler-depto-2-ambientes-c-balcon-caballito,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.74,37.54,1,N/A,100.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
450.000 ARS,73.000 ARS,José Bonifacio,2100,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-con-balcon-y-cocina-separada,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.5,29.3,2.8,N/A,73.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
800.000 ARS,300.000 ARS,Jerónimo Salguero,3000,N/A,https://www.remax.com.ar/listings/monoambiente-premium-ubicado-en-palermo-chico,1,N/A,1,N/A,N/A,N/A,N/A,noreste,N/A,N/A,N/A,N/A,N/A,40,55,N/A,N/A,300.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
750.000 ARS,140.000 ARS,RIVADAVIA,9500,N/A,https://www.remax.com.ar/listings/alquiler-dto-2-amb-3-piso-al-frente-villa-luro,2,1,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,45,48.73,N/A,N/A,140.000,N/A,N/A,N/A,N/A,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
900.000 ARS,200.000 ARS,Bartolomé Mitre,4000,N/A,https://www.remax.com.ar/listings/alquiler-departamento-duplex-2-amb-con-terraza,2,1,1,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,49.43,98.43,N/A,N/A,200.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1
700.000 ARS,223.000 ARS,Juan Francisco Seguí,3600,N/A,https://www.remax.com.ar/listings/alquiler-departamento-dos-ambientes-en-palermo,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,29.82,29.82,N/A,N/A,223.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4.900.000 ARS,N/A,SANTO TOME,3800,N/A,https://www.remax.com.ar/listings/alquiler-local-comercial-en-villa-del-parque,N/A,N/A,4,N/A,N/A,N/A,frente,N/A,N/A,sí,N/A,N/A,N/A,213.57,213.57,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
430 USD,172.000 ARS,POTOSI,3800,N/A,https://www.remax.com.ar/listings/alquiler-depto-monoambiente-con-balcon-almagro,1,N/A,1,N/A,N/A,N/A,N/A,sur,N/A,si,N/A,N/A,N/A,"27,81",30.5,"2,69",N/A,172.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
2.100.000 ARS,300.000 ARS,UGARTECHE,3000,N/A,https://www.remax.com.ar/listings/alquiler-palermo-dos-ambientes-duplex-amoblado,2,1,1,1,N/A,N/A,N/A,este,N/A,N/A,N/A,N/A,N/A,80,80,N/A,N/A,300.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
1.300.000 ARS,398.000 ARS,Avenida Jorge Newbery,3400,N/A,https://www.remax.com.ar/listings/alquiler-2-amb-cochera-full-amenities-la-musa,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,44,50,6,N/A,398.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0
620.000 ARS,180.000 ARS,José Bonifacio,2400,N/A,https://www.remax.com.ar/listings/alq-depto-flores-2-amb-cocina-indep-balcon-cerrado,2,1,1,N/A,N/A,N/A,contrafrente,oeste,N/A,N/A,N/A,N/A,N/A,37,40.5,3.5,N/A,180.000,N/A,N/A,N/A,N/A,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
1.500 USD,417.000 ARS,Concepción Arenal,2900,N/A,https://www.remax.com.ar/listings/departamento-2-ambientes-cochera-baulera-amennitt,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43,59,16,N/A,417.000,N/A,N/A,N/A,N/A,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1,0
550.000 ARS,168.000 ARS,CHIVILCOY,2000,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-con-balcon-en-monte-castro,1,1,1,N/A,N/A,N/A,frente,norte,N/A,N/A,N/A,N/A,N/A,35.8,35,3.29,N/A,168.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
950.000 ARS,330.000 ARS,LEOPARDI,100,N/A,https://www.remax.com.ar/listings/piso-10-luminoso-4-amb-cerca-perito-moreno,4,3,1,1,N/A,N/A,lateral,privilegiada,N/A,N/A,N/A,N/A,N/A,67.07,70.01,2.94,N/A,330.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
400.000 ARS,140.000 ARS,TUCUMAN,900,N/A,https://www.remax.com.ar/listings/alquiler-monoambiente-luminoso-zona-tribunales,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,28,28,N/A,N/A,140.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
650.000 ARS,92.000 ARS,CORRIENTES AV.,3900,N/A,https://www.remax.com.ar/listings/alquiler-departamento-2-ambientes-almagro,2,1,1,N/A,N/A,N/A,contrafrente,N/A,N/A,N/A,N/A,N/A,N/A,39,39,N/A,N/A,92.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
600.000 ARS,285.000 ARS,RIVADAVIA,4900,N/A,https://www.remax.com.ar/listings/alquiler-local-en-galeria-acoyte-caballito,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.31,11.31,N/A,N/A,285.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
N/A,N/A,N/A,N/A,N/A,https://www.remax.com.ar/listings/alquiler-2-ambientes-mas-altillo-en-las-canitas,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950.000 ARS,205.000 ARS,VUELTA DE OBLIGADO,3700,N/A,https://www.remax.com.ar/listings/alquiler-semipiso-2-ambientes-en-lomas-de-nunez,2,1,1,1,N/A,N/A,contrafrente,N/A,N/A,N/A,N/A,N/A,N/A,45.4,50.19,0.86,N/A,205.000,N/A,N/A,N/A,N/A,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1
