Precio_m2_USD,Rentabilidad_bruta_anual,Rentabilidad_neta_anual,Payback_anios,Yield_gap_vs_bonos,Tipologia,Zona_riesgo,Comuna,Barrio,Indice_amenities,Sup_Cubierta_m2,Distancia_subte_km,Distancia_parque_km,Liquidez_oferta_comuna,Tasa_delitos_comuna,Volatilidad_Precio_m2_comuna,confianza_renta,A_estrenar,Cluster,PC1,PC2,PC3,PC4
3135.6,0.0651606435914467,0.0287305899588262,15.346686970588236,-0.0348393564085532,4+A,medio,12.0,Villa Urquiza,0,105.0,1.156700054626647,2.5528574367063404,0.0016590377581003,0.4997101681025006,0.2333980703538691,media,0,2,0.251834100106301,0.4314853015692273,-0.1412958012762725,1.032408670246688
3750.0,0.0615323557811035,0.0254046594660115,16.251612461538464,-0.0384676442188965,monoamb,bajo,14.0,Palermo,1,24.0,0.4753601689470086,1.0798544157560923,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,1.4467766371573685,-0.861859926708517,-0.1597141556956621,-0.6235398027661524
3038.4615384615386,0.0576126188970613,0.0218115673223061,17.357308505394258,-0.0423873811029387,3A,bajo,14.0,Palermo,2,52.0,0.3308239186926691,1.036061708940868,0.0020354411558041,0.3173293561387364,0.7185047022536231,media,0,2,1.2254853735556956,-1.0745132470687278,-0.0093494729379478,-0.2467928635101013
2460.31746031746,0.0530430282837601,0.0176227759267801,18.85261894645941,-0.0469569717162398,3A,alto,5.0,Almagro,2,63.0,1.0360994868322015,1.7705997933456126,0.0013072260551381,0.7262366972989581,0.8153691824811038,alta,0,1,-0.1705334580995766,0.4443229807040921,0.4837327079961664,-0.1448586912104752
2073.584905660377,0.0775237911429875,0.0400634752144052,12.899265957666668,-0.0224762088570124,3A,bajo,13.0,Colegiales,0,53.0,0.7657120320680333,0.8480485612230072,0.001811257462251,0.3242107629327673,0.3362126271488234,alta,0,1,-0.2804735780417798,-0.8411254682816209,-0.9762279317864838,0.3268243919864215
2875.0,0.0555643346518325,0.0199339734308465,17.997156022222224,-0.0444356653481674,2A,medio,12.0,Villa Urquiza,1,40.0,0.3681029198603096,1.5404691257923238,0.0016590377581003,0.4997101681025006,0.2333980703538691,alta,0,2,0.3947560857452937,-0.6486435130539163,-0.2688633661125273,-0.203194349901996
2396.551724137931,0.059148700604193,0.0232196422205102,16.906542151986184,-0.0408512993958069,3A,alto,5.0,Almagro,0,58.0,0.2357383443408866,1.2639144088430372,0.0013072260551381,0.7262366972989581,0.8153691824811038,alta,0,1,-0.7337426697758438,-0.331135297210742,0.6200785972866991,0.0534540598793556
2076.7930451581747,0.069347735495698,0.0325687575377232,14.420081533333333,-0.0306522645043019,2A,alto,6.0,Caballito,4,41.41,1.221861049886358,0.9272495537410284,0.0014709557236647,0.6815238874122538,0.2822013725531903,alta,0,2,0.1284695660065743,-0.4497184925790476,-0.6784614230147316,-0.6016608151471545
2462.686567164179,0.0611860534039522,0.0250872156202895,16.34359375,-0.0388139465960477,3A,bajo,15.0,Villa Crespo,1,67.0,0.3292147436421618,0.5655692288844778,0.0016924644253836,0.3560200247570848,0.3145034612612011,alta,0,2,0.2747955796778711,-1.1594256471815148,-0.659448004761291,0.355400225126961
2600.0,0.0600759686620241,0.0240696379401887,16.645590945454547,-0.0399240313379758,monoamb,bajo,15.0,Villa Crespo,0,30.0,0.3224973809586275,0.9825437696266212,0.0016924644253836,0.3560200247570848,0.3145034612612011,alta,0,2,0.1016677400486871,-0.8708767978926181,-0.65567457633735,-0.1366836379629805
2723.404255319149,0.0459273953606553,0.0111001124139341,21.77349688888889,-0.0540726046393446,2A,medio,11.0,Villa Del Parque,1,47.0,0.6909113169717401,3.2041145897746706,0.0010693665978338,0.579459732816385,2.659087709873237,alta,0,3,-0.336115876392996,2.3237366713258587,3.006438881185315,-1.0211758541315394
5411.219512195122,0.0345617875324659,0.0006816385714271,28.933688660074075,-0.065438212467534,2A,bajo,14.0,Palermo,0,41.0,0.313938425489017,1.4787661277970192,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,2.611796179445934,-0.5373833513416453,0.3431833548788405,-0.2839346467650821
2571.428571428572,0.0615323557811035,0.0254046594660115,16.251612461538464,-0.0384676442188965,2A,bajo,13.0,Belgrano,1,35.0,0.2200186267678831,1.217339867664161,0.001811257462251,0.3242107629327673,0.3362126271488234,media,0,2,0.433042083796226,-0.982690275930894,-0.4821747450633085,-0.2557219571324695
1673.6401673640169,0.0905235618702772,0.0519799317144208,11.046847686274509,-0.0094764381297227,3A,bajo,7.0,Flores,1,52.58,2.5440990879855687,1.4137801027154546,0.0007389240721516,0.4306612690454279,0.2791624172439522,media,0,0,-1.3889323813127474,1.7710082058681933,-1.815489685694889,0.1508727145491883
3547.619047619048,0.0514622696775362,0.0161737472044082,19.43171193703704,-0.0485377303224637,2A,bajo,14.0,Palermo,1,42.0,0.1516853688337678,1.0200741690406032,0.0020354411558041,0.3173293561387364,0.7185047022536231,alta,0,2,1.3935382047691516,-1.1098155589110557,0.0797489876136183,-0.2886629734407384
3187.735849056604,0.0378212399228218,0.0036694699292533,26.44016965177778,-0.0621787600771781,2A,medio,12.0,Villa Urquiza,2,53.0,1.2097718403275817,2.524866086703212,0.0016590377581003,0.4997101681025006,0.2333980703538691,alta,0,2,0.9694846849908868,0.5017526599653682,-0.1922266089632626,-0.0952469997643874
3615.315789473684,0.0551147465369487,0.0195218509922029,18.143964416666662,-0.0448852534630512,3A,medio,12.0,Villa Urquiza,3,76.0,0.7473475099490738,2.065845021911659,0.0016590377581003,0.4997101681025006,0.2333980703538691,media,0,2,1.4231991140045537,-0.1620795208905198,-0.0284084279426353,-0.0373797168073799
3910.714285714286,0.0490183993366852,0.0139335327252947,20.400502944444444,-0.0509816006633148,monoamb,bajo,13.0,Belgrano,2,28.0,2.4721155634253384,2.4147061547619386,0.001811257462251,0.3242107629327673,0.3362126271488234,alta,0,2,1.6806126250084814,1.3412443092927635,-1.0903762503853296,-0.4589949399343491
2807.0175438596493,0.0692239002537414,0.0324552418992629,14.445877743589744,-0.0307760997462585,3A,alto,6.0,Caballito,1,57.0,0.9172032927049056,0.6449105962855921,0.0014709557236647,0.6815238874122538,0.2822013725531903,media,0,2,-0.0580790564100574,-0.651809275527509,-0.5932512285434393,0.1116524037845504
1321.909424724602,0.1097011460887212,0.0695593839146611,9.115675046742412,0.0097011460887212,3A,bajo,15.0,Agronomia,1,81.7,0.86093851828696,2.78025180941327,0.0016924644253836,0.3560200247570848,0.3145034612612011,media,0,1,-1.013223250674377,0.1240514837594297,-0.3850204059572653,0.4118322140122042
2816.3636363636365,0.0385016478542932,0.0042931771997688,25.97291429666667,-0.0614983521457067,2A,alto,6.0,Caballito,3,55.0,0.5598038753333513,0.8183684847457646,0.0014709557236647,0.6815238874122538,0.2822013725531903,alta,0,2,0.6773133634814751,-0.787779841859316,-0.1629116179848691,-0.2193406224283293
3157.333333333333,0.0494713424370553,0.0143487305673007,20.21372274812121,-0.0505286575629446,monoamb,bajo,15.0,Chacarita,2,30.0,1.0111868211350976,0.2657917953739195,0.0016924644253836,0.3560200247570848,0.3145034612612011,alta,0,2,1.1025153386464053,-0.7658590416177589,-1.1291249048270855,-0.3699525869753767
1418.1818181818182,0.0895678078233814,0.0511038238380996,11.16472563414634,-0.0104321921766185,3A,alto,3.0,Balvanera,0,55.0,0.406522920669241,2.669024681941836,0.0010344625327268,0.9331491918927998,0.3306390495886265,media,0,1,-2.140758412795304,0.3103553715253841,0.5252085778588541,-0.0249464100507144
1303.030303030303,0.0891613742087546,0.0507312596913584,11.21561897037037,-0.0108386257912453,4+A,alto,3.0,Balvanera,0,99.0,0.2621293358673702,2.6202972136171594,0.0010344625327268,0.9331491918927998,0.3306390495886265,media,0,1,-2.1947425866760644,0.1517877535541277,0.7356133460139322,0.7222414960048491
2039.4736842105265,0.087946989900535,0.0496180740754904,11.370485802083332,-0.0120530100994649,4+A,bajo,13.0,Belgrano,0,76.0,0.4434615749499246,1.360427282959253,0.001811257462251,0.3242107629327673,0.3362126271488234,media,0,1,-0.3915343112729986,-0.8568677271049095,-0.5821934683040169,0.58933823523919
