Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio,calle_norm,Altura_num,Comuna,Barrio,lat,lon,altura_ok,geo_score,geo_method,geo_ok,Distancia_subte_km,Distancia_parque_km,Tasa_delitos_comuna,Zona_riesgo,Tipologia,A_estrenar,Indice_amenities,Precio_ajustado_USD,Precio_m2_USD,Precio_m2_ajustado_USD,Renta_m2_USD,Precio_m2_mediano_comuna,Volatilidad_Precio_m2_comuna,banda_sup,Renta_estimada_mensual_USD,Match_count,confianza_renta,Rentabilidad_bruta_anual,Rentabilidad_neta_anual,Payback_anios,Yield_gap_vs_bonos,Liquidez_oferta_comuna
93.400 USD,178000.0,ARISMENDI,2700.0,https://www.remax.com.ar/listings/2-ambientes-venta-villa-urquiza-a-estrenar,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,36.0,38.0,2.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,93400.0,93400.0,138344080.0,1481.2,2026-05-13T14:00:00.000Z,0.0012866470325293,ARISMENDI,2700.0,15.0,Parque Chas,-34.584560512009894,-58.47647002935642,True,100.0,exacto,True,0.8238407784107799,1.4177713777858534,0.3560200247570848,bajo,2A,0,5,88814.06,2594.4444444444443,2467.057222222222,14.065172382752722,2405.4982817869413,0.31450346126120116,35-55,506.346205779098,70.0,alta,0.06841433067409795,0.031713136451256466,14.616820630222223,-0.03158566932590205,0.00169246442538368
60.000 USD,220000.0,MATHEU,600.0,https://www.remax.com.ar/listings/departamento-2-amb-venta-balvanera-apto-credito,2.0,1.0,1,40.0,Frente,Noreste,0,sí,Departamento,36.0,36.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,60000.0,60000.0,88872000.0,1481.2,2026-05-13T14:00:00.000Z,0.0024754703393644,MATHEU,600.0,3.0,Balvanera,-34.61035579617602,-58.40043505741266,False,100.0,exacto_altura_fuera,True,0.24121922284075714,2.403046441138439,0.9331491918927998,alto,2A,0,2,57054.0,1666.6666666666667,1584.8333333333333,12.18981606505236,1782.4310520939734,0.3306390495886265,35-55,438.83337834188495,39.0,alta,0.09229853367165526,0.053606989199017324,10.834408307692309,-0.007701466328344744,0.0010344625327268753
359.000 USD,200000.0,Virrey Avilés,3000.0,https://www.remax.com.ar/listings/departamento-5-amb-duplex-venta-colegiales-cochera,5.0,4.0,1,40.0,No informado,No informado,0,0,Departamento,107.0,158.0,51.0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,359000.0,359000.0,531750800.0,1481.2,2026-05-13T14:00:00.000Z,0.0003761160302908,VIRREY AVILES,3000.0,13.0,Colegiales,-34.57100147893409,-58.45680282912234,True,100.0,exacto,True,0.2414956330895664,0.9376112815472586,0.32421076293276735,bajo,4+A,0,2,341373.1,3355.1401869158876,3190.4028037383177,22.429906542056074,3050.0,0.33621262714882344,>100,2400.0,28.0,alta,0.08436517112801215,0.04633474020067779,11.853232638888889,-0.01563482887198786,0.0018112574622510603
165.000 USD,376000.0,LARREA,900.0,https://www.remax.com.ar/listings/depto-3-amb-con-cochera-en-recoleta-apto-credito,3.0,2.0,1,40.0,Frente,No informado,0,bancario,Departamento,61.66,87.33,5.33,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(72.0, 103.0]",USD,165000.0,165000.0,244398000.0,1481.2,2026-05-13T14:00:00.000Z,0.0015384741282661,LARREA,900.0,2.0,Recoleta,-34.59842697899735,-58.402315441762305,True,100.0,exacto,True,0.6156395975022199,2.9036984487647484,1.0447534381885875,alto,3A,0,1,156898.5,2675.964969185858,2544.5750891988323,13.13905172310342,2763.157894736842,0.33438691912022267,55-75,810.1539292465568,19.0,media,0.06196265197537696,0.025799097644095548,16.13875404166667,-0.038037348024623045,0.0014373274573867233
590.000 USD,360000.0,Sargento Cabral,800.0,https://www.remax.com.ar/listings/piso-5-ambientes-venta-retiro-reciclado-a-estrenar,5.0,4.0,1,40.0,No informado,No informado,0,sí,Departamento,170.0,170.0,0.0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(103.0, 992.0]",USD,590000.0,590000.0,873908000.0,1481.2,2026-05-13T14:00:00.000Z,0.000411942675888,SARGENTO CABRAL,800.0,1.0,Retiro,-34.59467031744526,-58.37924143974545,True,,recovery,True,0.5260095842991385,2.4509281865631616,1.3599759089981835,alto,4+A,0,2,561031.0,3470.5882352941176,3300.1823529411763,8.823529411764707,1861.868109007697,0.49785862146109205,>100,1500.0,23.0,alta,0.032083788596352074,-0.0015898604533439316,31.168388888888888,-0.06791621140364792,0.0018408245339653984
74.490 USD,190000.0,Avenida José María Moreno,700.0,https://www.remax.com.ar/listings/venta-departamento-2-amb-caballito-subte,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,39.45,39.45,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,74490.0,74490.0,110334588.0,1481.2,2026-05-13T14:00:00.000Z,0.0017220347983716,AVENIDA JOSE MARIA MORENO,700.0,6.0,Caballito,-34.62631556980776,-58.4342089514377,True,100.0,exacto,True,0.09894482553066017,0.7980316741268139,0.6815238874122538,alto,2A,0,1,70832.541,1888.212927756654,1795.5016730038021,11.979462409644904,2342.8571428571427,0.2822013725531903,35-55,472.5897920604915,83.0,alta,0.08006316623211213,0.042391235712769454,12.490138063,-0.01993683376788788,0.001470955723664781
489.000 USD,500000.0,LAFINUR,3100.0,https://www.remax.com.ar/listings/departamento-3-ambientes-venta-palermo-a-estrenar,3.0,2.0,1,40.0,Contrafrente,Este,0,0,Departamento,77.4,82.6,5.2,0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(72.0, 103.0]",USD,489000.0,489000.0,724306800.0,1481.2,2026-05-13T14:00:00.000Z,0.0006903152089694,LAFINUR,3100.0,14.0,Palermo,-34.58013762522256,-58.41420312770526,True,100.0,exacto,True,0.8786491110779251,0.5975222436023019,0.3173293561387364,bajo,3A,0,3,464990.1,6317.829457364341,6007.624031007751,18.08785529715762,3076.923076923077,0.7185047022536231,75-100,1400.0,25.0,alta,0.036129801473192655,0.002118984683759937,27.677982142857143,-0.06387019852680735,0.0020354411558041806
50.000 USD,250000.0,VIAMONTE,800.0,https://www.remax.com.ar/listings/venta-oficina-excelente-ubicacion-microcentro,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,55.3,55.3,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(53.0, 72.0]",USD,50000.0,50000.0,74060000.0,1481.2,2026-05-13T14:00:00.000Z,0.0033756413718606,VIAMONTE,800.0,1.0,San Nicolas,-34.600017697611534,-58.37750732541178,True,100.0,exacto,True,0.5814644797083012,1.9492309434222166,1.3599759089981835,alto,3A,0,2,47545.0,904.1591320072333,859.7649186256782,11.598044496447091,1861.868109007697,0.49785862146109205,55-75,641.3718606535241,33.0,alta,0.1618774282856723,0.1173876425951996,6.177513508771931,0.0618774282856723,0.0018408245339653984
129.000 USD,80800.0,SERRANO,1300.0,https://www.remax.com.ar/listings/departamento-monoambiente-en-venta-palermo-soho,1.0,0.0,1,40.0,Frente,Sur,0,0,Departamento,36.0,42.0,6.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,129000.0,129000.0,191074800.0,1481.2,2026-05-13T14:00:00.000Z,0.0004228710431726,SERRANO,1300.0,14.0,Palermo,-34.58879037897954,-58.43043284472116,True,100.0,exacto,True,0.2776840164524738,1.7567607741089315,0.3173293561387364,bajo,monoamb,0,4,122666.09999999999,3583.3333333333335,3407.3916666666664,17.654416839199445,3076.923076923077,0.7185047022536231,35-55,635.5590062111801,32.0,alta,0.0621745378269478,0.025993326341368812,16.083754458832153,-0.03782546217305221,0.0020354411558041806
145.000 USD,89007.0,SERRANO,1300.0,https://www.remax.com.ar/listings/dpto-2-ambientes-venta-palermo-soho-con-balcon,2.0,1.0,1,40.0,Lateral,Noreste,0,0,Departamento,40.0,46.0,6.0,1,1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,145000.0,145000.0,214774000.0,1481.2,2026-05-13T14:00:00.000Z,0.000414421671152,SERRANO,1300.0,14.0,Palermo,-34.58879037897954,-58.43043284472116,True,100.0,exacto,True,0.2776840164524738,1.7567607741089315,0.3173293561387364,bajo,2A,0,4,137880.5,3625.0,3447.0125,15.19038617337294,3076.923076923077,0.7185047022536231,35-55,607.6154469349176,129.0,alta,0.052881918496226886,0.017475091954874643,18.910055240740743,-0.04711808150377312,0.0020354411558041806
182.000 USD,244500.0,SAN LUIS,200.0,https://www.remax.com.ar/listings/venta-departamento-2-ambientes-estrenar-san-telmo,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,42.25,72.62,30.370000000000005,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(72.0, 103.0]",USD,182000.0,182000.0,269578400.0,1481.2,2026-05-13T14:00:00.000Z,0.0009069717751867,SAN LUIS,200.0,5.0,Almagro,-34.59923873052914,-58.41283535587917,False,100.0,exacto_altura_fuera,True,0.2670758830111516,2.0078018656492795,0.7262366972989581,alto,2A,0,2,173063.8,4307.692307692308,4096.184615384615,11.185557208532343,2285.358181494451,0.8153691824811038,35-55,472.5897920604915,50.0,alta,0.03276871017928589,-0.0009620156689879315,30.516916733333332,-0.06723128982071411,0.0013072260551381246
344.120 USD,244500.0,DIRECTORIO AV.,700.0,https://www.remax.com.ar/listings/departamento-venta-3-amb-caballito-a-estrenar-1,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,81.36,81.36,0.0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0.0,0,0,1,1,1,0,remax,False,"(72.0, 103.0]",USD,344120.0,344120.0,509710544.0,1481.2,2026-05-13T14:00:00.000Z,0.0004796840145413,DIRECTORIO AVENIDA,700.0,6.0,Caballito,-34.62839789119832,-58.436409801700336,True,100.0,recovery,True,0.2079539381489399,0.8824904534435623,0.6815238874122538,alto,3A,0,7,327223.708,4229.596853490659,4021.923647984267,12.447055205975861,2342.8571428571427,0.2822013725531903,75-100,1012.692411558196,6.0,media,0.03713761760409595,0.0030428161370879576,26.92687534942222,-0.06286238239590405,0.001470955723664781
151.800 USD,145000.0,LA PAMPA,2900.0,https://www.remax.com.ar/listings/venta-monoambiente-a-estrenar-belgrano-r,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,39.58,39.58,0.0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0.0,0,0,1,1,1,0,remax,True,"(39.0, 53.0]",USD,151800.0,151800.0,224846160.0,1481.2,2026-05-13T14:00:00.000Z,0.0006448853740708,LA PAMPA,2900.0,13.0,Belgrano,-34.5672630616624,-58.45841877091529,True,100.0,exacto,True,0.2870708800557021,1.19723428407036,0.32421076293276735,bajo,monoamb,0,6,144346.62,3835.2703385548257,3646.9585649317837,12.632642748863063,3050.0,0.33621262714882344,35-55,500.0,21.0,alta,0.04156661236681538,0.007102728002914099,24.057769999999998,-0.058433387633184626,0.0018112574622510603
170.595 USD,145000.0,DIRECTORIO AV.,700.0,https://www.remax.com.ar/listings/depto-2-ambientes-venta-caballito-amenities,2.0,1.0,1,40.0,No informado,No informado,0,0,Departamento,37.72,41.34,3.62,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1,0.0,0,0,1,1,1,0,remax,True,"(39.0, 53.0]",USD,170595.0,170595.0,252685314.0,1481.2,2026-05-13T14:00:00.000Z,0.0005738362776397,DIRECTORIO AVENIDA,700.0,6.0,Caballito,-34.62839789119832,-58.436409801700336,True,100.0,recovery,True,0.2079539381489399,0.8824904534435623,0.6815238874122538,alto,2A,0,7,162218.7855,4522.667020148462,4300.604069459173,12.52889162408514,2342.8571428571427,0.2822013725531903,35-55,472.5897920604915,83.0,alta,0.03495943757220336,0.0010461511078530817,28.6045791765,-0.06504056242779666,0.001470955723664781
65.000 USD,110000.0,LA PINTA,1200.0,https://www.remax.com.ar/listings/venta-monoambiente-parque-chacabuco-pileta-sum-luz,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,33.97,33.97,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,65000.0,65000.0,96278000.0,1481.2,2026-05-13T14:00:00.000Z,0.0011425247720143,LA PINTA,1200.0,10.0,Monte Castro,-34.62407202190201,-58.510425468068235,False,100.0,exacto_altura_fuera,True,2.3420282750265606,2.9383300189467048,0.48186384936936066,medio,monoamb,0,4,61808.5,1913.4530468060054,1819.5025022078305,10.7320950297601,2021.2195004726127,0.3093771634352494,<35,364.56926816095057,16.0,media,0.07078041398725753,0.033882046154986065,14.128202191358024,-0.02921958601274248,0.0007950753514594451
65.000 USD,110000.0,LA PINTA,1200.0,https://www.remax.com.ar/listings/venta-oficina-parque-chacabuco,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,34.0,34.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,65000.0,65000.0,96278000.0,1481.2,2026-05-13T14:00:00.000Z,0.0011425247720143,LA PINTA,1200.0,10.0,Monte Castro,-34.62407202190201,-58.510425468068235,False,100.0,exacto_altura_fuera,True,2.3420282750265606,2.9383300189467048,0.48186384936936066,medio,monoamb,0,4,61808.5,1911.764705882353,1817.8970588235295,10.722625534145605,2021.2195004726127,0.3093771634352494,<35,364.56926816095057,16.0,media,0.07078041398725753,0.033882046154986065,14.128202191358024,-0.02921958601274248,0.0007950753514594451
260.000 USD,244500.0,MEDRANO,1400.0,https://www.remax.com.ar/listings/venta-depto-2-amb-en-palermo-full-amenities,2.0,1.0,1,40.0,Frente,No informado,0,0,Departamento,58.8,101.16,42.36,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0,0,0,1,0,1,0,remax,False,"(72.0, 103.0]",USD,260000.0,260000.0,385112000.0,1481.2,2026-05-13T14:00:00.000Z,0.0006348802426307,MEDRANO,1400.0,14.0,Palermo,-34.593455247957024,-58.41945750505202,True,100.0,exacto,True,0.46557212331666137,1.9246011416093924,0.3173293561387364,bajo,2A,0,7,247234.0,4421.768707482994,4204.659863945579,16.935615726171648,3076.923076923077,0.7185047022536231,55-75,995.8142046988928,12.0,media,0.04833384751444669,0.013306026888242803,20.689435073446326,-0.05166615248555331,0.0020354411558041806
310.000 USD,244500.0,MEDRANO,1400.0,https://www.remax.com.ar/listings/venta-depto-3-amb-en-palermo-jardin-full-amenities,3.0,2.0,1,40.0,Frente,No informado,0,0,Departamento,83.08,90.45,7.37,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0,0,0,1,0,1,0,remax,False,"(72.0, 103.0]",USD,310000.0,310000.0,459172000.0,1481.2,2026-05-13T14:00:00.000Z,0.0005324802034967,MEDRANO,1400.0,14.0,Palermo,-34.593455247957024,-58.41945750505202,True,100.0,exacto,True,0.46557212331666137,1.9246011416093924,0.3173293561387364,bajo,3A,0,7,294779.0,3731.3432835820895,3548.134328358209,16.85122773230621,3076.923076923077,0.7185047022536231,75-100,1400.0,25.0,alta,0.05699184813029422,0.02124252745276971,17.54636904761905,-0.04300815186970579,0.0020354411558041806
180.000 USD,350000.0,Roosevelt,2600.0,https://www.remax.com.ar/listings/venta-gran-semipiso-3-ambientes-belgrano-c-depen,3.0,2.0,1,40.0,Contrafrente,Noroeste,0,0,Departamento,76.0,84.0,8.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(72.0, 103.0]",USD,180000.0,180000.0,266616000.0,1481.2,2026-05-13T14:00:00.000Z,0.0013127494223902,ROOSEVELT,2600.0,,,,,False,,sin_match,False,,,,,3A,0,2,171162.0,2368.4210526315787,2252.1315789473683,,,,75-100,,,baja,,,,,
680.000 USD,1.0,Juana Manso,700.0,https://www.remax.com.ar/listings/venta-3-ambientes-2-cocheras-exc-vista-riverview,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,122.0,122.0,0.0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,680000.0,680000.0,1007216000.0,1481.2,2026-05-13T14:00:00.000Z,9.928356976060743e-10,JUANA MANSO,700.0,1.0,Puerto Madero,-34.60399452337296,-58.36346407599301,True,100.0,exacto,True,0.9804966176460113,0.7392154838645926,1.3599759089981835,alto,3A,0,7,646612.0,5573.770491803279,5300.098360655737,15.163934426229508,1861.868109007697,0.49785862146109205,>100,1850.0,78.0,alta,0.03433279926756695,0.00047173266193636747,29.126666666666665,-0.06566720073243305,0.0018408245339653984
670.000 USD,400000.0,MEDRANO,1400.0,https://www.remax.com.ar/listings/venta-depto-4-amb-en-palermo-full-amenities,4.0,3.0,1,40.0,No informado,No informado,0,0,Departamento,108.08,248.33,140.25,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,670000.0,670000.0,992404000.0,1481.2,2026-05-13T14:00:00.000Z,0.0004030616563415,MEDRANO,1400.0,14.0,Palermo,-34.593455247957024,-58.41945750505202,True,100.0,exacto,True,0.46557212331666137,1.9246011416093924,0.3173293561387364,bajo,4+A,0,7,637103.0,6199.111769059956,5894.7353811991115,17.57957068837898,3076.923076923077,0.7185047022536231,>100,1900.0,33.0,alta,0.035786992056229525,0.0018047427182104005,27.94311403508772,-0.06421300794377048,0.0020354411558041806
210.000 USD,235000.0,SANTA FE AV.,2100.0,https://www.remax.com.ar/listings/departamento-en-venta-3-amb-terraza-cochera,3.0,2.0,1,40.0,Contrafrente,Norte,0,0,Departamento,54.0,114.0,60.0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(103.0, 992.0]",USD,210000.0,210000.0,311052000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007555006879878,SANTA FE AVENIDA,2100.0,14.0,Palermo,-34.57737572569417,-58.42899742255425,True,100.0,exacto,True,0.7172366462205676,0.8252642323741897,0.3173293561387364,bajo,3A,0,2,199689.0,3888.8888888888887,3697.9444444444443,13.357787979716147,3076.923076923077,0.7185047022536231,35-55,721.3205509046719,18.0,media,0.04334663707493183,0.00873441731868751,23.069840418561988,-0.056653362925068174,0.0020354411558041806
87.500 USD,190000.0,GUATEMALA,4400.0,https://www.remax.com.ar/listings/venta-2-ambientes-palermo-soho-patio-renovado-luz,2.0,1.0,1,40.0,No informado,Oeste,0,0,Departamento,40.39,46.72,6.329999999999998,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,87500.0,87500.0,129605000.0,1481.2,2026-05-13T14:00:00.000Z,0.0014659928243509,GUATEMALA,4400.0,14.0,Palermo,-34.58411943050747,-58.42724229646753,True,100.0,exacto,True,0.22777995851352476,1.3092419053674242,0.3173293561387364,bajo,2A,0,2,83203.75,2166.3778162911613,2060.008665511265,15.043710000864511,3076.923076923077,0.7185047022536231,35-55,607.6154469349176,129.0,alta,0.08763289350803312,0.0493301523823637,11.411240231481482,-0.012367106491966887,0.0020354411558041806
108.000 USD,350000.0,Virrey Cevallos,300.0,https://www.remax.com.ar/listings/venta-depto-2-amb-a-estrenar-en-congreso-amenities,1.0,0.0,1,40.0,Contrafrente,No informado,0,0,Departamento,42.51,46.43,3.9200000000000017,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1,0,0.0,0,0,1,0,1,0,remax,False,"(39.0, 53.0]",USD,108000.0,108000.0,159969600.0,1481.2,2026-05-13T14:00:00.000Z,0.0021879157039837,VIRREY CEVALLOS,300.0,1.0,Monserrat,-34.611876017472724,-58.3889325392537,True,100.0,exacto,True,0.3569209721941325,2.0442453635762963,1.3599759089981835,alto,monoamb,0,7,102697.2,2540.5786873676784,2415.8362738179253,11.43477670072769,1861.868109007697,0.49785862146109205,35-55,486.0923575479341,23.0,alta,0.05679909764409555,0.02106583950708759,17.6059135,-0.04320090235590446,0.0018408245339653984
300.000 USD,440000.0,POSADAS,1500.0,https://www.remax.com.ar/listings/venta-3-ambientes-recoleta-escritorio-y-baulera,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,105.0,105.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,300000.0,300000.0,444360000.0,1481.2,2026-05-13T14:00:00.000Z,0.0009901881357457,POSADAS,1500.0,2.0,Recoleta,-34.58783173166329,-58.386591543838016,True,100.0,exacto,True,1.2134663201739755,3.1443721434508882,1.0447534381885875,alto,3A,0,1,285270.0,2857.1428571428573,2716.8571428571427,19.047619047619047,2763.157894736842,0.33438691912022267,>100,2000.0,4.0,baja,0.08413082343043432,0.04611992147789813,11.88625,-0.015869176569565685,0.0014373274573867233
24.500 USD,130000.0,Avenida Presidente Manuel Quintana,300.0,https://www.remax.com.ar/listings/cochera-cubierta-en-recoleta-seguridad-24-hrs,1.0,0.0,1,40.0,No informado,No informado,0,0,Departamento,9.26,9.26,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,1,0,1,0,remax,False,"(-0.001, 39.0]",USD,24500.0,24500.0,36289400.0,1481.2,2026-05-13T14:00:00.000Z,0.0035823132925868,AVENIDA PRESIDENTE MANUEL QUINTANA,300.0,2.0,Recoleta,-34.58731761359937,-58.39128188768833,False,90.32258064516128,fuzzy_altura_fuera,True,1.2511656210629394,2.736406508240565,1.0447534381885875,alto,monoamb,0,3,23297.05,2645.7883369330452,2515.880129589633,40.099411544780985,2763.157894736842,0.33438691912022267,<35,371.3205509046719,46.0,alta,0.19126226757705644,0.14432374527896838,5.2284227969696975,0.09126226757705644,0.0014373274573867233
370.000 USD,1.0,LA PAMPA,2500.0,https://www.remax.com.ar/listings/venta-piso-4-ambientes-balcon-dep-cochera-belgrano,4.0,3.0,1,40.0,No informado,No informado,0,0,Departamento,167.0,167.0,0.0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,remax,False,"(103.0, 992.0]",USD,370000.0,370000.0,548044000.0,1481.2,2026-05-13T14:00:00.000Z,1.824671011816569e-09,LA PAMPA,2500.0,13.0,Belgrano,-34.56516063098587,-58.45473949718043,True,100.0,exacto,True,0.6467707773053387,1.5658994073425123,0.32421076293276735,bajo,4+A,0,1,351833.0,2215.568862275449,2106.7844311377244,14.37125748502994,3050.0,0.33621262714882344,>100,2400.0,28.0,alta,0.08185701739177394,0.044035599275792786,12.21642361111111,-0.01814298260822607,0.0018112574622510603
310.000 USD,400000.0,AGUERO,1500.0,https://www.remax.com.ar/listings/venta-depto-3-amb-apto-credito-recoleta-amenities,3.0,2.0,1,40.0,Frente,No informado,0,sí,Departamento,90.0,119.0,28.7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,310000.0,310000.0,459172000.0,1481.2,2026-05-13T14:00:00.000Z,0.0008711332572543,AGUERO,1500.0,2.0,Recoleta,-34.59279116780931,-58.408125883515744,True,100.0,exacto,True,0.6713580931692995,2.105512232951999,1.0447534381885875,alto,3A,0,4,294779.0,3444.4444444444443,3275.322222222222,12.002280433282323,2763.157894736842,0.33438691912022267,75-100,1080.205238995409,25.0,alta,0.04397349495026752,0.009309037037745228,22.740971604166667,-0.056026505049732486,0.0014373274573867233
215.000 USD,400000.0,ROCAMORA,4300.0,https://www.remax.com.ar/listings/venta-depto-3-ambientes-almagro-full-amenities,3.0,2.0,1,40.0,No informado,No informado,0,0,Departamento,60.0,63.0,3.0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0.0,0,0,1,0,1,0,remax,False,"(53.0, 72.0]",USD,215000.0,215000.0,318458000.0,1481.2,2026-05-13T14:00:00.000Z,0.001256052603483,ROCAMORA,4300.0,5.0,Almagro,-34.59913583689221,-58.42435735725398,True,100.0,exacto,True,0.5506277847358692,1.1525519747752069,0.7262366972989581,alto,3A,0,6,204443.5,3583.3333333333335,3407.391666666667,10.858313079485102,2285.358181494451,0.8153691824811038,55-75,651.4987847691061,22.0,alta,0.03824032271619921,0.004053629156515946,26.150406925734025,-0.061759677283800794,0.0013072260551381246
775.000 USD,1500000.0,VIDT,2000.0,https://www.remax.com.ar/listings/departamento-penthouse-8-amb-en-suite-con-terraza,8.0,7.0,1,40.0,Frente,Oeste,0,0,Departamento,311.9,398.9,11.3,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,remax,False,"(103.0, 992.0]",USD,775000.0,775000.0,1147930000.0,1481.2,2026-05-13T14:00:00.000Z,0.0013066998858815,VIDT,2000.0,14.0,Palermo,-34.58934330051003,-58.414160929588476,True,100.0,exacto,True,0.7521608221131487,1.5693637503872437,0.3173293561387364,bajo,4+A,0,3,736947.5,2484.7707598589295,2362.7685155498557,6.091696056428343,3076.923076923077,0.7185047022536231,>100,1900.0,33.0,alta,0.03093843184215972,-0.0026397708113535872,32.322258771929825,-0.06906156815784029,0.0020354411558041806
