Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio,calle_norm,Altura_num,Comuna,Barrio,lat,lon,altura_ok,geo_score,geo_method,geo_ok,Distancia_subte_km,Distancia_parque_km,Tasa_delitos_comuna,Zona_riesgo,Tipologia,A_estrenar,Indice_amenities,Precio_ajustado_USD,Precio_m2_USD,Precio_m2_ajustado_USD,Renta_m2_USD,Precio_m2_mediano_comuna,Volatilidad_Precio_m2_comuna,banda_sup,Renta_estimada_mensual_USD,Match_count,confianza_renta,Rentabilidad_bruta_anual,Rentabilidad_neta_anual,Payback_anios,Yield_gap_vs_bonos,Liquidez_oferta_comuna
USD 170.000,235000.0,Zapata,500.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-3-ambientes--19017590,3.0,2.0,1,20.0,Contrafrente,No informado,0,0,Semipiso,60.0,67.0,7.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,170000.0,170000.0,251804000.0,1481.2,2026-05-13T14:00:00.000Z,0.0009332655557497,ZAPATA,500.0,13.0,Colegiales,-34.572714868139926,-58.44224891216929,True,100.0,exacto,True,0.48795783181043917,1.1614304668756947,0.32421076293276735,bajo,3A,0,1,161653.0,2833.3333333333335,2694.2166666666667,15.75299306868305,3050.0,0.33621262714882344,55-75,945.179584120983,50.0,alta,0.07016359120741214,0.033316625273461124,14.252406166666667,-0.029836408792587865,0.0018112574622510603
USD 340.000,170000.0,Juana Manso,1500.0,https://www.argenprop.com/departamento-en-venta-en-puerto-madero-2-ambientes--19117420,2.0,1.0,2,2.0,Frente,Este,0,0,Departamento,64.0,64.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(53.0, 72.0]",USD,340000.0,340000.0,503608000.0,1481.2,2026-05-13T14:00:00.000Z,0.000337564137186,JUANA MANSO,1500.0,1.0,Puerto Madero,-34.614143315963815,-58.36213109817264,True,100.0,exacto,True,1.139226933444639,0.5002948238395476,1.3599759089981835,alto,2A,0,4,323306.0,5312.5,5051.65625,17.1875,1861.868109007697,0.49785862146109205,55-75,1100.0,21.0,alta,0.04082819372359313,0.006425844246627032,24.492878787878787,-0.05917180627640688,0.0018408245339653984
USD 319.170,244500.0,Moldes,920.0,https://www.argenprop.com/departamento-en-venta-en-colegiales-3-ambientes--17619094,3.0,2.0,3,40.0,No informado,No informado,0,0,Departamento,96.0,103.0,7.0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,1,0,1,0,1,0,argenprop,False,"(72.0, 103.0]",USD,319170.0,319170.0,472754604.0,1481.2,2026-05-13T14:00:00.000Z,0.0005171816370084,MOLDES,920.0,13.0,Colegiales,-34.57135355255402,-58.44987047266345,True,100.0,exacto,True,0.15385437947494252,1.437968588052022,0.32421076293276735,bajo,3A,0,2,303498.75299999997,3324.6875,3161.4453437499997,11.979166666666666,3050.0,0.33621262714882344,75-100,1150.0,22.0,alta,0.04546970906335158,0.010680566641405612,21.992663260869563,-0.05453029093664843,0.0018112574622510603
USD 450.000,170000.0,Juana Manso,1100.0,https://www.argenprop.com/departamento-en-venta-en-puerto-madero-3-ambientes--19352252,3.0,2.0,1,14.0,No informado,Norte,0,0,Loft,91.0,91.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,True,"(72.0, 103.0]",USD,450000.0,450000.0,666540000.0,1481.2,2026-05-13T14:00:00.000Z,,JUANA MANSO,1100.0,1.0,Puerto Madero,-34.60876743759482,-58.362900731999446,True,100.0,exacto,True,0.8878627071158358,0.29876120398687644,1.3599759089981835,alto,3A,0,2,427905.0,4945.054945054945,4702.252747252747,10.683348517537013,1861.868109007697,0.49785862146109205,75-100,972.1847150958682,30.0,alta,0.027263566869165864,-0.00600839703659796,36.678986458333334,-0.07273643313083414,0.0018408245339653984
USD 111.300,112950.0,Chivilcoy,3300.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-1-ambiente--18029382,1.0,0.0,1,40.0,Frente,Sudoeste,0,0,Departamento,32.0,39.0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,argenprop,False,"(-0.001, 39.0]",USD,111300.0,111300.0,164857560.0,1481.2,2026-05-13T14:00:00.000Z,0.0006851369145582,CHIVILCOY,3300.0,11.0,Villa Devoto,-34.60692945944645,-58.50547258372428,False,100.0,exacto_altura_fuera,True,0.5457528503109,4.087333081856787,0.579459732816385,medio,monoamb,0,0,105835.17,3478.125,3307.3490625,11.603767215770997,2493.75,2.6590877098732375,<35,371.3205509046719,35.0,alta,0.04210175701381745,0.007593277262665995,23.75197784909091,-0.057898242986182555,0.0010693665978338742
USD 146.500,145000.0,Chivilcoy,3300.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-2-ambientes--18029383,2.0,1.0,1,40.0,Frente,Sudoeste,0,0,Departamento,41.0,52.0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,argenprop,False,"(39.0, 53.0]",USD,146500.0,146500.0,216995800.0,1481.2,2026-05-13T14:00:00.000Z,0.000668215698184,CHIVILCOY,3300.0,11.0,Villa Devoto,-34.60692945944645,-58.50547258372428,False,100.0,exacto_altura_fuera,True,0.5457528503109,4.087333081856787,0.579459732816385,medio,2A,0,0,139306.85,3573.170731707317,3397.728048780488,11.361914861384639,2493.75,2.6590877098732375,35-55,465.83850931677017,53.0,alta,0.04012769014446341,0.0057837159657581245,24.92044761111111,-0.0598723098555366,0.0010693665978338742
USD 215.200,170000.0,Chivilcoy,3300.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto-3-ambientes--18029384,3.0,2.0,1,40.0,Frente,Sudoeste,0,0,Departamento,63.0,72.0,9.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,215200.0,215200.0,318754240.0,1481.2,2026-05-13T14:00:00.000Z,0.0005333262390486,CHIVILCOY,3300.0,11.0,Villa Devoto,-34.60692945944645,-58.50547258372428,False,100.0,exacto_altura_fuera,True,0.5457528503109,4.087333081856787,0.579459732816385,medio,3A,0,0,204633.68,3415.873015873016,3248.1536507936507,10.716321815430646,2493.75,2.6590877098732375,55-75,675.1282743721307,20.0,alta,0.03959044910136771,0.005291245009587073,25.258617234666666,-0.06040955089863229,0.0010693665978338742
USD 169.000,300000.0,Avenida Estado De Israel,4700.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-5-ambientes--19003668,5.0,3.0,2,50.0,Contrafrente,No informado,0,Sí,Semipiso,96.0,100.0,4.0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,169000.0,169000.0,250322800.0,1481.2,2026-05-13T14:00:00.000Z,0.001198452558057,AVENIDA ESTADO DE ISRAEL,4700.0,5.0,Almagro,-34.60027181417043,-58.430619338970935,True,100.0,recovery,True,0.8240221798500085,0.7612251102198816,0.7262366972989581,alto,4+A,0,1,160702.1,1760.4166666666667,1673.9802083333334,8.087474120082815,2285.358181494451,0.8153691824811038,75-100,776.3975155279503,4.0,baja,0.05797541031719811,0.022144126124098266,17.248692066666667,-0.04202458968280189,0.0013072260551381246
USD 65.000,183000.0,BARTOLOME MITRE al 2200 9°,2200.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-2-ambientes--19078985,2.0,1.0,1,55.0,Contrafrente,No informado,1,Sí,Semipiso,50.0,50.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,65000.0,65000.0,96278000.0,1481.2,2026-05-13T14:00:00.000Z,0.0019007457570784,BARTOLOME MITRE AL 2200 9°,2200.0,,,,,False,,sin_match,False,,,,,2A,0,0,61808.5,1300.0,1236.17,,,,35-55,,,baja,,,,,
USD 116.000,170000.0,Virrey cevallos al,300.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-2-ambientes--19027048,2.0,1.0,1,40.0,Frente,Oeste,0,0,Departamento,45.0,56.0,11.0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(53.0, 72.0]",USD,116000.0,116000.0,171819200.0,1481.2,2026-05-13T14:00:00.000Z,0.000989412126235,VIRREY CEVALLOS,300.0,1.0,Monserrat,-34.611876017472724,-58.3889325392537,True,100.0,exacto,True,0.3569209721941325,2.0442453635762963,1.3599759089981835,alto,2A,0,3,110304.4,2577.777777777778,2451.208888888889,10.806553245116572,1861.868109007697,0.49785862146109205,35-55,486.29489603024575,98.0,alta,0.05290395262893365,0.017495289909855848,18.902179332685456,-0.04709604737106635,0.0018408245339653984
USD 135.000,120000.0,Hualfín,1100.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--17973337,3.0,2.0,1,52.0,Contrafrente,No informado,0,Sí,Departamento,51.0,56.0,5.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,0,0,0,argenprop,False,"(53.0, 72.0]",USD,135000.0,135000.0,199962000.0,1481.2,2026-05-13T14:00:00.000Z,0.0006001140216641,HUALFIN,1100.0,6.0,Caballito,-34.623964859989584,-58.44260904130671,True,100.0,exacto,True,0.7819612998382418,0.38739037334407217,0.6815238874122538,alto,3A,0,1,128371.5,2647.0588235294117,2517.0882352941176,10.92119267366682,2342.8571428571427,0.2822013725531903,35-55,556.9808263570078,12.0,media,0.05206583950708758,0.016727019548163614,19.20645109090909,-0.04793416049291242,0.001470955723664781
USD 169.000,170000.0,Emilio Ravignani,2200.0,https://www.argenprop.com/departamento-en-venta-en-palermo-hollywood-4-ambientes--19209927,4.0,3.0,2,40.0,Frente,Norte,0,Sí,Departamento,70.0,70.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,1,0,1,0,argenprop,False,"(53.0, 72.0]",USD,169000.0,169000.0,250322800.0,1481.2,2026-05-13T14:00:00.000Z,0.0006791231162323,EMILIO RAVIGNANI,2200.0,14.0,Palermo,-34.57819365659377,-58.43531704120306,True,,recovery,True,0.5458322900499087,1.0329944021410569,0.3173293561387364,bajo,4+A,0,1,160702.1,2414.285714285714,2295.744285714286,12.827437213070484,3076.923076923077,0.7185047022536231,55-75,897.9206049149338,7.0,media,0.06704982236684652,0.0304623371696093,14.914282614035088,-0.032950177633153485,0.0020354411558041806
USD 80.000,200000.0,Av. Jujuy,100.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-3-ambientes--18634936,3.0,2.0,1,45.0,Contrafrente,Oeste,0,0,Departamento,55.0,60.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,1,1,0,argenprop,False,"(53.0, 72.0]",USD,80000.0,80000.0,118496000.0,1481.2,2026-05-13T14:00:00.000Z,0.0016878206859303,AVENIDA JUJUY,100.0,3.0,Balvanera,-34.610693494183515,-58.40591881515637,True,100.0,exacto,True,0.26075599797172916,2.3787172404870605,0.9331491918927998,alto,3A,0,1,76072.0,1454.5454545454545,1383.1272727272728,10.065548817911766,1782.4310520939734,0.3306390495886265,35-55,553.6051849851472,15.0,media,0.0873286126277969,0.04905122824214716,11.451000650406504,-0.012671387372203108,0.0010344625327268753
USD 30.000,57400.0,DARWIN Y AV. WARNES,,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--18663712,1.0,0.0,1,50.0,Interno,No informado,0,Sí,Piso,15.0,15.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,30000.0,30000.0,44436000.0,1481.2,2026-05-13T14:00:00.000Z,0.001291745431632,DARWIN Y AVENIDA WARNES,,,,,,False,,sin_match,False,,,,,monoamb,0,0,28527.0,2000.0,1901.8,,,,<35,,,baja,,,,,
USD 120.000,160000.0,BARTOLOME MITRE al 3400 3°,3400.0,https://www.argenprop.com/departamento-en-venta-en-almagro-4-ambientes--18753267,4.0,3.0,1,60.0,Frente,No informado,0,Sí,Semipiso,89.0,96.0,7.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,120000.0,120000.0,177744000.0,1481.2,2026-05-13T14:00:00.000Z,0.0009001710324961,BARTOLOME MITRE AL 3400 3°,3400.0,,,,,False,,sin_match,False,,,,,4+A,0,0,114108.0,1348.314606741573,1282.112359550562,,,,75-100,,,baja,,,,,
USD 158.000,170000.0,Bauness,2900.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--17927719,3.0,2.0,1,50.0,Frente,Este,0,Sí,Departamento,65.5,65.5,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,158000.0,158000.0,234029600.0,1481.2,2026-05-13T14:00:00.000Z,0.0007264038395143,BAUNESS,2900.0,12.0,Villa Urquiza,-34.57159515588049,-58.49046284663842,True,100.0,exacto,True,1.0684680639550448,2.49628185048833,0.4997101681025006,medio,3A,0,0,150242.19999999998,2412.2137404580153,2293.7740458015264,12.368762278573387,2950.0,0.23339807035386917,55-75,810.1539292465568,23.0,alta,0.0647078327590962,0.028315513362504843,15.454079627777777,-0.03529216724090381,0.0016590377581003019
USD 85.000,12000.0,San Pedrito al,200.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--12104624,2.0,1.0,1,18.0,Frente,Oeste,0,0,Piso,43.0,45.0,2.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(39.0, 53.0]",USD,85000.0,85000.0,125902000.0,1481.2,2026-05-13T14:00:00.000Z,9.531222697018317e-05,SAN PEDRITO,200.0,8.0,Villa Soldati,-34.66444079985207,-58.434934112228625,True,100.0,exacto,True,2.2750368394267313,2.5073112499602996,0.48067422571393476,bajo,2A,0,2,80826.5,1976.7441860465117,1879.6860465116279,9.96991754014658,1077.0059235325793,0.4454240116203642,35-55,428.706454226303,4.0,baja,0.0636484005952953,0.02734436721235403,15.711313884514436,-0.0363515994047047,0.00014420226771418043
USD 110.000,205000.0,Segurola al,200.0,https://www.argenprop.com/departamento-en-venta-en-floresta-3-ambientes--17896697,3.0,2.0,1,33.0,Frente,Sudoeste,0,0,Departamento,87.0,102.0,15.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(72.0, 103.0]",USD,110000.0,110000.0,162932000.0,1481.2,2026-05-13T14:00:00.000Z,0.0012581936022389,SEGUROLA,200.0,,,,,False,,sin_match,False,,,,,3A,0,1,104599.0,1264.367816091954,1202.287356321839,,,,75-100,,,baja,,,,,
USD 105.000,175000.0,Alvarez Thomas,3200.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--19362491,2.0,1.0,1,35.0,Lateral,Norte,0,Sí,Departamento,43.0,43.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,105000.0,105000.0,155526000.0,1481.2,2026-05-13T14:00:00.000Z,0.0011252137906202,ALVAREZ THOMAS,3200.0,,,,,False,,sin_match,False,,,,,2A,0,0,99844.5,2441.860465116279,2321.9651162790697,,,,35-55,,,baja,,,,,
USD 110.000,111000.0,Av. Scalabrini Ortiz,1400.0,https://www.argenprop.com/departamento-en-venta-en-palermo-1-ambiente--9023851,1.0,0.0,1,18.0,Contrafrente,No informado,0,0,Departamento,38.0,38.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,110000.0,110000.0,162932000.0,1481.2,2026-05-13T14:00:00.000Z,0.0006812658041391,AVENIDA SCALABRINI ORTIZ,1400.0,14.0,Palermo,-34.59257469248178,-58.427462484258974,True,90.56603773584906,fuzzy,True,0.5311019931001917,1.6634735357762949,0.3173293561387364,bajo,monoamb,0,2,104599.0,2894.7368421052633,2752.6052631578946,16.72523700555737,3076.923076923077,0.7185047022536231,35-55,635.5590062111801,32.0,alta,0.07291377617887514,0.03583762816396888,13.714829383500286,-0.02708622382112487,0.0020354411558041806
USD 125.000,165000.0,Rio De Janeiro,200.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--16201827,3.0,2.0,1,40.0,Contrafrente,No informado,0,Sí,Departamento,56.0,64.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0,0,0,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,125000.0,125000.0,185150000.0,1481.2,2026-05-13T14:00:00.000Z,0.0008911693221712,RIO DE JANEIRO,200.0,6.0,Caballito,-34.613670882824586,-58.430108221273684,True,100.0,recovery,True,1.106025665685156,0.789367046405355,0.6815238874122538,alto,3A,0,2,118862.5,2232.1428571428573,2122.5446428571427,15.67262065506732,2342.8571428571427,0.2822013725531903,55-75,877.6667566837699,19.0,media,0.08860659232478905,0.050222709631056635,11.285841987179488,-0.011393407675210951,0.001470955723664781
USD 149.500,190000.0,Avenida Lope De Vega,1300.0,https://www.argenprop.com/departamento-en-venta-en-monte-castro-3-ambientes--19057585,3.0,2.0,1,12.0,Frente,Oeste,0,0,Departamento,66.0,74.0,8.0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,149500.0,149500.0,221439400.0,1481.2,2026-05-13T14:00:00.000Z,0.0008580225560582,AVENIDA LOPE DE VEGA,1300.0,10.0,Velez Sarsfield,-34.62795902623818,-58.50679785731001,True,100.0,recovery,True,2.647103607110704,2.417278260424576,0.48186384936936066,medio,3A,0,1,142159.55,2265.151515151515,2153.9325757575757,8.694833836610774,2021.2195004726127,0.3093771634352494,55-75,573.8590332163111,17.0,media,0.048440702004161756,0.013403976837148276,20.64379661372549,-0.05155929799583825,0.0007950753514594451
USD 76.000,80000.0,RAMON FALCON,4900.0,https://www.argenprop.com/departamento-en-venta-en-villa-luro-1-ambiente--16468051,1.0,0.0,1,40.0,Frente,Norte,0,0,Departamento,33.0,36.0,3.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,76000.0,76000.0,112571200.0,1481.2,2026-05-13T14:00:00.000Z,0.0007106613414443,RAMON FALCON,4900.0,,,,,False,,sin_match,False,,,,,monoamb,0,1,72268.4,2303.030303030303,2189.951515151515,,,,<35,,,baja,,,,,
USD 129.000,165000.0,Honduras al,5100.0,https://www.argenprop.com/departamento-en-venta-en-palermo-3-ambientes--18572985,3.0,2.0,1,40.0,Frente,Oeste,0,Sí,Departamento,50.0,52.0,2.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,129000.0,129000.0,191074800.0,1481.2,2026-05-13T14:00:00.000Z,0.0008635361648945,HONDURAS,5100.0,14.0,Palermo,-34.58835513739517,-58.430744588631605,True,100.0,exacto,True,0.27154744824535665,1.7235106824077033,0.3173293561387364,bajo,3A,0,0,122666.09999999999,2580.0,2453.3219999999997,14.426411018093438,3076.923076923077,0.7185047022536231,35-55,721.3205509046719,18.0,media,0.07056429291267972,0.03368393516995641,14.171473399973792,-0.02943570708732028,0.0020354411558041806
USD 74.900,130000.0,Av Monroe,4000.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--19096990,2.0,1.0,1,70.0,Lateral,Este,0,Sí,Departamento,36.5,36.5,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,74900.0,74900.0,110941880.0,1481.2,2026-05-13T14:00:00.000Z,0.0011717847218741,AVENIDA MONROE,4000.0,13.0,Belgrano,-34.56222244572439,-58.46653351646326,False,100.0,exacto_altura_fuera,True,0.67327310430705,1.6594825198772982,0.32421076293276735,bajo,2A,0,1,71222.41,2052.054794520548,1951.298904109589,15.722165293597564,3050.0,0.33621262714882344,35-55,573.8590332163111,115.0,alta,0.09668738250496904,0.05763010062955495,10.34261114627451,-0.0033126174950309645,0.0018112574622510603
USD 235.000,14800.0,M Ugarte,2300.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--10779598,4.0,3.0,2,40.0,Contrafrente,No informado,0,Sí,Departamento,83.0,83.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,235000.0,235000.0,348082000.0,1481.2,2026-05-13T14:00:00.000Z,4.251871685407462e-05,M UGARTE,2300.0,,,,,False,,sin_match,False,,,,,4+A,0,0,223461.5,2831.3253012048194,2692.3072289156626,,,,75-100,,,baja,,,,,
USD 129.000,170000.0,Pergamino,100.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--17073775,2.0,1.0,1,40.0,No informado,No informado,1,0,Departamento,53.4,59.9,6.5,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,1.0,0,1,1,0,0,0,argenprop,False,"(53.0, 72.0]",USD,129000.0,129000.0,191074800.0,1481.2,2026-05-13T14:00:00.000Z,0.0008897039274671,PERGAMINO,100.0,10.0,Floresta,-34.63273727299283,-58.474299586951695,True,100.0,exacto,True,2.9747992847173568,1.2550154711459114,0.48186384936936066,medio,2A,0,5,122666.09999999999,2415.7303370786517,2297.11797752809,8.21785352700159,2021.2195004726127,0.3093771634352494,35-55,438.83337834188495,30.0,alta,0.04292955054495594,0.008352087999542939,23.293977861538462,-0.05707044945504407,0.0007950753514594451
USD 175.000,300000.0,Bauness,2748.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-4-ambientes--19214354,4.0,3.0,2,50.0,Frente,Este,0,Sí,Departamento,90.0,110.0,20.0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,argenprop,False,"(103.0, 992.0]",USD,175000.0,175000.0,259210000.0,1481.2,2026-05-13T14:00:00.000Z,0.0011573627560665,BAUNESS,2748.0,12.0,Villa Urquiza,-34.57234586715866,-58.48985943056368,True,100.0,exacto,True,0.9855326812588449,2.4234987810436444,0.4997101681025006,medio,4+A,0,0,166407.5,1944.4444444444443,1848.9722222222222,12.75242296036247,2950.0,0.23339807035386917,75-100,1147.7180664326222,7.0,media,0.08276439942425351,0.04486736613889905,12.082489656862746,-0.017235600575746496,0.0016590377581003019
USD 75.000,82000.0,Membrillar,300.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--19326863,2.0,1.0,1,38.0,No informado,No informado,0,Sí,Departamento,40.0,40.0,0.0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(39.0, 53.0]",USD,75000.0,75000.0,111090000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007381402466468,MEMBRILLAR,300.0,7.0,Flores,-34.63132756394603,-58.45981447253652,True,100.0,exacto,True,2.070314709599521,1.4776330817641055,0.43066126904542795,bajo,2A,0,1,71317.5,1875.0,1782.9375,11.983526870105319,1926.6666666666667,0.2791624172439522,35-55,479.3410748042128,52.0,alta,0.08065471865461567,0.042933492100064356,12.39853063380282,-0.019345281345384338,0.000738924072151629
USD 355.000,428700.0,Teniente General Eustoquio Frías,500.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-6-ambientes--19392586,6.0,5.0,1,50.0,Frente,No informado,0,0,Departamento,163.74,186.0,22.25999999999999,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(103.0, 992.0]",USD,355000.0,355000.0,525826000.0,1481.2,2026-05-13T14:00:00.000Z,0.0008152887076713,TENIENTE GENERAL EUSTOQUIO FRIAS,500.0,15.0,Villa Crespo,-34.60133402626067,-58.43298987077293,True,100.0,exacto,True,0.591011972300486,0.6194764020823271,0.3560200247570848,bajo,4+A,0,1,337569.5,2168.071332600464,2061.619030169781,9.174058937815992,2405.4982817869413,0.31450346126120116,>100,1502.1604104779908,8.0,media,0.05339915165835744,0.01794922235349431,18.726889265917603,-0.04660084834164257,0.00169246442538368
USD 450.000,1016000.0,ARAOZ,2900.0,https://www.argenprop.com/departamento-en-venta-en-palermo-chico-4-ambientes--18998341,4.0,3.0,2,67.0,Frente,Noreste,0,0,Semipiso,139.0,139.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,argenprop,False,"(103.0, 992.0]",USD,450000.0,450000.0,666540000.0,1481.2,2026-05-13T14:00:00.000Z,0.0015242896150268,ARAOZ,2900.0,14.0,Palermo,-34.58365801734061,-58.41200496412776,True,100.0,exacto,True,1.0228266729955082,1.0372902486671942,0.3173293561387364,bajo,4+A,0,1,427905.0,3237.410071942446,3078.453237410072,13.66906474820144,3076.923076923077,0.7185047022536231,>100,1900.0,33.0,alta,0.05328285483927507,0.017842616936002153,18.767763157894738,-0.046717145160724935,0.0020354411558041806
