Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
USD 39.000	ARS 84.000	Salta	600	8	20 m² cubie. 1 dorm. 45 años	Monoambiente, DUEÑA, luminoso, al frente, a 1 cuadra de av 9 de julio, varias universidades, todos los medios de transporte, metro bus, subtes, varias líneas de colectivos. Ideal renta , Oportunidad	https://www.argenprop.com/departamento-en-venta-en-centro-1-ambiente--19246073	1	1	1	N/A	Muy Bueno	45	Frente	N/A	N/A	Sí	N/A	Departamento	Venta	20	20	N/A	USD 39.000	N/A	N/A	N/A	N/A	Bueno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 105.000	N/A	Elpidio Gonzalez	2700	N/A	54 m² cubie. 1 dorm. 20 años	[DAVO-1363] Magnifico departamento 2 ambientes con balcón, vista abierta. Muy linda zona, cercanía con Av. alvarez Jonte y Nazca zona comercial. El departamento dispone de: Amplio estar comedor; cocina separada con muebles bajo mesada, comedor diario, lavadero y conexión para lavarropas.. Dormitorio con Placard, baño completo y toilette ( 2 baños) .Balcón corrido con salida desde Cocina, comedor diario y dormitorio. Muy amplio y con muy buena distribución El edificio cuenta con ascensor automático. Solicite Visita! Matricula CUCICBA N°: 2340 En Davo Propiedades, usted podrá encontrar las mejores opciones para venta y alquiler, con la seriedad y confianza que necesita. Antes de decidir piense en DAVO Propiedades. Confíe en quien más sabe. Recuerde que obras y ventas, avalan nuestra trayectoria.	https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-2-ambientes--19426568	2	1	2	N/A	Muy Bueno	20	Contrafrente	NE	N/A	0	Sí	Departamento	Venta	54	61	7	USD 105.000	N/A	8	2	N/A	Excelente	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
USD 203.616	N/A	Moldes	920	N/A	56 m² cubie. 1 dorm. A Estrenar	AVA AGUILAR El nuevo ícono de Colegiales Departamentos de 2 a 5 ambientes | Vistas abiertas | Diseño de autor Estratégicamente ubicado en el corazón de Colegiales, AVA Aguilar redefine la experiencia de vivir en la ciudad. Un proyecto moderno e integrado a la comunidad que combina calidad constructiva, arquitectura contemporánea y funcionalidad, pensado para quienes buscan confort, diseño y una ubicación privilegiada. En la intersección de Aguilar y Moldes, a pasos del nuevo polo gastronómico y cultural de Colegiales. Conectividad inmediata con Belgrano, Palermo y medios de transporte. Este desarrollo representa una verdadera brisa de aire fresco en la ciudad, combinando el pulso urbano con el confort residencial. Ideal tanto para vivir como para invertir en una de las zonas con mayor crecimiento de CABA. Amplios departamentos de 2, 3, 4 y 5 ambientes con grandes balcones. Con detalles y terminaciones de primera calidad y provisto de amenities - como piscina, gimnasio, SUM y coworking - que elevan el concepto de bienestar. El Barrio: Colegiales es un barrio lleno de vida y de lugares que lo convierten en un destino ideal para vivir y disfrutar de la ciudad en todas sus facetas, desde los tradicionales bares y restaurantes de la ciudad hasta innovadoras y exóticas propuestas culinarias, esta área ofrece una amplia variedad de opciones gastronómicas. Además, sus mercados locales brindan productos frescos y de alta calidad, lo que hace de esta ubicación el lugar perfecto para aquellos que aprecian la buena cocina, contando también con espacios culturales, teatros y museos que ofrecen una amplia variedad de exposiciones y espectáculos durante todo el año. El centro cultural Colegiales, el Teatro Piaf o el famoso Mercado de Las Pulgas son algunos de los espacios destacados del barrio. Su excelente ubicación permite un fácil acceso a cualquier punto de la ciudad. Su gran cantidad de medios de transporte público hacen que sea simple y rápido trasladarse a cualquier destino. AVISO LEGAL: Las fotos, descripciones arquitectónicas y funcionales, medidas, superficies y proporciones consignadas en esta ficha son aproximadas, no contractuales, y se presentan únicamente a modo orientativo. Los montos de expensas, tasas e impuestos deben ser confirmados, ya que dependen de la fecha en la que se obtuvo la información y podrían contener inexactitudes o diferencias respecto de los datos que surgen de las facturas, títulos de propiedad y planos legales del inmueble. Se recomienda a los interesados realizar las verificaciones correspondientes antes de concretar cualquier operación, solicitando por sí mismos o a través de sus profesionales las copias necesarias de la documentación pertinente. Los precios están sujetos a modificaciones sin previo aviso.	https://www.argenprop.com/departamento-en-venta-en-colegiales-2-ambientes--17619088	2	1	2	N/A	Excelente	N/A	Frente	N/A	N/A	0	N/A	Departamento	Venta	56	62	6	USD 203.616	N/A	9	6	N/A	N/A	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
USD 57.900	ARS 93.000	DONADO Y AV. OLAZABAL PB	N/A	N/A	22 m² cubie. 45 años 1 baño	(NO APTO CREDITO) GRAN MONOAMBIENTE. CONTRAFRENTE. 32 M2. PATIO CHICO. LUMINOSO. APTO PROFESIONAL. BAñO CON DUCHA. COCINA COMPLETA. PLACARD. SERVICIOS INDIVIDUALES. EDIFICIO DE 3 PISOS, 3 POR PISO. EXPENSAS: $ 93.000.- ENTRE AV. OLAZABAL Y MENDOZA (A 1 CUADRA DE PLAZA SAPIOLA - A 2 DE MONROE - A 4 DE AV. ALVAREZ THOMAS) VILLA URQUIZA APTO DISCAPACITADOS: No. NO SE INCLUYEN EN EL PRECIO DE ESTA VENTA: Mobiliarios no empotrados, aires acondicionados, estufas ni artefactos de iluminación. Enrique Meler - CUCICBA 4634 *FichaBrick=1036571*	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--19335691	1	N/A	1	N/A	N/A	45	Contrafrente	N/A	N/A	Sí	N/A	N/A	Venta	22	31	9	USD 57.900	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 269.000	ARS 301.172	MENDOZA al 5300 5°	N/A	N/A	93 m² cubie. 3 dorm. 40 años	(NO APTO CREDITO) (DISEñO, COMFORT Y CATEGORIA) SEMIPISO 4 AMBIENTES. CONTRAFRENTE. 93 M2 + COCHERA FIJA CUBIERTA EN PLANTA BAJA (3 ENTRE COLUMNAS) + BAULERA INDIVIDUAL TIPO JAULA DE 2 M2. TODO A NUEVO. BALCON ATERRAZADO CON PROTECCION. ESPECTACULAR VISTA A LA CALLE Y A JARDINES. TODO SOL. TODO EXTERNO. PALIER PRIVADO. BAñO COMPLETO COMPARTIMENTADO + TOILETTE. AMPLIA COCINA. 3 PLACARDS MITAD ESPEJADOS. CALEFACCION CENTRAL POR LOSA. AGUA CALIENTE INDIVIDUAL. LAVADERO INDEPENDIENTE CUBIERTO. PISOS DE PARQUET. RED EN TODAS LAS VENTANAS. PUERTA BLINDADA. EDIFICIO CON TERRAZA, 8 PISOS, 2 ASCENSORES. EXPENSAS: $ 301.172.- INCLUYE COCHERA Y AYSA ABL: $ 44.066.- BOULEVARD MENDOZA ENTRE BUCARELLI Y ANDONEGUI (A METROS DEL POLO GASTRONOMICO DE MENDOZA - A 1 CUADRA DE AV. OLAZABAL - A 3 DE AV. TRIUNVIRATO Y SUBTE LINEA B - A 3 DE LA ESTACION GENERAL URQUIZA DEL FFCC - A 5 DE AV. DE LOS CONSTITUYENTES) VILLA URQUIZA APTO DISCAPACITADOS: No. NO SE INCLUYEN EN EL PRECIO DE ESTA VENTA: Mobiliarios no empotrados, aires acondicionados, estufas ni artefactos de iluminación. Enrique Meler - CUCICBA 4634 *FichaBrick=1037305*	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-4-ambientes--18587044	4	3	2	N/A	N/A	40	Contrafrente	N/A	N/A	0	N/A	N/A	Venta	93	93	N/A	USD 269.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
USD 87.200	N/A	Melincué	3200	1	30 m² cubie. 1 baño Monoam.	Monoambiente al contrafrente de 37,5 m² totales. Cocina integrada y balcón. Ideal para vivir o invertir en zona residencial en crecimiento.	https://www.argenprop.com/departamento-en-venta-en-villa-del-parque-1-ambiente--17536949	1	N/A	1	N/A	N/A	N/A	Contrafrente	NE	N/A	0	N/A	Departamento	Venta	30	37	6	USD 87.200	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 135.900	N/A	SAN JOSE DE CALASANZ	1000	2	59 m² cubie. 2 dorm. 1 año	VENTA DEPARTAMENTO 3 AMBIENTES PARQUE CHACABUCO Unidad con balcón en excelente ubicación, con gran conectividad a toda la Ciudad por su cercanía a la Av. Directorio. Además, a menos de 600 m, tiene acceso a una amplia oferta de transporte público, a saber, líneas de colectivos y subte línea E.A poca distancia respectivamente de zona comercial y una rica oferta gastronómica sobre la Av. Pedro Goyena. Consta de living-comedor con cocina integrada equipada, dos dormitorios y baño completo. Todos los ambientes tienen vista al balcón. DETALLES DE TERMINACIÓN Mueble bajo mesadaMesadas de granito con bacha de acero inoxidableMonocomando marca FV o similarCocina electrica marca Longvie o similarPorcellanato de primera calidad en living comedorPiso Flotante marca Kronotex o similar en habitacionesFrente de placardInstalación preparada para equipos split frío y calor en todos los ambientesConexión para lavarropas AMENITIES LaundryTerraza con parrilla NOTA: las imágenes son orientativas de emprendimientos construidos por la misma desarrolladora. LEPORE PROPIEDADES LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas y/o gastos comunes, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas con carácter previo a la realización de cualquier operación, requiriendo por sí o sus profesionales de confianza las copias necesarias de la documentación que corresponda. En caso de venta, la misma quedará supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI). Esta unidad es apta para personas con movilidad reducida.	https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-3-ambientes--16331067	3	2	1	N/A	Bueno	-2	Frente	E	N/A	0	N/A	Departamento	Venta	59	70	N/A	USD 135.900	N/A	7	3	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
USD 49.000	ARS 25.000	DOBLAS al 1500 PB	N/A	N/A	25 m² cubie. 40 años 1 baño	MONOAMBIENTE. INTERNO. 31 M2. PATIO CUBIERTO. APTO PROFESIONAL. BAñO CON DUCHA. COCINA COMPLETA. PLACARD. SERVICIOS INDIVIDUALES. LAVADERO INCORPORADO. PISOS DE MADERA. EDIFICIO DE 1 PISO, 4 POR PISO. EXPENSAS: $ 25.000.- ABL: $ 6.594.- AYSA: $ 14.955.- ENTRE AVELINO DIAZ Y SANTANDER (A 1 CUADRA DE AV. VERNET - A 2 DE AV. LA PLATA - A 2 DE AV. ASAMBLEA - A 4 DE AV. JOSE MARIA MORENO) PARQUE CHACABUCO APTO DISCAPACITADOS: No. NO SE INCLUYEN EN EL PRECIO DE ESTA VENTA: Mobiliarios no empotrados, aires acondicionados, estufas ni artefactos de iluminación. Elizabeth Laufer - CUCICBA 4318 *FichaBrick=1036234*	https://www.argenprop.com/departamento-en-venta-en-parque-chacabuco-1-ambiente--18199975	1	N/A	1	N/A	N/A	40	Interno	N/A	N/A	Sí	Sí	N/A	Venta	25	31	6	USD 49.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 80.000	ARS 137.000	Nueva York	3400	2	34 m² cubie. 1 dorm. 45 años	Hermoso departamento de 2 ambientes con balcón en pleno Villa Devoto Edificio con estética moderna de época Departamento luminoso y funcional con ambientes bien proporcionados. Living comedor con piso de parque en excelente estado, salida a balcón que aporta muy buena luz y ventilación Dormitorio cómodo, tambien con parquet , placard y ventana al exterior Cocina independiente, alargada con mobiliario bajo mesada, cocina a gas y ventana que garantiza ventilación natural Baño completo , con bañera, revestimientos cerámicos y sanitarios en buen estado Sup total 36 m2 Living Comedor 5,10 x 3 Cocina 4,07 x 3,60 habitación 3.03 x 3.60 Baño 2.10 x 1.50 pasillo distribución 1.50 x 2.50 En cumplimiento a la ley 5115, se informa que la propiedad es apta para personas con movilidad reducida. Corredor Inmobiliario Matricula 4961	https://www.argenprop.com/departamento-en-venta-en-villa-devoto-2-ambientes--18723062	2	1	1	N/A	Muy Bueno	45	N/A	N/A	N/A	0	N/A	Departamento	Venta	34	36	2	USD 80.000	N/A	8	4	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 77.000	ARS 90.000	SENILLOSA	300	2	27 m² cubie. A Estrenar 1 baño	VENTA DEPARTAMENTO MONOAMBIENTE, CABALLITO Hermosa unidad al contrafrente. Super luminosa. Bajas Expensas. Cuenta con: - Cocina integrada con horno y anafe eléctrico - Balcón - Baño completo. - Espacio de guardado - Aire Acondicionado - Calefaccion por piso radiante Amenities: Solárium - Jacuzzi - Parrilla - SUM - Laundry - Espacio para bicicleteros. Ubicación: -Entre grandes Avenidas como Av. La Plata, Av. Juan B. Alberdi, Av. Rivadavia y Av. José M Moreno. - A metros de Parque Rivadavia - Accesible a múltiples medios de transporte publico, Subte linea A. -El valor de la Expensa mencionada es orientativo e informadas por el propietario del inmueble, las mismas pueden estar sujetas a variación y/o modificación sin previo aviso. LEPORE PROPIEDADES Tel. / LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI).Esta unidad es apta para personas con movilidad reducida.	https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--18409538	1	N/A	1	N/A	Bueno	N/A	Contrafrente	E	N/A	Sí	N/A	N/A	Venta	27	31	4	USD 77.000	N/A	9	4	N/A	N/A	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	1	1	0
USD 149.000	ARS 200.000	Ciudad De La Paz	2100	PB	63 m² cubie. 2 dorm. 40 años	"Diviiina!"" planta baja, a/profesionales, recepcion con salida a patio 2 regios dormitorios baño y toilet Cocina con pequeño offic, lavadero Todo en perfecto estado a una cuadra de cabildo subte frente al parque coto... inmejorable zona OPORTUNIDAD C.U.C.I.C.B.A Matrícula 699 María Eugenia Torrellas NOTA LEGAL. La información contenida en el presente aviso es meramente a título informativo. Las medidas y superficies son aproximadas y no resultan vinculantes. Los datos definitivos son los que surgen del título de propiedad. Los montos de expensas, tasas e impuestos deben ser confirmados ya que dependen de la fecha en la que se obtuvo la información. El valor indicado en el presente puede ser modificado sin previo aviso"	https://www.argenprop.com/departamento-en-venta-en-belgrano-3-ambientes--18309051	3	2	1	1	Muy Bueno	40	Contrafrente	NE	N/A	Sí	N/A	Departamento	Venta	63	86	21	USD 149.000	N/A	7	4	N/A	Muy Bueno	0	1	0	1	1	1	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
USD 130.000	ARS 170.000	Directorio Avenida al	2400	N/A	70 m² cubie. 2 dorm. 30 años	Departamento - Flores	https://www.argenprop.com/departamento-en-venta-en-flores-3-ambientes--19233246	3	2	1	N/A	N/A	30	Frente	N	N/A	0	N/A	N/A	Venta	70	90	20	USD 130.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 118.000	N/A	Juan B Alberdi al	1300	N/A	51 m² cubie. 2 dorm. 50 años	Departamento de 3 ambientes en Caballito, apto crédito Ubicado en el segundo piso contrafrente, cuenta con un Liv. comedor de 5,50 x 3,10, con salida a balcón de 5 x 1,10, posee un hall de distribución a dormitorios y baño de 1,90 x 1,50, el dormitorio principal es de 3,30 x 3 y el segundo dormitorio de 3 x 2,60, cocina de 3 x 1,50 y lavadero independiente de 1,50 x 0,90, baño completo con ventilación al exterior. Servicios individuales. Pisos originales de parquet en muy buen estado. Excelente ubicación a una cuadra de Av. Rivadavia, dos cuadras de pedo Goyena. A una cuadra de Av. Rivadavia y a 2 cuadras de Pedro Goyena en pleno centro de Caballito.A tres cuadras del subte A (estación Puán). Combinación con Subte H (estación Plaza Misere) hacia todos los puntos de la Ciudad. Todos los medios de transporte. Zona conectada, gastronómica y comercial. Las expensas son de $ 132.000.	https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--19244279	3	2	1	N/A	N/A	50	Contrafrente	S	N/A	0	N/A	N/A	Venta	51	54	3	USD 118.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 195.000	N/A	Pringles	900	N/A	69,26 m² cubie. 2 dorm. 19 años	Corredor Responsable: Verónica Pave CPI 8897 / Ezequiel Luceti CMCPSI 6635 - Contacto: Hernán Zuravsky DEPARTAMENTO 3 AMBIENTES CON COCHERA EN VENTA ALMAGRO Departamento de 83 m² ubicado en zona estratégica de Almagro, sobre calle Pringles. Propiedad moderna construida en 2007, con distribución funcional y excelente estado de conservación. El inmueble se encuentra en el cuarto piso. NO REQUIERE REUBICACIÓN, ESTÁ LISTA PARA ESCRITURAR! Compuesto por dos habitaciones amplias, dos baños completos (uno en suite), amplia cocina y living-comedor con salida a balcón. La distribución permite una circulación fluida y aprovechamiento óptimo de la superficie. El edificio cuenta con amenities que incrementan significativamente el valor de la inversión, destacando la pileta y parrilla de uso común. Ubicación privilegiada con excelente conectividad y acceso a servicios urbanos. MUDATE A LA VIDA QUE QUERÉS RAU S.R.L. no ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios RE/MAX puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que RAU S.R.L. no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25.028, Ley 22.802 de Lealtad Comercial, Ley 24.240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores NO ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar	https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--19391846	3	2	2	N/A	Excelente	19	N/A	N/A	N/A	0	Sí	N/A	Venta	69,26	83	N/A	USD 195.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
USD 149.000	ARS 160.000	ROSARIO al	100	N/A	60 m² cubie. 1 dorm. A Estrenar	"ESTRENAR - CABALLITO 2 AMBIENTES 1 Dormitorio en SUITE | CALIDAD PREMIUM | AMENITIES | VENTA INMEDIATA CON o SIN RENTA Ultimas Unidades Disponibles Con RENTA (Con Inquilino) Piso 2 ""B"" C/Frente........u$s153.000 Piso 3 ""B"" C/Frente.......u$s155.000 Sin RENTA (Vacio) Piso 8vo ""B"" C/Frente........u$s159.000 Consultar x Unidad Monoambiente DISPONIBLE ...u$s88.000 Entre Doblas y Senillosa, cerca de SHOPPING, CINES y todos los MEDIOS DE TRANSPORTE AMENITIES PISCINA con SOLáRIUM Terraza con PARRILLA SUM DISTRIBUCION Hall de recepción LIVING COMEDOR en L: ..............................................................9 9,5 m x 3 3,5 m (hasta 5 5,3 m) BALCóN corrido: ....................................................................................5 5,3 m x 1,2 m COCINA con barra integrada TOIL de recepción DORMITORIO en Suite con baño completo y bañadera: .......4 m x 3 3,5 m La Cochera es Opcional (no incluye cochera) EDIFICIO 10 pisos en hormigón armado hall de categoría cocheras opcionales apto profesional y apto crédito hipotecario POSESION INMEDIATA UNIDADES 1, 2 y 3 Ambientes 2 y 3 Ambientes con Dormitorio en Suite + Baño completo 3 ambientes al frente con palier privado DETALLES de CALIDAD Porcelanato de PRIMERA CALIDAD DVH en todas las Ventanas mesadas de granito o neolith Calefacción por piso radiante eléctrico preinstalación para Split frío/calor Consulta por esta propiedad AHORA. WhatsApp: Oficina: VENDE y COMPRA con LEXINTON, inmobiliaria LIDER en realizar compra / venta simultanea. Tasaciones profesionales. Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente. Martillera y Corredor Responsable: NORA LEVI CMCPSI 6006 y CUCICBA 5059 Todas las propiedades que figuran en el perfil de Lexinton se encuentran a cargo del profesional matriculado que corresponda, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por esta persona. Lexinton Propiedades es una marca registrada. Matricula Provincia de Buenos Aires: NORA LEVI CMCPSI 6006 Matricula Ciudad de Buenos Aires: CUCICBA 5059"	https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--17963181	2	1	1	N/A	N/A	N/A	Contrafrente	N/A	N/A	Sí	Sí	N/A	Venta	60	60	N/A	USD 149.000	N/A	N/A	N/A	N/A	N/A	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
USD 105.000	N/A	Nicolás Repetto al	1000	N/A	37 m² cubie. 1 dorm. 15 años	DEPARTAMENTO EN VENTA - MONOAMBIENTE EN CABALLITO - AMENITIES Monoambiente de 53 m2 (37m2 cubiertos y 17 de balcón) Medidas del ambiente: 7,5 m 4,5 m Balcón corrido: 7,5 m 2, 5 m Vista abierta a jardines EDIFICIO: Pb Amenities Piscina, quincho con sector parrilla y jardines, pequeño gimnasio Lote de 36m de frente x 56m de fondo. 15 años , 4 pisos, Seguridad, cámaras de circuito cerrado, Tótem, pocos años - En el subsuelo hay un laundry Aysa está incluido en las expensas Agua caliente central UBICACIóN Caballito, 1 cuadra de Av Pueyrredon, a mts de Av Gaona, y 6 de parque Centenario Consulta por esta propiedad AHORA. WhatsApp: Oficina: VENDE y COMPRA con LEXINTON, inmobiliaria LIDER en realizar compra / venta simultanea. Tasaciones profesionales. Las medidas, superficies y valores de esta ficha son aproximadas y a título informativo únicamente. Martillera y Corredor Responsable: NORA LEVI CMCPSI 6006 y CUCICBA 5059 Todas las propiedades que figuran en el perfil de Lexinton se encuentran a cargo del profesional matriculado que corresponda, la intermediación y la conclusión de las operaciones serán llevadas exclusivamente por esta persona. Lexinton Propiedades es una marca registrada. Matricula Provincia de Buenos Aires: NORA LEVI CMCPSI 6006 Matricula Ciudad de Buenos Aires: CUCICBA 5059	https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--19373592	1	1	1	N/A	N/A	15	N/A	E	N/A	0	N/A	N/A	Venta	37	37	N/A	USD 105.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0
USD 79.000	ARS 113.916	AV. AVELLANEDA al 1800 5°	N/A	N/A	33 m² cubie. 1 dorm. 50 años	2 AMBIENTES. LATERAL. 33 M2. BALCON. VISTA PANORAMICA. TODO SOL. TODO EXTERNO. APTO PROFESIONAL. BAñO Y COCINA COMPLETOS. PLACARD. SERVICIOS INDIVIDUALES. LAVADERO INCORPORADO. PISOS DE PARQUET. NO TIENE GAS (HAY GAS EN EL EDIFICIO). EDIFICIO EN TORRE DE PERIMETRO LIBRE, 14 PISOS, 3 ASCENSORES. EXPENSAS: $ 113.916.- ABL: $ 8.189.- AYSA: $ 14.087.- HAY COCHERAS DISPONIBLES A LA VENTA EN EL EDIFICIO ENTRE DONATO ALVAREZ Y CALCENA (FRENTE A LA PLAZA DEL ANGEL GRIS - A 2 CUADRAS DE AV. BOYACA - A 4 DE AV. RIVADAVIA Y SUBTE LINEA A) CABALLITO APTO DISCAPACITADOS: No. NO SE INCLUYEN EN EL PRECIO DE ESTA VENTA: Mobiliarios no empotrados, aires acondicionados, estufas ni artefactos de iluminación. Silvio Katz - CUCICBA 1959 *FichaBrick=1034456*	https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--16350726	2	1	1	N/A	N/A	50	Lateral	N/A	N/A	Sí	N/A	N/A	Venta	33	33	N/A	USD 79.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
