Precio	Expensas	Calle	Altura	Piso	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
USD 336.800	N/A	Migueletes al 2100 1B	N/A	N/A	75 m² cubie. 2 dorm. A Estrenar	Edificio doble frente de categoria se destaca por su moderno diseño, calidad de materiales, amplitud de espacios, luminosidad y detalles de categoria. Ubicado en una de las zonas mas exclusivas del barrio de Belgrano, proximo a Av. Del Libertador y Av Olazabal. Excelentes accesos hacia el norte y centro de la ciudad. El barrio reconocido como Belgrano chico es un area residencial, cercana a servicios comerciales, gastronomia, espacios culturales, escuelas y universidades, cercano a los lagos de palermo y grandes espacios verdes. El emprendimiento cuenta con 28 unidades de 2 ,3 y 4 ambientes con cocheras cubiertas/ descubiertas y bauleras opcionales. Sistema de agua caliente central a gas. Todas las unidades cuentan con cocina completa y lavadero o espacio para lavarropas. Las aberturas del living comedor y dormitorios son de doble vidrio hermetico. climatizacion por piso radiante electrico permitiendo controlar la temperatura individual en cada ambiente. Agua caliente sistema central por termotanques de alta recuperacion. Comodidades del edificio; SUM - Pileta - Solarium Parrilla - Laundry Camaras de seguridad - Control de accesos Gimnasio - Bicicletero - Wifi en areas comunes En el caso de este dpto de 3 ambientes las medidas y comodidades son las siguientes; Living comedor con salida a balcón. Dormitorio principal con vestidor y baño en suite. Segundo dormitorio con placard. Baño completo que tambien oficia de toilette. Cocina completa con lavadero independiente. Medidas: Living comedor 5,25 x 3,10 Cocina 3,45 x 2,10 Lavadero 1,75 x 0,75 Dormitorio principal 3,10 x 3,65 Vestidor 2 x 1,70 Baño principal 2 x 2 Dormitorio 2do 2,85 x 3,00 Baño 2do 2,00 x 2,05 EL VALOR PUBLICADO CORRESPONDE A UN PRIMER PISO - CONSULTAR POR MAS UNIDADES DISPONIBLES HAY COCHERAS Y BAULERAS DISPONIBLES ! FORMA DE PAGO: ANTICIPO Y CUOTAS CONSULTANOS PARA HACER UNA VISITA A LA OBRA ! NO TE LO PIERDAS	https://www.argenprop.com/departamento-en-venta-en-belgrano-chico-3-ambientes--16274253	3	2	2	N/A	N/A	N/A	Frente	E	N/A	Sí	N/A	N/A	Venta	75	75	N/A	USD 336.800	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
USD 25.000	N/A	Trole al	400	N/A	1 dorm. 40 años 1 baño	Monoambiente en venta en Parque Patricios Monoambiente ubicado sobre la calle Trole al 400, en el barrio de Parque Patricios, con una superficie aproximada de 15 m2. La unidad cuenta con ambiente principal, cocina integrada y baño, con una distribución funcional y compacta. Se encuentra a metros de las avenidas Sáenz y Amancio Alcorta, garantizando una excelente conectividad mediante el Metrobús Sur y la cercanía a la estación Hospitales de la Línea H. Su ubicación es clave por la proximidad al Polo Tecnológico de Parque Patricios y principales centros de salud de la zona, lo que asegura una baja vacancia y gastos de mantenimiento mínimos. Contactanos para coordinar una visita. INMOBILIARIA SANCARI.	https://www.argenprop.com/departamento-en-venta-en-parque-patricios-1-ambiente--18827099	1	1	1	N/A	N/A	40	Interno	N/A	N/A	0	Sí	N/A	Venta	N/A	N/A	N/A	USD 25.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 120.500	ARS 160.000	Galvan	3429	4	36 m² cubie. 1 dorm. A Estrenar	Espectacular departamento con solo 8 meses de uso CON COCHERA CUBIERTA El departamento es un monoambiente divisible, de 9 x 4 cubiertos con balcón terraza de 16 m2 es contrafrente, muy silencioso Aire F/C Sin encargado, con empresa de limpieza expensas Febrero 2026 : $160.000 incluyendo cochera llave de ingreso codificada	https://www.argenprop.com/departamento-en-venta-en-saavedra-2-ambientes--19073733	2	1	1	N/A	Excelente	N/A	Contrafrente	NE	N/A	0	N/A	Departamento	Venta	36	52	16	USD 120.500	N/A	4	4	N/A	N/A	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1
USD 117.500	ARS 180.000	Miller	3000	1	40 m² cubie. 1 dorm. 10 años	"[LAGE-389] AMPLIO 2 AMBIENTES DE 55 METROS TOTALES APROXIMADOS CON PATIO, BALCON Y VISTA ABIERTA UBICADO A MEDIA CUADRA DE AVENIDA CONGRESO RODEADOS DE DIVERSOS COMERCIOS Y TRANSPORTE PUBLICO. EL INMUEBLE CUENTA CON LIVING COMEDOR CON SALIDA AL BALCON AL CONTRA FRENTE, SUPER LUMINOSO, SOLEADO Y VISTA ABIERTA TODO CON PISOS DE PORCELANATO COCINA COMPLETA CON MUEBLES ALTOS Y BAJOS MESADA, INTEGRADA POR BARRA HACIA EL LIVING. DORMITORIO CON PLACARD, SALIDA AL PATIO CON PISO FLOTANTE Y ABERTURAS (DVH) BAÑO COMPLETO CON LAVADERO INCORPORADO MEDIDAS: LIVING COCINA INTEGRADA :3.30 X 7.20 DORMITORIO: 3.20 X 3.50 BAÑO: 1.50 X 2.80 BALCON: 1.50 X 4.40 PATIO: 3.00 X 3.20 REJAS EN LAS ABERTURAS MUY LUMINOSO Y VENTILADO ORIENTACION ESTE DOS AIRES ACONDICIONADOS FRIO CALOR (A CONVENIR) CALEFACCION POR ESTUFA TIRO BALANCEADO TERRAZA COMUN EDIFICIO SIN PORTERO LIMPIEZA 2 VECES POR SEMANA VENTA NO CONDICIONADA ESCUCHA OFERTAS Acepta permuta Servicios: Cloacas, Gas INSTAGRAM: @LAGEPROP CMCPSI Mat Nº 6689 CUCICBA Nº 7776 ""Los datos, medidas y antigüedad, son estimativos y suministrados por el propietario"" Las medidas son aproximadas y al sólo efecto orientativo, las medidas reales surgirán del titulo de propiedad respectivo. Los montos especificados de expensas responden a una declaración del propietario el día que fue visitada la propiedad por nuestro personal. Verificar el monto actualizado."	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--19214583	2	1	1	N/A	Muy Bueno	10	Contrafrente	E	N/A	Sí	Sí	Departamento	Venta	40	51	11	USD 117.500	N/A	3	4	N/A	Muy Bueno	0	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
USD 150.024	N/A	Marcelo Torcuato de Alvear al	2100	N/A	37 m² cubie. 1 baño Monoam.	Monoambiente ubicado en el piso 1 al contrafrente, con gran balcón terraza, en edificio de categoría, con amenities premium, diseño moderno, y apto profesional. Proyecto en desarrollo - Fecha estimada de entrega Abril 2027 - Hermoso departamento de 55,82m2 cubiertos con un impactante diseño moderno. Ubicado sobre la calle Marcelo Torcuato de Alvear al 2100, a metros de Av. Córdoba, Av. Santa Fe y Av. Callao, excelente zona comercial, gastronómica y cercano a todos los medios de transporte. Cuenta con living comedor con cocina integrada, baño completo y gran patio aterrazado. Este edificio cuenta con subsuelo, planta baja y 12 pisos superiores. El último piso de terrazas y servicios. Además de 2 locales comerciales, 90 departamentos y 26 cocheras. Además cuenta con: bike parking, gimnasio, piscina, área de parrilla y seguridad 24hs. Apto profesional. Edificio de categoría con arquitectura y desarrollo de vanguardia. Financiación disponible Consultanos por las unidades disponibles! RUSSO REAL ESTATE Walter Russo CMCPSI 6145 CUCICBA 5885 Ig: @russorealestatenordelta Las descripciones, medidas y superficies consignadas en esta publicación son aproximadas y están sujetas a la confirmación con planos y/o titulo respectivo, sólo se muestran a modo orientativo ya que son provistos por los propietarios y en ningún caso son de carácter vinculante. Todas las operaciones inmobiliarias son realizadas por el corredor público responsable.	https://www.argenprop.com/departamento-en-venta-en-barrio-norte-1-ambiente--18805399	1	N/A	1	N/A	N/A	-1	Contrafrente	N/A	N/A	Sí	N/A	N/A	Venta	37	37	N/A	USD 150.024	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1
USD 199.000	N/A	Acassuso al	6600	N/A	68 m² cubie. 2 dorm. A Estrenar	3 ambientes piso único con palier privado, balcón aterrazado con vista abierta a la ciudad y vistas verdes a la plaza. Se encuentra dentro de un edificio de categoría compuesto exclusivamente por pisos únicos de 4 ambientes, siendo esta la única unidad de 3 ambientes del edificio. LISTO PARA MUDARTE - ENTREGA INMEDIATA Al ingresar, nos recibe un living comedor amplio, mucho más generoso que lo habitual en un 3 ambientes, con salida a un balcón aterrazado con una gran parrilla propia. La cocina es realmente destacable: muebles altos y bajos laqueados, excelente capacidad de guardado, cocina a gas con extractor, además cuenta con aire acondicionado. El departamento cuenta con sistema de aire acondicionado frío-calor central e individual, ya instalado y funcionando en todos los ambientes. Dispone de dos dormitorios: el principal con vestidor y el secundario con placard integrado y frentes espejados Además, tiene toilette de recepción y baño completo, ambos con griferías y sanitarios de primera calidad. Las aberturas son de aluminio con doble vidrio (DVH) y los pisos de madera Patagonia Flooring aportan calidez y categoría en todos los ambientes Existe la posibilidad de adquirir cochera en el edificio. Un departamento distinto, pensado para quienes buscan categoría, vistas, privacidad y calidad constructiva. Consultanos y coordiná tu visita. Si tenés que vender tu propiedad, consultanos para hacer las dos operaciones juntas. CPI 6234 - 7844 CMCPSI 7006 - 7007 La información gráfica y escrita contenida en el presente aviso es meramente a título estimativo y no forma parte de ningún tipo de documentación contractual. Las medidas y superficies definitivas surgirán del título de propiedad del inmueble referido. Asimismo, los importes de impuestos, tasas, servicios y expensas aquí indicados están sujetos a verificación por parte del potencial comprador. El valor del inmueble indicado en el presente puede ser modificado sin previo aviso. Accesible: No (Ley 5.115).	https://www.argenprop.com/departamento-en-venta-en-mataderos-3-ambientes--19319982	3	2	2	N/A	N/A	N/A	Frente	NE	N/A	0	N/A	N/A	Venta	68	85	17	USD 199.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
USD 139.000	ARS 300.000	Avenida Rivadavia	2600	2	238 m² cubie. 6 dorm. 1 baño	Amplio departamento apto profesional, ubicado sobre la Avenida Rivadavia, en pleno barrio de Balvanera, dentro de un edificio de sólida construcción con aproximadamente 80 años de antigüedad, que conserva el carácter y la amplitud de las propiedades de época. La unidad cuenta con una superficie total de 250 m², distribuidos en 238 m² cubiertos, 10 m² semicubiertos y 2 m² descubiertos, ofreciendo ambientes amplios, funcionales y muy luminosos. Se compone de 7 ambientes, con 6 habitaciones de generosas dimensiones, un baño completo, toilette, cocina completa y un altillo, ideal como espacio de guardado, archivo o área complementaria. Dispone además de tres balcones al frente, que brindan excelente ventilación, luz natural y una destacada presencia sobre la avenida. Por su distribución, metraje y ubicación estratégica, la propiedad resulta ideal para estudios profesionales, oficinas, consultorios, instituciones o uso residencial para familias numerosas, con excelente conectividad y cercanía a múltiples medios de transporte, comercios y servicios. Una oportunidad única por metros, versatilidad y ubicación, en una de las zonas más tradicionales de la ciudad. INMOBILIARIA CASANOVA	https://www.argenprop.com/departamento-en-venta-en-once-7-ambientes--19281981	7	6	1	1	Bueno	N/A	Frente	N/A	N/A	0	N/A	Semipiso	Venta	238	250	N/A	USD 139.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
USD 93.500	N/A	Murillo	800	2	34 m² cubie. A Estrenar 1 baño	"EXCELENTE MONOAMBIENTE DIVISIBLE de CATEGORÍA a ESTRENAR. Viví, trabajá y rentá en la zona más conectada de la Ciudad! Confort y privacidad: Departamento monoambiente divisible de 34 m², ubicado en el 2° piso con palier semiprivado, lo que brinda privacidad y cercanía entre el ascensor y la puerta de entrada. La planta rectangular de 3m × 10m permite distribuir en un mismo ambiente el sector de cocina, estar comedor y dormitorio, con luz natural proveniente del balcón. Cocina integrada: La cocina se integra al living mediante una mesada de granito negro que contrasta con las alacenas blancas. La grifería es monocomando, hay cuatro tomas eléctricas en el frente revestido en cerámica blanca y el espacio ofrece gran capacidad de guardado. Se ha previsto lugar para lavarropas y estantes flotantes. El piso de porcelanato simil madera del sector de cocina y living aporta calidez, es fácil de limpiar y unifica visualmente el ambiente. Al estar en un ""apéndice"", la cocina no invade ni forma parte del living. Baño completo: El baño (1,88 m × 1,61 m) está revestido en porcelanato simil mármol en piso y paredes, lo que le aporta elegancia. Cuenta con vanitory con grifería monocomando, espejo con marco y bañera con duchador. Las fotos muestran que los artefactos sanitarios (inodoro, bidét y pileta) son nuevos. Balcón semi-cubierto: El departamento posee un balcón de 2,35 m × 1,15 m con baranda de vidrio y techo, lo que permite utilizarlo incluso en días de lluvia. Su orientación a un contrafrente abierto deja pasar abundante luz natural, bañando el living y permitiendo buena ventilación. Edificio Boutique: El edificio es de 9 pisos y 8 cocheras en planta baja, 2 ascensores modernos, hall de entrada contemporáneo y construcción reciente, lo que garantiza el buen estado de todas las instalaciones. AMENITIES en el piso 10°: - Social pool - Solárium - Quincho Algunas terminaciones: - Agua caliente central - Piso radiante individual - Preinstalación para aire acondicionado (sin provisión de equipos) - Mesadas y alacenas en cocina Beneficios de vivir en Murillo 844, Villa Crespo: Historia e identidad barrial: Villa Crespo nació alrededor de la Fábrica Nacional de Calzado, levantada entre las avenidas Raúl Scalabrini Ortiz y Corrientes. El legado de aquel origen sigue presente en la calle Murillo; la guía oficial de turismo señala que en sus veredas “se puede oler el cuero” gracias a las docenas de locales dedicados a la marroquinería. Vivir en Murillo 844 lo sitúa en el corazón de este patrimonio, con una oferta única de productos de cuero y artesanía. Ubicación estratégica: Villa Crespo está delimitado por importantes arterias como las avenidas Scalabrini Ortiz, Warnes, Corrientes y Juan B. Justo, lo que asegura rápido acceso hacia el centro y otros barrios. A pocos metros de Murillo 844 está la esquina emblemática de Corrientes y Scalabrini Ortiz. La avenida Scalabrini Ortiz cruza la Avenida Corrientes en un tramo donde corre la línea B del subterráneo; la estación Malabia-Osvaldo Pugliese se ubica bajo Corrientes en el cruce con Malabia y Scalabrini Ortiz. Esta estación, perteneciente a la línea B, conecta rápidamente con el microcentro y con Villa Urquiza, lo que facilita los viajes cotidianos. Vida cultural y comercial: La Avenida Corrientes es conocida como “la calle que nunca duerme” y está considerada el alma cultural de Buenos Aires. Cruza barrios como Almagro y Villa Crespo, ofrece vida nocturna constante y concentra librerías, teatros, pizzerías tradicionales y bares notables. En el tramo de Corrientes que atraviesa Villa Crespo se encuentran pizzerías emblemáticas (como Imperio en el cruce con Scalabrini Ortiz), una plazoleta triangular con un monumento al pianista de tango Osvaldo Pugliese y tiendas de descuento en las calles Aguirre y Gurruchaga, conocidas como la “zona outlet”. Esto significa que, a tres cuadras de la propiedad, se tiene acceso a comercios variados, bancos y servicios sin necesidad de desplazarse lejos. Movistar Arena y oferta de espectáculos: A pocas cuadras se alza el Movistar Arena, miniestadio cubierto situado en Humboldt 450, Villa Crespo. Es sede de conciertos y eventos culturales con capacidad para 11.500 a 15.000 personas y fue inaugurado en 2019. Vivir cerca de este recinto permite disfrutar de espectáculos internacionales y, al mismo tiempo, del ambiente bohemio de bares y cafeterías que han florecido en la zona. En síntesis, vivir en Murillo 844 combina la tranquilidad y autenticidad de Villa Crespo con la cercanía a la vibrante Avenida Corrientes, la estación de subte B y el Movistar Arena. El monoambiente a estrenar ofrece comodidades modernas, buena iluminación natural y detalles de calidad en cocina y baño, ideal para quienes buscan un espacio funcional y bien ubicado en uno de los barrios con mayor identidad y crecimiento de Buenos Aires."	https://www.argenprop.com/departamento-en-venta-en-villa-crespo-1-ambiente--17957696	1	N/A	1	N/A	Excelente	N/A	Contrafrente	SO	Corrido	Sí	N/A	Departamento	Venta	34	34	N/A	USD 93.500	N/A	9	3	N/A	Excelente	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0
USD 138.900	N/A	GALLO	500	9	52 m² cubie. 1 dorm. A Estrenar	VENTA DEPARTAMENTO 2 AMBIENTES EN DUPLEX ALMAGRO En el primer piso cuenta con cocina comedor con salida al balcón, toilette de recepción y living. En el segundo piso cuenta con dormitorio, baño con vestidor y balcón aterrazado. Proyecto único de viviendas en alturas. Con arquitectura vanguardista del edificio y de su fachada logran unidades con su propia funcionalidad en espacios y visuales, permitiendo disfrutar interior y exterior haciendo inmejorable la calidad de vida. Amenities: Terraza mirador con vistas abiertas, Laundry, SUM, Parrillas, Solárium, Duchas. Ubicación: -Cercanía al microcentro porteño, próximo a Palermo y Recoleta. -Accesible a Subte y medios de transporte publico. -Zona comercial , cultural , educativa, artística y gastronomica. FINANCIACIÓN POSPOSESIÓN Detalles de terminación : - Frente de placard- Estar comedor con piso flotante .- Baños con cerámicos y venecitas o similar en paredes.- Dormitorios con carpeta para recibir terminación.- Mueble bajo mesada de laminado plástico blanco con detalles laminados en madera línea Faplac tipo roble americano o similar.- Artefactos de cocina eléctricos Longvie o similar.- Anafe de cuatro hornallas y horno - Mesada de granito- Bacha de acero inoxidable LEPORE PROPIEDADES Tel. / LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 931 (Sucursales Caballito - Palermo - Centro) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de los las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación, requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda. Venta supeditada al cumplimiento por parte del propietario de los requisitos de la resolución general Nº 2371 de la AFIP (pedido de COTI) Esta unidad es apta para personas con movilidad reducida.	https://www.argenprop.com/departamento-en-venta-en-almagro-2-ambientes--16662292	2	1	2	N/A	Bueno	N/A	Frente	NE	N/A	0	N/A	N/A	Venta	52	55	N/A	USD 138.900	N/A	10	5	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1
USD 890.000	ARS 990.000	Jaramillo	2000	N/A	183 m² cubie. 4 dorm. 26 años	EN VENTA: Espectacular Penthouse en Complejo Parque Núñez – ¡Un Jardín en el Cielo con Vista Única al Río y la Ciudad! Este imponente dúplex combina diseño exclusivo, confort y lujo en el prestigioso Complejo Parque Núñez, ideal para quienes buscan una experiencia de vida incomparable. Características Principales: Piso 21 (121.38 m²): Amplio playroom/estar con balcón incorporado y vistas al río. Master suite con balcón privado, persianas eléctricas, baño con hidromasaje y doble bacha. Segundo dormitorio en suite, también con vista al río. Oficina o cuarto dormitorio. Dependencia de servicio con baño y lavadero independiente. Piso 22 (119.71 m²): Elegante living comedor con salida a un jardín único en altura con vistas inigualables. Cocina totalmente equipada con comedor diario y posibilidad de instalar parrilla a gas. Toilette de recepción. Detalles de categoría: Jardín con sistema de riego por goteo y aspersión. Pisos de madera y aire acondicionado en todos los ambientes. Calefacción por losa radiante individual. Persianas y toldos eléctricos en el living comedor. Instalación de sonido en toda la propiedad. Acceso independiente a ambos pisos por ascensor. Espacios Complementarios: Cochera doble en subsuelo. Cochera semicubierta en planta baja. Baulera en subsuelo. Amenities del Complejo Parque Núñez: Desarrollado por el Estudio Aisenson, este exclusivo complejo de 6.200 m² rodeado de espacios verdes ofrece: Seguridad 24 horas. Piscina semiolímpica. Gimnasio, cancha de tenis y fútbol. Salones de fiesta, quinchos con parrilla y áreas infantiles. Cocheras de cortesía. Ubicación Inmejorable: Situado en el corazón de Núñez, con accesos rápidos a Av. Libertador y Cabildo. Próximo a transporte público, colegios, comercios y una vibrante oferta gastronómica.	https://www.argenprop.com/departamento-en-venta-en-nunez-6-ambientes--16737551	6	4	3	1	N/A	26	N/A	N/A	N/A	0	Sí	Penthouse	Venta	183	241	N/A	USD 890.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0
USD 196.397	ARS 136.770	Paraguay	4000	2	38 m² cubie. 1 dorm. A Estrenar	Destacado 2 ambientes desarrollado en un edificio en esquina, la propiedad dispone de cocina integrada, baño completo, amplio balcón corrido y patio de uso exclusivo. La propiedad se ofrece equipada, y cuenta con excelentes terminaciones, detalles de diseño y materiales de alta calidad constructiva: En Cocinas y baños los pisos son de cerámica esmaltada, y griferías monocomando. La cocina dispone de muebles enchapados en melamina, mesada de granito, Bacha de acero inoxidable y Anafe a gas. Los Baños cuentan con mesada con bacha de losa, artefactos, griferías y accesorios de primera marca, El ambiente principal tiene Piso flotante melamínico de 1º marca, Interiores de placard en melamina y frentes espejados. El servicio de agua caliente es por termotanque central de alta recuperación. Se encuentra en una ubicación estratégica de Palermo, rodeado de la más amplia variedad de opciones gastronómicas y a pocas cuadras de los más importantes centros comerciales, médicos y educacionales. También dispone de cercanía a principales Avenidas: Santa Fe y Scalabrini Ortiz garantizando el acceso a múltiples medios de transportes, y conexión a diferentes puntos de la Ciudad. Servicios: Cloacas Otros Servicios: Amueblado Mel, 50 años concretando sueños Nota importante/relevante: Las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a Mel propiedades SRL ni resultan vinculantes. Matriculados: Julia Mel Matricula Nº 52 María Eva Parada Matricula Nº 251 Raúl Mel Matricula Nº 883	https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--16269658	2	1	1	N/A	Excelente	N/A	Frente	O	N/A	0	N/A	Departamento	Venta	38	58	20	USD 196.397	N/A	8	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
USD 204.106	ARS 145.620	Paraguay	4000	3	41 m² cubie. 1 dorm. A Estrenar	Excelente unidad de 2 ambientes, la propiedad se distribuye desde un Living comedor a balcón corrido, toilette de recepción, dormitorio en suite al frente, cocina integrada con salida al exterior. La propiedad se ofrece equipada, y cuenta con excelentes terminaciones, detalles de diseño y materiales de alta calidad constructiva: En Cocinas y baños pisos de cerámica esmaltada, la cocina dispone de muebles enchapados en melamina, mesada de granito, grifería monocomando, horno y anafe a gas, y conexión para lavarropas. Los Baños cuentan con mesada con bacha de losa, artefactos, griferías y accesorios de primera marca. El living y el dormitorio tienen Pisos flotantes melamínico de 1º marca. En el dormitorio los placares cuentan con Interiores en melamina y frentes espejados. El servicio de agua caliente es por termotanque central de alta recuperación. Se encuentra en una ubicación estratégica de Palermo, rodeado de la más amplia variedad de opciones gastronómicas y a pocas cuadras de los más importantes centros comerciales, médicos y educacionales. También dispone de cercanía a principales Avenidas: Santa Fe y Scalabrini Ortiz garantizando el acceso a múltiples medios de transportes, y conexión a diferentes puntos de la Ciudad. Servicios: Cloacas Otros Servicios: Amueblado Mel, 50 años concretando sueños Nota importante/relevante: Las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a Mel propiedades SRL ni resultan vinculantes. Matriculados: Julia Mel Matricula Nº 52 María Eva Parada Matricula Nº 251 Raúl Mel Matricula Nº 883	https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--16269746	2	1	2	N/A	Excelente	N/A	Frente	O	N/A	0	N/A	Departamento	Venta	41	51	11	USD 204.106	N/A	8	4	N/A	Excelente	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
USD 109.000	ARS 240.000	Mendoza	5600	3	35 m² cubie. 3 años 1 baño	Amplio monoambiente divisible, con cocina integarada, baño completo y balcón. Las terminaciones de la unidad son un diferencial: carpinterías DVH en todas las unidades, hornos y anafes en acero inoxidable, calefacción individual por ambiente, Pisos de Porcelanato y flotantes importados, entre otras. Posee rampa para personas con movilidad reducida. Al 5643 de la calle Mendoza, conocida por su elegante boulevard donde existe un creciente polo gastronómico, nace un nuevo edificio caracterizados por su calidad y diseño de vanguardia. Moderno y único, edificio de doble frente se emplaza en la zona más residencial de Villa Urquiza, cuenta con un sofisticado diseño y amenities a tono con un edificio exclusivo.El Edificio se caracteriza por tener un hall de entrada acorde a la categoría, tres amplios ascensores, gimnasio, piscina climatizada, parrillas, solárium con deck y seguridad 24hs. La propiedad cuenta con renta hasta marzo 2026. Venta con renta: Si Vencimiento renta: 31/03/2026 Servicios: Cloacas, Gas Otros Servicios: SUM Mel, 50 años concretando sueños Nota importante/relevante: Las descripciones, fotos, medidas del inmueble, precios, valores de expensas, impuestos y servicios son aproximados y meramente orientativos, y no obligan contractualmente a Mel propiedades SRL ni resultan vinculantes. Matriculados: Julia Mel Matricula Nº 52 María Eva Parada Matricula Nº 251 Raúl Mel Matricula Nº 883	https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--17826558	1	N/A	1	N/A	Excelente	3	Interno	E	N/A	0	Sí	Departamento	Venta	35	39	4	USD 109.000	N/A	10	5	N/A	N/A	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
