Precio	Expensas	Calle	Altura	Piso	Tipo_Alquiler	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
ARS 500.000	N/A	Franklin Roosevelt	3600	1º	Alquiler	2 dorm. 1 baño 3 ambientes	Excelente departamento buen estado muy luminoso! Dueño Alquila 3 ambientes en F.D. Roosevelt al 3600 y Washington, Departamento de 39,29 m2 . $500.000 para el primer cuatrimestre. mas gastos (Gastos comunes, Aysa) Condiciones depósito de Garantía 2 meses, mes de alquiler adelantado, Garantía propietaria en capital federal ( NO se acepta seguro de caución ), demostración de ingresos. Llamar de lunes a viernes de 10 a 16:30hs al	https://www.argenprop.com/departamento-en-alquiler-en-coghlan-3-ambientes--17813243	3	2	1	N/A	Muy Bueno	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	39,29	N/A	ARS 500.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 450.000	N/A	Franklin Delano Roosevelt	3600	PB	Alquiler	1 dorm. 1 baño 2 ambientes	Excelente departamento buen estado con 2 patios! muy luminoso! Dueño Alquila 2 ambientes en F.D. Roosevelt al 3600 y Washington, Departamento de 49,16 m2 . $450.000 para el primer cuatrimestre. mas gastos (Gastos comunes, Aysa) Condiciones depósito de Garantía 2 meses, mes de alquiler adelantado, Garantía propietaria en capital federal ( NO se acepta seguro de caución ), demostración de ingresos. Llamar de lunes a viernes de 10 a 16:30hs al	https://www.argenprop.com/departamento-en-alquiler-en-coghlan-2-ambientes--17454620	2	1	1	N/A	Muy Bueno	N/A	Contrafrente	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	49,16	N/A	ARS 450.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 800.000	ARS 120.000	Estados Unidos	2300	PB	Alquiler	Excelente Contra Frente Sur	Departamento espacioso con Jardín	https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal--19336833	N/A	N/A	N/A	N/A	Excelente	N/A	Contrafrente	S	N/A	0	N/A	Departamento	Alquiler	N/A	N/A	N/A	ARS 800.000	N/A	N/A	N/A	N/A	Excelente	0	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARS 600.000	ARS 90.000	Gral. Jose G. Artigas	1800	N/A	Alquiler	1 dorm. 1 baño 2 ambientes	Departamento Luminoso. Dueño directo. Ubicado a 3 cuadras de Juan B. Justo (Metrobus), a 4 cuadras de Av. Nazca y a 3 cuadras de Alvarez Jonte. Ubicado en un 4to piso. Departamento refaccionado hace 3 años. 2 ambientes (1 dormitorio). Se encuentra a pocas cuadras de paternal. El edificio cuenta con asensor. Muebles de cocina y placares nuevos. Mucho espacio para guardar: placard en dormitorio, un armario al lado del baño y placard grande en el living. Cocina integrada al comedor. Lavadero con termotanque electrico e instalacion para lavarropas. Incluye Aire acondicionado frío y calor en living y ventilador de techo en la habitación. Solo se admite 1 Gato como mascota. Actualización trimestral por IPC nacional. Bajas expensas. Expensas aproximadas $90.000. Requisitos: Seguro de caución o garantia de CABA y depósito de $600 dólares. (Solo por si el depto no se devuelve en las mismas condiciones que se entregó. Si no se devuelve el depósito al inquilino) Duración del contrato: de 2 a 3 años a convenir.	https://www.argenprop.com/departamento-en-alquiler-en-villa-general-mitre-2-ambientes--15252906	2	1	1	N/A	Excelente	N/A	Interno	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	38	N/A	ARS 600.000	N/A	6	3	N/A	Muy Bueno	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 640.000	ARS 120.000	Estados Unidos	2300	1	Alquiler	1 dorm. 5 años 1 baño	Estuvo habitado dos años, da sobre la calle Estados Unidos.	https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--18267666	2	1	1	N/A	Excelente	5	Frente	N	Corrido	Sí	N/A	Departamento	Alquiler	N/A	42	N/A	ARS 640.000	N/A	5	3	N/A	Excelente	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 1.650	ARS 600.000	Av.Cordoba	2700	5	Alquiler	180 m² cubie. 4 dorm. 20 años	"Piso tipo dúplex de cuatro dormitorios en quinto y sexto piso. Super luminoso Ubicado en el barrio de Recoleta. Medios de transportes dcercanos, dos líneas de Subte B y D, colectivos, espacios verdes a solo una cuadra, variedad de comercios y oferta educativa. La propiedad cuenta con: Living comedor super amplio con aire acondicionado y ventanales que aportan luminosidad a todos los ambientes. Cocina comedor con espacio para heladera grande, muebles de alacena y doble bajo mesada. Lavadero independiente con conexión para lavarropa, termotanque de alta recuperación. Toilette de recepción en caso de recibir invitados. Primer dormitorio en suite al contrafrente con aire acondicionado FRIO y placard incorporado. En planta alta nos ofrece: Segundo dormitorio con placard tambien con aire acondicionado FRIO. Baño completo. Tercer dormitorio con placard y pisos flotantes recien colocados. Cuarto dormitorio en suite con hidro masaje y amplio vestidor. La calefacción es a través de losa radiante regulable. Dos ascensores con palier privado. La propiedad tambien brinda dos amplias bauleras. Dos espacios guarda coche cubiertos para autos grandes o camionetas. CONDICIONES DE INGRESO: Garantia propietaria CABA o AMBA, demostración de ingreso comprobable, mes adelantado, deposito en garantía USD 3.500. Contrato a dos años con ajuste anual. De acuerdo a la ley 5859 - Art 5: Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes. Corredor Responsable Jorge E. Lorenzo MAT 6043 CUCICBA ""de acuerdo a lo establecido por la ley 5115, esta propiedad NO es apta para personas con movilidad reducida.”"	https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--18811955	5	4	2	2	Excelente	20	Frente	SO	N/A	0	N/A	Piso	Alquiler	180	180	N/A	USD 1.650	N/A	N/A	N/A	N/A	Muy Bueno	1	1	1	1	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
ARS 450.000	ARS 91.000	Avenida Castro Barros	500	6	Alquiler	29 m² cubie. 1 dorm. 1 baño	Dueño Directo 1ambiente 33m2 Excelente estado Cocina y lavadero separados Baño completo Balcón Requisitos de ingreso Sólo con garantía de capital o seguro de caución Actualización del valor y depósito trimestral Mes de depósito por adelantado	https://www.argenprop.com/departamento-en-alquiler-en-almagro-sur-1-ambiente--19310862	1	1	1	N/A	Excelente	N/A	N/A	N	Corrido	0	N/A	Departamento	Alquiler	29	33	4	ARS 450.000	N/A	N/A	N/A	N/A	Excelente	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARS 950.000	ARS 360.000	Aráoz	2300	N/A	Alquiler	60 m² cubie. 2 dorm. 50 años	3 ambientes en PLANTA BAJA Araoz 2300 entre Charcas y Guemes No tiene patio, terraza ni balcón Disponible desde 1 de Junio Sup. Total: 60 mts - Techos altos Living: 4 x 2,60 mts Dormitorio principal: 3 x 3.40 mts Dormitorio 2: 2.50 x 3 mts Baño con ducha Placard de blanco Cocina independiente con lavadero Estufa de tiro balanceado Calefón para agua caliente Edificio bajo 80 años de antiguedad Entrada hermosa llena de plantas y un camino hacia la entrada del departamento	https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--19332737	3	2	1	N/A	Muy Bueno	50	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	60	60	N/A	ARS 950.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 1.100.000	ARS 208.000	Bonpland al	1300	N/A	Alquiler	56 m² cubie. 1 dorm. 10 años	Palermo Hollywood Ubicado en la esquina de Bonpland y Niceto Vega. Pleno centro deHermoso departamento de dos ambientes en duplex, Ubicado en el 4 piso de un edificio de 6 pisos con 4 departamentos x piso. Muy luminoso, con balcón/ deck al frente. La cocina separada por una barra desayunadora, cuenta con instalación para lavarropas, dos baños completos, amplísimo dormitorio con balcón francés y cálido piso de madera. El edifcio tiene piscina y SUM, dos ascensores. Ubicado en Palermo SOHO, Con numerosos medios de transporte, colectivos: 34, 39, 93, 108, 111, 140, 151, 166, 168 Living comedor: 4.70 x 4.00 porcelanato Cocina: 2.50 x 1.75 piso cerámico con barra desayunadora Baño: 2.30 x 1.60 Completo con bañera Balcón: 4.20 x 1.30 Dormitorio: 6.50 x 4.00 balcón francés Baño: 2.30 x 1.60 Amenities: SUM- Piscina Garantía de propiedad en Capital Federal. Las medidas, superficies y expensas consignadas en la presente ficha son aproximadas; los datos definitivos serán los que surgen del título de propiedad y de la liquidación de expensas. LEY 5859 ART. 5 Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato Capillo & Cía SRL Somos una empresa con 70 años en el mismo lugar Misión Brindar un servicio profesional, comprometido y responsable de intermediación en la compra, venta y alquiler de inmuebles, buscando satisfacer al cliente atendiendo, comprendiendo y trabajando sobre sus necesidades inmobiliarias específicas, y aportando valor y experiencia a los dueños, inquilinos e inversores en bienes raíces Visión Crecer apoyado en sistemas de gestión modernos, para llegar a ser un líder y referente absoluto de confianza y profesionalismo manteniendo la atención personalizada en operaciones de compra venta, alquileres y administración en toda la capital federal	https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--19311614	2	1	2	N/A	N/A	10	Frente	N/A	N/A	0	N/A	N/A	Alquiler	56	60	4	ARS 1.100.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ARS 520.000	ARS 183.000	Acuña De Figueroa	1200	5	Alquiler	27 m² cubie. 3 años 2 baños	1 ambiente único, NUEVO, con gran balcón corrido al frente, terraza independiente privada (para poner parrilla, reposera, mesa, sillas, de todo) baño y toillette, placard y cocina equipada con muebles incorporada. Apto profesional o vivienda.FRENTE AL SANATORIO GUEMES. Las expensas incluyen Aysa y agua caliente central. Requisitos: Constancia de ingresos y garante propietario de Capital o seguro de caución - JORGE FELLER Propiedades – Matrícula CPI: 278 - LEY 5859 – ART.4 * Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes * Inmueble inaccesible para personas con discapacidad física. - Ley 5115 * Se deja constancia que los m2 son aproximados, al igual que las medidas de los ambientes, y el valor expresado de las expensas está sujeto a verificación y/o ajustes. El precio del inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual.	https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--19302683	1	N/A	2	N/A	Excelente	3	Frente	N/A	Terraza	Sí	N/A	Departamento	Alquiler	27	42	15	ARS 520.000	N/A	N/A	N/A	N/A	N/A	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ARS 495.000	ARS 65.000	Coronel Apolinario Figueroa	675	5	Alquiler	27 m² cubie. 15 años 1 baño	Departamento monoambiente cocina abierta balcón al lateral con vista abierta Edificio con amenities, Terraza, Parrilla, Pileta Excelente ubicación a mts de Av. San Martin. Multiples medios de transporte	https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18254278	1	N/A	1	N/A	Muy Bueno	15	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	27	30	3	ARS 495.000	N/A	5	N/A	N/A	Excelente	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
ARS 550.000	ARS 75.000	FRAY JUSTO SANTA MARIA DE ORO al	2200	N/A	Alquiler	20 m² cubie. A Estrenar 1 baño	MONOAMBIENTE EN ALQUILER EN PALERMO HERMOSA ZONA! Se trata de un departamento en 6to piso al contrafrente, por ascensor. Características: - Al ingresar nos encontramos con un ambiente amplio que nos brinda acceso a las comodidades del monoambiente. - Cocina totalmente instalada y equipada, con mesada de granito, bacha, canilla monocomando de acero inoxidable. Cuenta con anafe eléctrico, horno eléctrico, microondas, heladera, lavarropas. Alacenas y bajo mesada, espacio de almacenamiento. - Barra desayunadora con dos banquetas, separando los ambientes. - Accesorios: Tv led, aire acondicionado split frío/calor. - El baño cuenta con un inodoro, bacha, espejo y ducha, con duchador y estantes de material embutidos. - Piso de cemento alisado. - No posee cama Accesos: - A solo 1 cuadra de Av. Juan Bautista Justo. - 1 cuadra del Shopping Los Arcos, en la mejor zona de Palermo! - A dos cuadras de Estación de tren San Martín. - A dos cuadras de Av. Santa Fe. - A 3 cuadras de Linea Subte D. - Rodeado de grandes confiterías y bares. - Excelente zona gastronómica. CONSULTANOS!	https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--18469001	1	N/A	1	N/A	N/A	N/A	Contrafrente	N	N/A	0	N/A	N/A	Alquiler	20	20	N/A	ARS 550.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 750.000	ARS 120.000	Amenabar	3200	1	Alquiler	32 m² cubie. 3 años 1 baño	Hermoso Monoambiente de 3 años de antiguedad en Núñez de 36 m² con balcón y amenities Apto profesional o Vivienda , al frente , súper luminoso con balcón . La unidad cuenta con: Cocina integrada con muebles bajo y sobre mesada . Espacio para lavarropas y heladera , cocina de cocinar a gas con horno Placard´hecho a medida , puerta blindada y rejas .Amplio balcón . Aire acondicionado frío/calor inverter .Portero visor Amenities del edificio: Pileta , 2 Parrillas , SUM ,Terraza Excelente ubicación: A 2 cuadras del Metrobús y a 5 cuadras de la estación Línea D del Subte de Buenos Aires estación Congreso de Tucumán No se aceptan mascotas. Requisitos : garantia propietaria o seguro de caución. Recibo de sueldo o ingresos demostrables . Consulte Servicios: Cloacas, Gas Otros Servicios: SUM Depósito (meses): 1 Impuestos a cargo de: Inquilino Agua a cargo de: Inquilino	https://www.argenprop.com/departamento-en-alquiler-en-nunez-1-ambiente--12592574	1	N/A	1	N/A	Excelente	3	Frente	E	N/A	Sí	N/A	Departamento	Alquiler	32	36	4	ARS 750.000	N/A	N/A	4	N/A	N/A	1	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0
ARS 750.000	ARS 165.000	24 de Noviembre al	1100	N/A	Alquiler	45 m² cubie. 1 dorm. 10 años	Departamento en alquiler en San Cristóbal - 24 de Noviembre al 1100 Descripción: *1 dormitorio. *1 baño completo. *Living comedor con cocina integrada. *Lavadero. *Balcón al frente. Alquiler: $750.000 mensuales, ajustables trimestralmente por IPC. Expensas: $165.000 aprox. Requisitos: 1 mes adelantado 1 mes de depósito Gtia. propietaria de CABA Ingresos demostrables Informe de gtia. *Las medidas son aproximadas; las reales surgirán de la documentación pertinente*	https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-2-ambientes--19005232	2	1	1	N/A	N/A	10	Frente	E	N/A	0	N/A	N/A	Alquiler	45	45	N/A	ARS 750.000	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 1.000.000	ARS 330.000	Carabobo	100	5	Alquiler	56 m² cubie. 2 dorm. 12 años	DEPARTAMENTO 3 AMBIENTES CABALLITO 2 DORMITORIOS 2 BAÑOS MUY BUEN ESTADO cochera fija y cubierta	https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--19180718	3	2	2	N/A	Bueno	12	Frente	O	N/A	0	N/A	Departamento	Alquiler	56	56	N/A	ARS 1.000.000	N/A	N/A	N/A	N/A	Bueno	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
USD 600	ARS 300.000	Uruguay	300	13	Alquiler	45 m² cubie. 2 dorm. 60 años	Alquiler de Departamento 3 AMBIENTES en San Nicolás, Capital Federal Hermoso departamento de tres ambientes amoblado y equipado. Con vista abierta. Se encuentra reciclado a nuevo. Edificio con vigilancia 24 horas. Ubicado en el corazón del centro porteño a metros del Obelisco. Contrato mínimo un año. LEPORE PROPIEDADES / LEPORE Propiedades S.A. CUIT : -9 C.U.C.I.C.B.A. Matrícula Nº 1207 (Sucursal Recoleta) AVISO LEGAL: Las descripciones arquitectónicas y funcionales, valores de expensas y/o gastos comunes, impuestos y servicios, fotos y medidas de este inmueble son aproximados. Los datos fueron proporcionados por el propietario y pueden no estar actualizados a la hora de la visualización de este aviso por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas con carácter previo a la realización de cualquier operación, requiriendo por sí o sus profesionales de confianza las copias necesarias de la documentación que corresponda. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato (conf. el Art.4 de la Ley 5.859 de C.A.B.A)	https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas-3-ambientes--18183691	3	2	1	N/A	Muy Bueno	60	Contrafrente	N	N/A	0	N/A	N/A	Alquiler	45	45	N/A	USD 600	N/A	N/A	N/A	N/A	N/A	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
USD 750	ARS 180.000	Zelarrayán	1600	4	Alquiler	41 m² cubie. 1 dorm. 5 años	Moderno departamento tipo loft ubicado al frente, con doble altura y excelente luminosidad . CON CORTINAS ROLLERS Y AIRE ACONDICIONADO FRIO-CALOR. Living comedor con ventanales de piso a techo. Cocina moderna con espacio de guardado. Habitación en entrepiso separada visualmente del resto del ambiente. Balcón privado. Expensas bajas en relación a todo lo que ofrece el complejo. 4 SUM / Coworking Salón de eventos de hasta 150 personas Gimnasio completo con vestuarios . Sauna. Pileta climatizada y jacuzzi. Pileta exterior con amplio solarium terraza Plaza y pista de atletismo para actividades al aire libre. Parrillas y quinchos. Bar/restaurante en el último piso, con servicio a la puerta del departamento! Vigilancia 24 hs. Wifi en todos los amenities. Sistema openkey para ingreso/egreso facial. Laundry 6 ascensores y 2 montacargas. Cocheras opcionales en 2 niveles. Bauleras opcionales. A POCAS CUADRAS DEL PARQUE CHACABUCO, FACUL ACCCESO A LAS AUTOPISTAS, ENTORNO CERRADO, VIGILADO Y SEGURO. Sin comisiones. OPCIONAL ALQUILER EN PESOS	https://www.argenprop.com/departamento-en-alquiler-en-parque-chacabuco-2-ambientes--19325337	2	1	1	N/A	Excelente	5	Frente	N	Terraza	Sí	N/A	Loft	Alquiler	41	45	4	USD 750	N/A	6	20	N/A	Excelente	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	0
ARS 650.000	ARS 110.000	Av. Independencia	2500	11	Alquiler	30 m² cubie. 1 baño Monoam.	Unidad completamente equipada, lista para ingresar. Cuenta con cocina completa, baño y espacio de escritorio ideal para home office. Ideal tanto para vivienda como para estudiantes o profesionales. Ubicado sobre Av. Independencia 2575, CABA, en una zona estratégica con excelente conectividad. Subte: Linea H y E Colectivos: múltiples líneas en la zona Linea2, 8, 23, 53, 56, 57, 61, 62, 84, 86, 88, 95, 96, 98, 101, 103, 118, 126, 129, 188 Avenidas principales: Av. Independencia, Av. Entre Ríos y Av. San Juan Puntos de interés: cercano a universidades, centros de salud, comercios, supermercados y polos gastronómicos Requisitos de ingreso: Garantía propietaria o fianza + demostración de ingresos acorde al valor del alquiler. Inmobiliaria Pignataro y Asociados TASACIONES / COMPRA / VENTA / ALQUILERES / / Lunes a viernes: 11hs a 13hs y 16hs a 18hs Av. San Martin 7167, C.A.B.A	https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--19286669	1	N/A	1	N/A	Muy Bueno	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	30	30	N/A	ARS 650.000	N/A	N/A	N/A	N/A	N/A	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 300	ARS 300.000	Niceto Vega	5700	7	Alquiler	1 baño Monoam. Excelente	Hermoso monoambiente divisible con balcón, muy luminoso. El valor no incluye servicios ni expensas. Ammenities: -Piscina -Sum con parrilla -Sauna húmedo y seco -Cava con baulera Exclusiva -Laundry Requisitos: ingresos comprobables 1 mes de depósito 1 mes de adelanto Honorarios inmobiliarios Alquiler mínimo 3 meses hasta 2 años.	https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--15750888	1	N/A	1	N/A	Excelente	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	35	N/A	USD 300	N/A	N/A	N/A	N/A	N/A	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	1	0	1	0
ARS 470.000	ARS 130.000	Piedras al	1600	N/A	Alquiler	25 m² cubie. 1 dorm. 2 años	Alquiler Monoambiente en Piedras al 1600, piso 2, San Telmo Monoambiente ubicado en el piso 2 (interno, 2do cuerpo), sobre la calle Piedras al 1600, en el barrio de San Telmo. Zona estratégica con excelente conectividad, cercanía a avenidas principales, comercios, servicios y medios de transporte. El edificio es semi-nuevo, con solo 2 años de antiguedad, y cuenta con cámaras de seguridad, laundry, bicicletero, ascensores y personal de limpieza de lunes a viernes. La unidad de 25 m2 es muy luminosa y silenciosa. Se desarrolla en un ambiente principal de 3m x 4.9m con balcón y cocina integrada. Posee un baño completo y se entrega en excelente estado, recién pintado. Además, está equipado con cerradura inteligente, anafe eléctrico, aire acondicionado frío/calor y un rack de TV con espacio de guardado. Condiciones del alquiler: Valor mensual: $500.000. Expensas: $130.000 (incluye agua). Contrato por 2 años. Ajuste cada 4 meses por IPC. Disponible de forma inmediata. NO acepta mascotas Requisitos: Recibo de sueldo. Garantía propietaria o seguro de caución. Consultanos para coordinar una visita. INMOBILIARIA SANCARI	https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-1-ambiente--19113782	1	1	1	N/A	N/A	2	Interno	O	N/A	Sí	N/A	N/A	Alquiler	25	28	3	ARS 470.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ARS 600.000	ARS 114.000	Quito	3700	8	Alquiler	36 m² cubie. 5 años 1 baño	Monoambiente de 40 m² en Almagro Excelente ubicación Ubicado en el corazón de Almagro, este luminoso monoambiente de 40 m² ofrece comodidad, funcionalidad y una ubicación estratégica, ideal tanto para vivienda como para inversión. La unidad cuenta con una cocina integrada equipada con modernos muebles sobre y bajo mesada, cocina eléctrica con anafe y espacio previsto para lavarropas, brindando practicidad y óptimo aprovechamiento del espacio. Dispone de baño completo con bañera, en excelente estado. El amplio ambiente principal posee una división que permite sectorizar dormitorio y living, generando mayor privacidad y confort. Desde allí se accede a un balcón, que aporta muy buena luz natural y ventilación. Además, cuenta con aire acondicionado frío/calor, asegurando confort durante todo el año. Ubicación inmejorable, cercano a múltiples líneas de colectivos y a diversas líneas de subte, con rápido acceso a distintos puntos de la ciudad. Una oportunidad ideal para quienes buscan comodidad, buena distribución y excelente conectividad en una de las zonas más buscadas de la ciudad. TIENEN PILETA INGRESO PRICIPIOS DE ABRIL Servicios: Cloacas	https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--14699769	1	N/A	1	N/A	Excelente	5	Contrafrente	N/A	N/A	0	N/A	Departamento	Alquiler	36	40	4	ARS 600.000	N/A	N/A	N/A	N/A	Excelente	1	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
ARS 600.000	ARS 140.000	Del Barco Centenera	800	4	Alquiler	34 m² cubie. 15 años 1 baño	Excelente Dpto. Muy Luminoso! Monoambiente de 39 Mts2 con Balcón al Contrafrente, Pisos de Porcelanato, Placard empotrado, Cocina Integrada con Desayunador, Termotanque Eléctrico y Baño Completo. Pileta y Sum Condiciones: Contrato de Alquiler x 2 Años - Actualización Trimestral por Indice (Ipc) - Mes de Locación por Adelantado - Depósito de Garantía de 700 Dólares - Gastos de Expensas, Gas, Electricidad y Abl. Gastos Administrativos por Informes sobre Garantía y Certificación de Firmas - Seguro de Incendio - Ingresos Comprobables - Garantía Propietaria en Caba	https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--19225185	1	N/A	1	N/A	Excelente	15	Contrafrente	N/A	N/A	Sí	N/A	Departamento	Alquiler	34	39	5	ARS 600.000	N/A	15	4	N/A	Excelente	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
