Precio	Expensas	Calle	Altura	Piso	Tipo_Alquiler	Detalles	Descripción	Link	Ambientes	Dormitorios	Baños	Toilettes	Estado	Antiguedad	Disposicion	Orientacion	Tipo_Balcon	Apto_Profesional	Apto_Credito	Tipo_Unidad	Tipo_Operacion	Sup_Cubierta_m2	Sup_Total_m2	Sup_Descubierta_m2	Precio_Ficha	Expensas_Ficha	Cant_Pisos_Edificio	Deptos_Por_Piso	Antiguedad_Edificio	Estado_Edificio	Aire_acondicionado_individual	Electricidad	Losa_radiante	Gas_natural	Agua_corriente	Agua_caliente	Balcón	Terraza	Jardín	Patio	Baulera	Cochera	Muebles_de_cocina	Lavarropas	Lavavajillas	Conexión_para_lavarropas	Permite_Mascotas	Apto_Crédito	Ascensor	Pileta	Piscina	Parrilla	SUM	Gimnasio	Sauna	Laundry	Seguridad_24hs	Vigilancia	Acceso_para_personas_con_movilidad_reducida	Pavimento	ABL	Smart_Amenities	Smart_Losa_Central	Smart_Luminoso	Smart_Balcon_Aterrazado
ARS 750.000	ARS 130.000	Bogota	2600	6	Alquiler	73 m² cubie. 2 dorm. 1 baño	DEPARTAMENTO 3 AMB POR FLORES EXCELENTE ESTADO -SUPER LUMINOSO COCINA Y BAÑO COMPLETO 2 DORMITORIOS CON PLACARES LIVING COMEDOR TERRAZA COMPARTIDA PARA COLGAR LA ROPA	https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--18585969	3	2	1	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	73	73	N/A	ARS 750.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 2.200	N/A	Vuelta De Obligado	1900	N/A	Alquiler	80 m² cubie. 2 dorm. 2 baños	?Departamento de 3 ambientes AMOBLADO ubicado sobre la calle Vuelta de Obligado? al 1900 y ?Pampa?. Living comedor con salida a balcón cocina dos? (2) dormitorios uno en suite con vestidor ? y otro baño completo. ?Superficie total 85 mts?. Edificio con Pileta, Gym y SUM. Posibilidad de Cochera. ?Valor del alquiler 2500 más gastos ?de expensas y abl?.	https://www.argenprop.com/departamento-en-alquiler-en-belgrano-c-3-ambientes--18105930	3	2	2	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	80	85	5	USD 2.200	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ARS 600.000	ARS 130.000	RIGLOS	700	7	Alquiler	A Estrenar 1 baño Monoam.	Departamento en alquiler en Caballito	https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--18592079	1	N/A	1	N/A	Excelente	N/A	Contrafrente	N/A	Corrido	0	N/A	Departamento	Alquiler	N/A	30	N/A	ARS 600.000	N/A	N/A	N/A	N/A	Excelente	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 950.000	ARS 110.000	Chacabuco	1100	7	Alquiler	52 m² cubie. 2 dorm. 50 años	Excelente departamento de tres ambientes ubicado en la calle Chacabuco al 1100, a metros de Avenida San Juan y cercano a avenidas Independencia, 9 de Julio y Paseo Colón. La unidad cuenta con amplio living/comedor, dos dormitorios con armarios empotrados, cocina, lavadero, balcón al frente y una cochera. Se encuentra en excelente estado de conservación y posee muy buena luz natural, además de contar con ventilación cruzada que permite las corrientes de aire	https://www.argenprop.com/departamento-en-alquiler-en-san-telmo-3-ambientes--18724367	3	2	1	N/A	Muy Bueno	50	Frente	E	Corrido	0	N/A	Departamento	Alquiler	52	56	4	ARS 950.000	N/A	N/A	N/A	N/A	Muy Bueno	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 500.000	ARS 210.169	BILLINGHURST	2100	PB	Alquiler	1 dorm. 50 años 1 baño	EXCELENTE UBICACION A 150 MTS DEL PARQUE LAS HERAS, DEPARTAMENTO DE 2 AMBIENTES EN EDIFICIO TORRE EN PLANTA BAJA CON MUY LINDA VISTA A JARDIN, EDIFICIO CON VIGILANCIA 24 HS, LIVING COMEDOR, DORMITORIO CON PLACARD , COCINA, LAVADERO INDEPENDIENTE, BAÑO COMPLETO Y PLACARD ADICIONAL EN PASILLO, MUY BUEN ESTADO, 2 EQUIPOS DE AIRE ACONDICIONADO. EL VALOR DE LAS EXPENSAS PUEDE SUFRIR VARIACION Y/O AJUSTE. PIDA VER LA ÚLTIMA EXPENSA VIGENTE. LAS MEDIDAS DE LOS AMBIENTES Y LA SUPERFICIE SON APROXIMADAS CON CARACTER ORIENTATIVO.- EL AUMENTO DEL ALQUILER ES SEMESTRAL POR IPC.	https://www.argenprop.com/departamento-en-alquiler-en-parque-las-heras-2-ambientes--18760864	2	1	1	N/A	Bueno	50	Lateral	SE	N/A	0	N/A	Departamento	Alquiler	N/A	37	N/A	ARS 500.000	N/A	N/A	N/A	N/A	Bueno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 1.100	ARS 215.000	Tres ambientes en Alquiler en Jean Jaures al al	900	N/A	Alquiler Temporal	50 m² cubie. 2 dorm. A Estrenar	Departamento de tres ambientes con vista a la plaza, muy luminoso, dormitorio principal mas un segundo dormitorio o escritorio, baño completo y toillette. Amoblado. Puede alquilarse anualmente o temporal. DRA. CLAUDIA VIDAL MATRICULA CUCICBA: 9204 MATRICULA CMCPSI: 7117	https://www.argenprop.com/departamento-en-alquiler-en-balvanera-3-ambientes--18789778	3	2	2	N/A	N/A	N/A	N/A	N/A	N/A	Sí	N/A	N/A	Alquiler	50	50	N/A	USD 1.100	N/A	N/A	N/A	N/A	N/A	0	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
USD 3.250	ARS 700.000	Avenida Del Libertador	8000	32	Alquiler	125 m² cubie. 2 dorm. 20 años	ESPECTACULAR TORRE CENTENNIAL. CON VIGILANCIA Y AMENITIES. PISO ALTO CON VISTA AL RIO. 3 AMBIENTES CON DEPENDENCIAS DE SERVICIO Y 2 COCHERAS. CATEGORIA. RECICLADO A NUEVO . Living comedor con salida al balcón (proteccion de balcon con red) Cocina semi integrada reciclada con espacio para lavavajilla Dependencia con baño o 3er dormitorio Dormitorio 2: 3 x 3.20 mts con placares Baño completo reciclado Dormitorio principal en suite con vestidor 3 x 3.20 mts Mucho lugar de guardado con puertas espejadas 3 equipos de Aire acondicionado Calefacción central individual con caldera mural Edificio con full amenities Gimnasio Pileta SUM Vigilancia Laundry Juegos de niños Las especificaciones y medidas son informativas y aproximadas.No se incluyen: mobiliarios, artefactos eléctricos, luminarias .Requisitos: garantía familiar en CABA y justificación de ingresos. saludos.Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas comisiones inmobiliarias y gastos de gestoría de informes.CONSULTE...	https://www.argenprop.com/departamento-en-alquiler-en-nunez-4-ambientes--14782472	4	2	3	N/A	Excelente	20	Frente	NE	Corrido	0	N/A	Semipiso	Alquiler	125	145	N/A	USD 3.250	N/A	34	2	N/A	Excelente	1	1	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	0
ARS 2.000.000	ARS 700.000	Av. Belgrano al 1800, Balvanera	N/A	N/A	Alquiler	239 m² cubie. 6 dorm. 70 años	Piso de 322m2totales en Balvanera Dpto. de gran tamaño en Balvanera Ideal oficinas, estudios, institutos. APTO PROFESIONAL y VIVIENDA 2do piso con ascensor / edificio de 3 plantas Se trata de un dpto. gran tamaño con balcón francés a la calle. 8 ambientes Sup.cubierta: 239m2 Sup.descubierta: 83m2 Cuenta con living-comedor de gran tamaño con 2 habitaciones con vista al frente 2do living-comedor o lugar para reuniones 6 cuartos, 2 de ellos con vista al frente, los restantes 4 todos de muy buen tamaño Cuarto adicional para lugar de guardado, despensa o lugar para herramientas 2 baños completos más 1 toilette Cocina completa Lavadero Parrilla Portero visor Pisos de parquet Muy luminoso! ABL Mensual: $ 110.000 Expensas: $ 700.000 AySA: $61.000 Ubicado en Av. Belgrano al 1800, 1 cuadra de Av. Entre Rios, cercanía al centro, muy buen acceso. * Ley 5859 Art.5: Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos que sean personas físicas. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato. * Ley 5115: No accesible para personas con discapacidades físicas * Horario de Atención de Lunes a Viernes de 10 a 18hs y Sábado de 10 a 13hs. * Se deja expresa constancia que el valor consignado de expensas o servicios queda sujeto a variación y/o ajustes. * Las medidas son orientativas, las reales surgirán del título de propiedad respectivo. * FOTOS DE CARáCTER NO CONTRACTUAL. CI Mariano Benacot CUCICBA Mat. 7444	https://www.argenprop.com/departamento-en-alquiler-en-balvanera-8-ambientes--18881424	8	6	2	N/A	N/A	70	Frente	N/A	N/A	0	N/A	N/A	Alquiler	239	322	83	ARS 2.000.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
ARS 450.000	ARS 111.800	Avenida Juan Bautista Alberdi	3100	N/A	Alquiler	28 m² cubie. 1 baño Monoam.	Monoambiente al frente. Dividido en sector living y sector dormitorio. Cocina incorporada con conexión para lavarropas. Baño completo. Aire Acondicionado Split. Balcón aterrazado. Muy buen estado.	https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--18908643	1	N/A	1	N/A	Muy Bueno	N/A	Frente	N	N/A	0	N/A	Departamento	Alquiler	28	34	6	ARS 450.000	N/A	N/A	N/A	N/A	Muy Bueno	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
USD 1.500	ARS 300.000	Arce	900	N/A	Alquiler Temporal	40 m² cubie. 1 dorm. 1 baño	Arce 975 Departamento 1 dormitorio con balcón terraza y parrilla Piso 8 último al frente Adorable y moderno departamento de un dormitorio, recientemente remodelado, con un espacio de trabajo integrado ideal para home office. Cuenta con living y cocina totalmente equipada, además de una parrilla propia en el balcón terraza, un verdadero plus para disfrutar al aire libre. Caldera individual y piso radiante Dos departamentos por piso Se alquila completamente amueblado y equipado con: Lavarropas Microondas Heladera Horno y cafetera eléctricos Cafetera, tostadora y jarra eléctrica Tabla de planchar y plancha Vajilla completa Ropa de cama y toallas Servicios no incluidos. Gastos aproximados: $300.000 (incluye agua). Contrato: 6 o 12 meses, con posibilidad de renovación. Justificación de ingreso Honorarios 20% o a convenir según la estadia Mes de depósito	https://www.argenprop.com/departamento-en-alquiler-temporal-en-las-canitas-2-ambientes--18662847	2	1	1	N/A	Excelente	N/A	Frente	N/A	N/A	0	N/A	Departamento	Alquiler Temporal	40	56	16	USD 1.500	N/A	8	2	N/A	Muy Bueno	0	1	1	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	1	0	1
ARS 520.000	N/A	Solis	600	2	Alquiler	31 m² cubie. 1 dorm. 45 años	Barrio emblemático de Bs As, con muchos lugares para visitar y recorrer, en el área cultural esparcimiento, y gastronómico. cuenta con varios medios de locomoción, de capital Federal y Provincia cerca, dando acceso a lugares de trabajo, City Bancaria, y microcentro. AVISO LEGAL: PARA LOS CASOS DE ALQUILER DE VIVIENDA, EL MONTO MAXIMO DE COMISION QUE SE LE PUEDE REQUERIR A LOS PROPIETARIOS SERÁ EL EQUIVALENTE ALCUATRO CON QUINCE SENTECIMOS PORCIENTO(4,15% )DEL VALOR TOTAL DEL RESPECTIVO CONTRATO. SE ENCUENTRA PROHIBIDO COBRAR A LOS INQUILINOS QUE SEAN PERSONAS FISICAS COMISIONES INMOBILIARIAS Y GASTOS DE GESTORIA DE INFORMES. LAS DESCRIPCIONES ARQUITECTONICAS Y FUNCIONALES, VALORES DE EXPENSAS, IMPUESTOS Y SERVICIOS, FOTOS Y MEDIDAS DE LOS INMUEBLES SON APROXIMADOS, PUEDEN NO ESTAR ACTUALIZADOS A LA HORA DE LA VISUALIZACION DE ESTE AVISOPOR LO CUAL PUEDEN ARROJAR INEXACTITUDES Y DISCORDANCIAS CON LAS QUE SURGEN DE LAS FACTURAS, TITULOS Y PLANOS LEGALES DEL INMUEBLE. EL INTERESADO DEBERA REALIZAR LAS VERIFICACIONES RESPECTIVAS PREVIAMENTE A LA REALIZACIÓN DE CUALQUIER OPERACION, REQUIRIENDO POR SI O SUS PROFESIONLES LAS COPIAS NECESARIAS DE LA DOCUMENTACIÓN QUE CORRESPONDA MATRICULA 2170 CUCCIBA	https://www.argenprop.com/departamento-en-alquiler-en-monserrat--18875513	N/A	1	1	N/A	Bueno	45	Frente	N/A	N/A	Sí	N/A	Departamento	Alquiler	31	31	N/A	ARS 520.000	N/A	20	N/A	N/A	Bueno	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARS 700.000	ARS 190.000	Neuquen	1700	5	Alquiler	50 m² cubie. 1 dorm. 1 baño	DEPARTAMENTO DE 2 AMB FRENTE LA PLAZA IRLANDA COCINA COMEDOR AMPLIO DORMITORIO CON PLACARD BAÑO COMPLETO BALCON A LA CALLE EXCELENTE ESTADO	https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--18930748	2	1	1	N/A	N/A	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	50	50	N/A	ARS 700.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARS 550.000	ARS 160.000	Jorge L Borges	2400	5	Alquiler	39 m² cubie. 1 dorm. 44 años	"Luminoso departamento de 2 ambientes lateral abierto, living comedor, dormitorio y cocina externos muy bien ventilados, pisos de parquet en sus dos ambientes, cocina con espacio para lavarropas, baño completo con bañera y placard ubicado en distribución central y pequeño balcón lateral en living comedor para ventilación y luz. Ubicado a 180 de jardín botánico y subte línea ""D"" estación Plaza Italia. Medida de los ambientes: Living comedor 4.00 x 3.30 Dormitorio 3.20 x 3.00 Cocina con espacio para lavarropas 2.50 x 1.70 Baño completo con bañera 2 x 1. LA UNIDAD FUNCIONA CON ELECTRICIDAD, NO CUENTA CON SUMINISTRO DE GAS REQUISITOS: Garantía preferentemente propietaria de CABA FAMILIAR DIRECTO, ingresos personales verificables, o con seguro de caucion Respaldar o Afianzar se ingresa con mes de adelanto y mes de depósito. Contrato x 1 año con incremento cada 3meses por IPC Visitar con personal de la firma."	https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--11402443	2	1	1	N/A	Bueno	39	Lateral	O	Frances	0	N/A	Departamento	Alquiler	39	39	N/A	ARS 550.000	N/A	9	3	N/A	Muy Bueno	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
ARS 650.000	ARS 90.000	Charlone	200	2	Alquiler	1 dorm. 45 años 1 baño	Chacarita es un barrio vibrante. Limita con Villa Crespo, Colegiales, Palermo y Agronomia. Es un barrio residencial y comercial. Conocido por su vida nocturna y bares. Cuenta con la estacion F.Lacroce. Av corrientes una de las principales arterias comerciales. Facil acceso al transporte publico, incluyendo subte (linea B) y tren linea Urquiza Aviso Legal: Para los casos de alquiler de vivienda el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente a el cuatro con quince centésimo por ciento (415%) del valor total del respectivo Contrato. Se encuentra prohibido cobrar a los inquilinos que sean personas físicas, comisiones inmobiliarias y gastos de gestoría de informes. con respecto a la descripciones arquitectónicas y funcionales ,valores de expensas ,impuestos y servicios fotos y medidas de los inmuebles son aproximados, pueden no estar actualizados a la hora de la visualización de este aviso, por lo cual pueden arrojar inexactitudes y discordancias con las que surgen de las facturas, títulos y planos legales del inmueble. El interesado deberá realizar las verificaciones respectivas previamente a la realización de cualquier operación requiriendo por sí o sus profesionales las copias necesarias de la documentación que corresponda, Matricula 2170 CUCCIBA	https://www.argenprop.com/departamento-en-alquiler-en-chacarita-2-ambientes--18966992	2	1	1	N/A	Muy Bueno	45	Lateral	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	31	N/A	ARS 650.000	N/A	N/A	N/A	N/A	Bueno	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARS 700.000	ARS 90.000	Avenida Juan De Garay	3200	3	Alquiler	40 m² cubie. 1 dorm. 8 años	2 AMBIENTES A NUEVO 43 METROS BALCON LUMINOSO LIVING AMPLIO BAÑO COMPLETO DORMITORIO DE 3,50 X 3 CON PLACARD COCINA INCORPORADA CON COCINA ELECTRICA ( CON HORNO) EDIFICIO CON SUM CON PARRILLAS Y SOLARIUM EXPENSAS INCLUYE AGUA Y ABL SOLO PAGA EDESUR CALDERA CENTRAL REQUISITOS GARANTIA PROPIETARIA O SEGURO DE CAUCION BANCARIA RECIBO DE SUELDO ( 5 AÑOS DE ANTIGUEDAD) INDEXACION TRIMESTRAL IPC	https://www.argenprop.com/departamento-en-alquiler-en-boedo-2-ambientes--18899449	2	1	1	N/A	Excelente	8	Contrafrente	NO	N/A	0	N/A	Departamento	Alquiler	40	43	3	ARS 700.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0
ARS 500.000	ARS 220.000	Sanabria	2800	1	Alquiler	29 m² cubie. 15 años 1 baño	Departamento de un ambiente al frente balcón corrido 4.33 x 1.33 El ambiente es de 6.25 x 4.62 total , baño de 2.12 x 1.53 El espacio de la cocina 2.34 x 1.75 El living con doble ventaneo al frente mide 4.51 x 4.61 Edificio de menos de 15 años de antigüedad Superficie cubierta 29 m2 Descubierta 6 m2 Total 35 m2 Maximo 2 personas. Requisitos 1 mes de deposito 1 mes de adelanto Garantia propietaria o seguro de caucion Gastos notariales incremento cada 4 meses x ipc	https://www.argenprop.com/departamento-en-alquiler-en-barrio-san-pedro-1-ambiente--19006425	1	N/A	1	N/A	Muy Bueno	15	Frente	N/A	Corrido	0	N/A	Departamento	Alquiler	29	35	6	ARS 500.000	N/A	N/A	N/A	N/A	Muy Bueno	0	1	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ARS 750.000	ARS 120.000	Martiniano Leguizamón	100	3	Alquiler	1 dorm. 1 baño 2 ambientes	Alquiler 2 Ambientes – Muy Luminoso Se alquila cómodo departamento de 2 ambientes, ideal para una persona o pareja. Cuenta con living-comedor con buena luz natural, cocina semi integrada con barra desayunadora, dormitorio con placard y baño completo. Ambientes bien distribuidos y funcionales. Ubicado en zona de fácil acceso a transporte y comercios. No se aceptan mascotas. Requisito excluyente: Seguro de Caución Premium. Para más información o coordinar una visita, consultar por mensaje privado	https://www.argenprop.com/departamento-en-alquiler-en-liniers-2-ambientes--19008135	2	1	1	N/A	N/A	N/A	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	45	N/A	ARS 750.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARS 1.300.000	ARS 260.000	Avenida Rivadavia	4000	N/A	Alquiler	3 dorm. 1 baño 3 ambientes	Excelente departamento de 3 ambientes con dependencia en Almagro. El departamento cuenta con un gran living-comedor con toilette, cocina semi-integrada reciclada con lavadero independiente y conexión de lavarropas. Tres habitaciones con placares empotrados. Pisos flotantes. Baño completo con bañadera. Excelente zona, diversidad de transportes y subte linea A a una cuadra (estación castro barros) Requisitos: Garantía de C.A.B.A. o seguro de caución. Justificación de ingresos. Mes adelantado. Mes de depósito. Carlos Mario Blum Corredor Inmobiliario Matrícula Nº 88 folio 344 libro 377 CUCICBA N° 0272	https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--19006035	3	3	1	1	N/A	N/A	N/A	N/A	N/A	0	N/A	Departamento	Alquiler	N/A	91	N/A	ARS 1.300.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
USD 1.000	ARS 427.000	Mercedes	3900	1	Alquiler	42 m² cubie. 1 dorm. A Estrenar	Alquiler a 50mts de Plaza Arenales - De categoría APTO PROFESIONAL Unidad 2 ambientes : Amplio living-comedor con cocina integrada, dormitorio, baño completo, con patio. Equipada con materiales de primera calidad: Pisos de porcelanato. Amoblamientos de cocina y placards de arquimadera. Artefactos de cocina marca Ariston de acero inoxidable. Griferia marca Ferrum - Roca. Split frio/calor. Cortinas roller. Aberturas adonizadas. PARA USO ÚNICAMENTE PROFESIONAL: Estudios de aquitectura, diseño, contables, juridicos, medicos, showrooms, etc. No se aceptan mascotas. EXCELENTE UBICACIÓN - Entre Nueva York y Asunción (corazón de Villa Devoto) JOR Bienes Raices	https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto-2-ambientes--16975371	2	1	1	N/A	N/A	N/A	Frente	N/A	N/A	Sí	N/A	Departamento	Alquiler	42	48	N/A	USD 1.000	N/A	N/A	N/A	N/A	N/A	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ARS 750.000	ARS 250.000	Rodriguez Peña	1700	2	Alquiler	35 m² cubie. 10 años 1 baño	Monoambiente en Piso 2 al Frente. Luminoso. Baño completo. AA frio/calor. Cocina eléctrica y Conexión para lavarropas. amenities . Gym ,Laundry,TOTEM. Ubicacion; A pocas cuadras de Plaza Francia. A 2 cuadras de Av. Alvear. My buen acceso a salidas a prinicipales puntos de la ciudad. Requisitos : 2 meses de deposito si el departamento esta amoblado. 1 mes de deposito si el departamento no tiene muebles. 1 mes de adelanto Garantía: Seguro de Caución . Certificados comerciales de todos los intervinientes en el contrato (inquilinos) Isabel De Marco Propiedades. Opera con agentes matriculados en C.U.C.I.C.B.A. 4745.	https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--19010448	1	N/A	1	N/A	Muy Bueno	10	Frente	N/A	N/A	0	N/A	Departamento	Alquiler	35	35	N/A	ARS 750.000	N/A	N/A	N/A	N/A	Muy Bueno	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
USD 1.200	N/A	Teodoro García	2500	7	Alquiler	50 m² cubie. 2 dorm. 40 años	Muy buen depto en excelente ubicación, amoblado, Living-comedor, 2 dormitorios, 1 baño completo, cocina, servicios individuales. Agua Caliente x calefón, AA frío calor- Pisos de madera PAQUETE u$s 1200 c/tope luz y gas Alquiler tradicional se comercializa en módulos, consultar formas y valores	https://www.argenprop.com/departamento-en-alquiler-en-colegiales-3-ambientes--19021932	3	2	1	N/A	Muy Bueno	40	Contrafrente	NO	Corrido	0	N/A	Departamento	Alquiler	50	58	8	USD 1.200	N/A	N/A	N/A	N/A	Muy Bueno	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ARS 1.300.000	ARS 364.000	Avenida Santa Fe	3500	N/A	Alquiler	95 m² cubie. 2 dorm. 45 años	Departamento luminoso con amplio living-comedor con salida a balcón corrido, pisos de parquet en excelente estado, termotanque a gas, espacio para lavadero, entrada de servicio. Incluye tres aires: 1 en living comedor y los otros 2 en las habitaciones, hall privado, 2 baños completos y un toilette. Panel de seguridad. Incluye cochera en edificio lindero. Requisitos: 1 mes de adelanto 1 mes de depósito Seguro de caución o Garantía Propietaria de CABA Ingresos comprobables Las medidas y metraje de la propiedad son aproximados ya que lo requiere la pagina para poder publicitar. Toda la documentación de la propiedad se encuentra a disposición del interesado quedando sujeto a la revisión de la misma antes de concretarse cualquier tipo de reserva u operación. El valor tanto de la propiedad como de las expensas puede ser modificado sin aviso previo. CUCICBA 4788	https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--18636855	3	2	1	2	Excelente	45	Frente	N/A	N/A	Sí	N/A	Departamento	Alquiler	95	95	N/A	ARS 1.300.000	N/A	N/A	2	N/A	N/A	1	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
ARS 1.300.000	ARS 364.000	Avenida santa fe	3500	N/A	Alquiler	95 m² cubie. 2 dorm. 45 años	Departamento luminoso con amplio living-comedor con salida a balcón corrido, pisos de parquet en excelente estado, termotanque a gas, espacio para lavadero, entrada de servicio. Incluye tres aires: 1 en living comedor y los otros 2 en las habitaciones, hall privado, 2 baños completos y un toilette. Panel de seguridad. Incluye cochera en edificio lindero. Requisitos Alquiler de vivienda: 1 mes de adelanto 1 mes de depósito Seguro de caución o Garantía propietaria de CABA Ingresos comprobables Las medidas y metraje de la propiedad son aproximados ya que lo requiere la pagina para poder publicitar. Toda la documentación de la propiedad se encuentra a disposición del interesado quedando sujeto a la revisión de la misma antes de concretarse cualquier tipo de reserva u operación. El valor tanto de la propiedad como de las expensas puede ser modificado sin aviso previo. CUCICBA 4788	https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--18657121	4	2	1	2	Muy Bueno	45	Frente	N/A	N/A	Sí	N/A	Departamento	Alquiler	95	95	N/A	ARS 1.300.000	N/A	N/A	N/A	N/A	N/A	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
