Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antiguedad_Edificio,Estado_Edificio,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado
163.000 USD,255.434.5 ARS,SANTA FE AV.,4400,N/A,https://www.remax.com.ar/listings/depto-en-venta-3-amb-palermo,3,3,2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,71.04,71.04,N/A,N/A,255.434.5,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
130.000 USD,100.000 ARS,MAURE,3800,N/A,https://www.remax.com.ar/listings/venta-depto-2-amb-en-chacarita-apto-credito,2,1,1,N/A,N/A,N/A,contrafrente,N/A,N/A,N/A,sí,N/A,N/A,34.39,38.37,3.98,N/A,100.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
55.900 USD,120.000 ARS,CORRIENTES AV.,700,N/A,https://www.remax.com.ar/listings/venta-departamento-microcentro,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26,26,N/A,N/A,120.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
44.000 USD,100.000 ARS,Calle Doctor Juan Felipe Aranguren,1200,N/A,https://www.remax.com.ar/listings/venta-dos-cocheras-cubiertas-caballito,N/A,N/A,N/A,N/A,"impecable, lista para usar.",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22,22,N/A,N/A,100.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
129.000 USD,350.000 ARS,CORRIENTES AV.,4800,N/A,https://www.remax.com.ar/listings/venta-dpto-2-amb-con-terraza-propia-villa-crespo,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,43,91,N/A,N/A,350.000,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
70.000 USD,95.000 ARS,Federico García Lorca,100,N/A,https://www.remax.com.ar/listings/venta-2-ambientes-caballito-1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.07,42.07,N/A,N/A,95.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
350.000 USD,350.000 ARS,Coronel Niceto Vega,5100,N/A,https://www.remax.com.ar/listings/venta-dpto-4-amb-palermo-soho-amenities-y-cochera,4,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,99.24,140.24,N/A,N/A,350.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0
55.000 USD,35.000 ARS,MAZA,100,N/A,https://www.remax.com.ar/listings/venta-local-almagro,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,20.06,20.06,N/A,N/A,35.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
87.200 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/venta-monoambiente-a-estrenar-en-villa-del-parque,1,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.49,29.15,2.66,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
119.850 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/venta-2-ambientes-en-villa-del-parque,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,30.31,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
195.500 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/venta-3-ambientes-en-villa-del-parque-3,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.1,75.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
77.000 USD,31.500 ARS,VENECIA,1400,N/A,https://www.remax.com.ar/listings/venta-ph-3-amb-c-dependencia-monserrat,4,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,80.23,80.23,N/A,N/A,31.500,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
192.000 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/venta-3-ambientes-en-villa-del-parque-2,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.82,75.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
156.000 USD,250.000 ARS,SAN LUIS,200,N/A,https://www.remax.com.ar/listings/venta-departamento-3-ambientes-en-suite-balcon,3,2,2,N/A,N/A,N/A,frente,sureste,N/A,N/A,o,N/A,N/A,62.38,66.6,4.22,N/A,250.000,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
105.100 USD,N/A,BERNALDES,1800,N/A,https://www.remax.com.ar/listings/venta-depto-2-amb-c-balcon-monte-castro-financiac,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45,53,8,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
129.000 USD,275.000 ARS,Juan B. Ambrosetti,200,N/A,https://www.remax.com.ar/listings/venta-local-en-zona-muy-comercial-de-caballito,N/A,N/A,2,N/A,N/A,N/A,frente,oeste,N/A,sí,sí,N/A,N/A,58,58,N/A,N/A,275.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
92.000 USD,150.000 ARS,SAN LUIS,200,N/A,https://www.remax.com.ar/listings/venta-departamento-2-ambientes-torre-amenities,2,1,1,N/A,N/A,N/A,contrafrente,norte,N/A,N/A,o,N/A,N/A,45.8,51.24,5.44,N/A,150.000,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
86.000 USD,150.000 ARS,SAN LUIS,200,N/A,https://www.remax.com.ar/listings/venta-monoambiente-a-estrenar-con-balcon-2,1,N/A,1,N/A,N/A,N/A,contrafrente,norte,N/A,N/A,o,N/A,N/A,39.2,43.57,4.37,N/A,150.000,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
188.350 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/venta-3-ambientes-en-villa-del-parque-1,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.82,75.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
88.700 USD,74.168 ARS,Doctor Tomás Manuel de Anchorena,0,N/A,https://www.remax.com.ar/listings/ph-3-ambientes-en-balvanera,3,3,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,52.9,69.1,N/A,N/A,74.168,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
225.000 USD,403.000 ARS,HIDALGO,300,N/A,https://www.remax.com.ar/listings/venta-departamento-3-amb-y-dep-cochera-caballito,4,3,2,N/A,N/A,N/A,frente,N/A,N/A,N/A,sí,N/A,N/A,78.19,"90,37",3,N/A,403.000,N/A,N/A,N/A,N/A,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
34.900 USD,70.000 ARS,CAFAYATE,5200,N/A,https://www.remax.com.ar/listings/venta-departamento-3-amb-lugano-con-balcon,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50,52,2,N/A,70.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
90.000 USD,130.000 ARS,HORTIGUERA,100,N/A,https://www.remax.com.ar/listings/venta-caballito-departamento-3-amb-apto-credito,3,2,1,N/A,N/A,N/A,contrafrente,este,N/A,N/A,sí,N/A,N/A,50.17,50.17,N/A,N/A,130.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
138.000 USD,300.000 ARS,CHARCAS,4900,N/A,https://www.remax.com.ar/listings/amplio-monoambiente-totalmente-amoblado-en-palermo,1,1,1,N/A,N/A,N/A,contrafrente,noreste,N/A,sí,sí,N/A,N/A,35.6,39.02,3.42,N/A,300.000,N/A,N/A,N/A,N/A,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0
295.000 USD,380.000 ARS,SANTA FE AV.,3300,N/A,https://www.remax.com.ar/listings/3-amb-con-balcon-cochera-y-baulera-en-palermo,3,2,2,1,N/A,N/A,contrafrente,N/A,N/A,N/A,N/A,N/A,N/A,78.44,89.26,10.82,N/A,380.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
64.900 USD,187.000 ARS,Teniente General Juan Domingo Perón,1100,N/A,https://www.remax.com.ar/listings/venta-dpto-2-ambientes-luminoso-en-san-nicolas,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.28,36.28,N/A,N/A,187.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
68.000 USD,90.000 ARS,CUENCA,2000,N/A,https://www.remax.com.ar/listings/venta-villa-del-parque-monoambiente-con-patio,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,31,35,N/A,N/A,90.000,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
79.900 USD,130.000 ARS,José A. Cabrera,4100,N/A,https://www.remax.com.ar/listings/monoambiente-amoblado-c-amenities-en-palermo-1,1,1,1,N/A,N/A,N/A,interno,noroeste,N/A,N/A,N/A,N/A,N/A,19.08,25.26,6.18,N/A,130.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
89.900 USD,175.000 ARS,NAZCA,1700,N/A,https://www.remax.com.ar/listings/venta-departamento-3-amb-reciclado-v-santa-rita,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,47.5,47.5,N/A,N/A,175.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
99.900 USD,110.000 ARS,HUMBOLDT,2400,N/A,https://www.remax.com.ar/listings/venta-depto-2-ambientes-en-palermo,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40,40,N/A,N/A,110.000,N/A,N/A,N/A,N/A,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
329.000 USD,330.000 ARS,AUSTRIA,2100,N/A,https://www.remax.com.ar/listings/venta-departamento-3-amb-con-dependencia-recoleta-2,3,2,3,1,N/A,N/A,frente,este,N/A,sí,sí,N/A,N/A,95.11,102.92,4.95,N/A,330.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
118.000 USD,135.000 ARS,ESPINOSA,100,N/A,https://www.remax.com.ar/listings/depto-3-ambientes-en-venta-en-caballito-con-balcon,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,59,63,2,N/A,135.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
184.019 USD,N/A,ARGERICH,2300,N/A,https://www.remax.com.ar/listings/venta-3-ambientes-en-villa-del-parque,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,63.82,75.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
45.000 USD,98.000 ARS,CORRIENTES AV.,1600,N/A,https://www.remax.com.ar/listings/departamento-monoambiente-venta-san-nicolas-caba-1,1,N/A,1,N/A,N/A,N/A,lateral,N/A,N/A,N/A,N/A,N/A,N/A,20,20,N/A,N/A,98.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
145.000 USD,N/A,VIDAL,3700,N/A,https://www.remax.com.ar/listings/venta-tres-ambientes-con-balcon-cochera-saavedra,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48.85,52.84,0.95,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
500.000 USD,N/A,Carlos López Buchardo,5600,N/A,https://www.remax.com.ar/listings/venta-casa-barrio-parque-saavedra-1,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sujeto,N/A,N/A,146,302.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
114.999 USD,200.000 ARS,Avenida Juan Bautista Justo,2300,N/A,https://www.remax.com.ar/listings/venta-departamento-2-ambientes-en-villa-crespo-1,2,1,1,N/A,N/A,N/A,frente,norte,N/A,N/A,sí,N/A,N/A,45,51,6,N/A,200.000,N/A,N/A,N/A,N/A,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
14.000 USD,N/A,MONROE,2500,N/A,https://www.remax.com.ar/listings/venta-cochera-en-belgrano-fija-y-cubierta,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.92,7.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
19.000 USD,173.000 ARS,ESMERALDA,1000,N/A,https://www.remax.com.ar/listings/venta-cochera-n-9-con-seguridad-24-hs-en-retiro,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,14,14,N/A,N/A,173.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
85.000 USD,104.000 ARS,RIVADAVIA,6100,N/A,https://www.remax.com.ar/listings/venta-monoambiente-con-balcon-apto-prof-caballito,1,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,32.39,35.19,2.8,N/A,104.000,N/A,N/A,N/A,N/A,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
140.000 USD,N/A,GUEVARA,1400,N/A,https://www.remax.com.ar/listings/ph-5-ambientes-sin-expensas-patio-y-terraza-apto-c,5,4,1,N/A,N/A,N/A,lateral,sureste,N/A,sí,N/A,N/A,N/A,92,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
320.000 USD,N/A,CAMARONES,1800,N/A,https://www.remax.com.ar/listings/venta-lote-villa-general-mitre-1055m2-vendibles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,N/A,337.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150.000 USD,122.000 ARS,SAN PEDRITO,200,N/A,https://www.remax.com.ar/listings/venta-depto-3-ambientes-semipiso-flores,3,2,1,1,N/A,N/A,contrafrente,este,N/A,N/A,sí,N/A,N/A,74.35,80.64,6.29,N/A,122.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
140.000 USD,N/A,GUEVARA,1400,N/A,https://www.remax.com.ar/listings/ph-5-ambientes-sin-expensas-patio-y-terraza-apto-c,5,4,1,N/A,N/A,N/A,lateral,sureste,N/A,sí,N/A,N/A,N/A,92,118,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
320.000 USD,N/A,CAMARONES,1800,N/A,https://www.remax.com.ar/listings/venta-lote-villa-general-mitre-1055m2-vendibles,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,N/A,337.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
150.000 USD,122.000 ARS,SAN PEDRITO,200,N/A,https://www.remax.com.ar/listings/venta-depto-3-ambientes-semipiso-flores,3,2,1,1,N/A,N/A,contrafrente,este,N/A,N/A,sí,N/A,N/A,74.35,80.64,6.29,N/A,122.000,N/A,N/A,N/A,N/A,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
510.000 USD,N/A,CONVENCION,1900,N/A,https://www.remax.com.ar/listings/venta-lote-palermo-hollywood,7,4,3,N/A,N/A,N/A,frente,N/A,N/A,N/A,N/A,N/A,N/A,232,209,10,N/A,N/A,N/A,N/A,N/A,N/A,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
110.000 USD,180.000 ARS,ESTADOS UNIDOS,200,N/A,https://www.remax.com.ar/listings/ph-3-ambientes-en-venta-en-san-telmo-en-loft,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55,73,8,N/A,180.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
94.000 USD,128.100 ARS,Av. Luis María Campos,100,N/A,https://www.remax.com.ar/listings/venta-1-ambiente-en-av-luis-maria-campos-pileta,1,N/A,1,N/A,N/A,N/A,contrafrente,suroeste,N/A,N/A,N/A,N/A,N/A,28.93,31.95,3.02,N/A,128.100,N/A,N/A,N/A,N/A,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
315.000 USD,N/A,GARCIA DE COSSIO,7100,N/A,https://www.remax.com.ar/listings/venta-casa-4-amb-2-coch-patio,5,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,185,219,34,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0
64.000 USD,113.400 ARS,Calle Doctor Juan Felipe Aranguren,2300,N/A,https://www.remax.com.ar/listings/venta-monoambiente-flores,1,N/A,1,N/A,N/A,N/A,N/A,este,N/A,sí,N/A,N/A,N/A,30,33,3,N/A,113.400,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
170.000 USD,N/A,LASCANO,5700,N/A,https://www.remax.com.ar/listings/venta-ph-3-ambientes-con-quincho-terraza-parrilla,3,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,74,102,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
49.900 USD,150.000 ARS,DE MAYO AV.,1300,N/A,https://www.remax.com.ar/listings/venta-monoambiente-monserrat-apto-credito,1,N/A,1,N/A,N/A,N/A,frente,noroeste,N/A,sí,sí,N/A,N/A,21,21,N/A,N/A,150.000,N/A,N/A,N/A,N/A,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
60.000 USD,80.000 ARS,INCLAN,4200,N/A,https://www.remax.com.ar/listings/oportunidad-dpto-3-ambientes-muy-luminoso,3,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44,44,N/A,N/A,80.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
90.000 USD,220.000 ARS,Franklin Delano Roosevelt,2500,N/A,https://www.remax.com.ar/listings/venta-monoambiente-belgrano-con-vista-pulmon-verde,1,N/A,1,N/A,N/A,N/A,N/A,noroeste,N/A,N/A,sí,N/A,N/A,38.59,40.9,N/A,N/A,220.000,N/A,N/A,N/A,N/A,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
89.900 USD,119.000 ARS,ZAPIOLA,2100,N/A,https://www.remax.com.ar/listings/venta-dos-ambientes-en-belgrano-r-tranquidad-1,2,1,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.94,42.94,N/A,N/A,119.000,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
260.000 USD,N/A,Avenida Francisco Beiró,4000,N/A,https://www.remax.com.ar/listings/venta-departamento-3-ambientes-estrenar-devoto,3,2,2,N/A,N/A,N/A,N/A,N/A,N/A,sí,N/A,N/A,N/A,75,81,6,N/A,N/A,N/A,N/A,N/A,N/A,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
N/A,1 ARS,GODOY CRUZ,2100,N/A,https://www.remax.com.ar/listings/venta-sens-luxury-homes-triplex-5-ambientes,5,3,4,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,222.8,367.64,144.84,N/A,1,N/A,N/A,N/A,N/A,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
119.000 USD,210.000 ARS,OTAMENDI,100,N/A,https://www.remax.com.ar/listings/departamento-3-amb-muy-luminoso-contrafrente,3,2,1,N/A,N/A,N/A,contrafrente,noreste,N/A,N/A,N/A,N/A,N/A,53,58,N/A,N/A,210.000,N/A,N/A,N/A,N/A,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
N/A,1 ARS,GODOY CRUZ,2100,N/A,https://www.remax.com.ar/listings/venta-sens-luxury-homes-palermo-3-ambientes,3,2,2,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,95.5,116.65,21.15,N/A,1,N/A,N/A,N/A,N/A,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
295.000 USD,N/A,Doctor Enrique Finochietto,1200,N/A,https://www.remax.com.ar/listings/venta-terreno-edificio-hotel-a-refaccionar,N/A,N/A,N/A,N/A,a refaccionar,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,600,600,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
