Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio,calle_norm,Altura_num,Comuna,Barrio,lat,lon,altura_ok,geo_score,geo_method,geo_ok,Distancia_subte_km,Distancia_parque_km,Tasa_delitos_comuna,Zona_riesgo,Tipologia,A_estrenar,Indice_amenities,Renta_largo_mensual_USD,Renta_m2_USD,banda_sup,Liquidez_oferta_comuna
910.000 ARS,25000.0,Jorge Luis Borges,2400.0,https://www.remax.com.ar/listings/alquiler-monoambiente-divisible-c-cochera-palermo,1.0,0.0,1,35.0,No informado,No informado,0,0,Departamento,34.35,39.25,4.9,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(35.0, 42.0]",ARS,910000.0,614.3667296786389,910000.0,1481.2,2026-05-13T14:00:00.000Z,0.2857142857142857,JORGE LUIS BORGES,2400.0,14.0,Palermo,-34.58327292138937,-58.42250215666491,True,100.0,exacto,True,0.1592325303660477,0.9781373062276012,0.3173293561387364,bajo,monoamb,0,2,614.3667296786389,17.885494313788612,<35,0.0020354411558041806
1.450.000 ARS,100000.0,JUNCAL,1200.0,https://www.remax.com.ar/listings/departamento-alquiler-3-ambientes-recoleta-piso,3.0,2.0,1,35.0,Frente,No informado,0,0,Departamento,160.74,160.74,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(76.0, 900.0]",ARS,1450000.0,978.9359978395896,1450000.0,1481.2,2026-05-13T14:00:00.000Z,0.2068965517241379,JUNCAL,1200.0,1.0,Retiro,-34.592829575506435,-58.38364354538087,True,100.0,exacto,True,0.6306850462984611,2.8858771307840816,1.3599759089981835,alto,3A,0,2,978.9359978395896,6.090182890628279,>100,0.0018408245339653984
1.900.000 ARS,100000.0,DE LOS INCAS AV.,4200.0,https://www.remax.com.ar/listings/departamento-3-ambiente-alquiler-v-ortuzar-cochera,3.0,2.0,1,35.0,Frente,Sudeste,0,0,Departamento,69.9,79.6,9.7,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,remax,False,"(76.0, 900.0]",ARS,1900000.0,1282.7437213070482,1900000.0,1481.2,2026-05-13T14:00:00.000Z,0.1052631578947368,DE LOS INCAS AVENIDA,4200.0,15.0,Villa Ortuzar,-34.57902435632208,-58.47029766082193,True,100.0,exacto,True,0.18780263823038085,0.618951115177614,0.3560200247570848,bajo,3A,0,3,1282.7437213070482,18.35112619895634,55-75,0.00169246442538368
600.000 ARS,65000.0,Virrey Olaguer y Feliú,2600.0,https://www.remax.com.ar/listings/alquiler-monoambiente-en-colegiales-con-balcon,1.0,0.0,1,35.0,Contrafrente,No informado,0,0,Departamento,29.0,33.0,4.0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,600000.0,405.0769646232784,600000.0,1481.2,2026-05-13T14:00:00.000Z,0.3666666666666666,VIRREY OLAGUER Y FELIU,2600.0,13.0,Colegiales,-34.568042494329035,-58.45299744126702,True,100.0,exacto,True,0.552270975321108,1.4166481882462205,0.32421076293276735,bajo,monoamb,0,3,405.0769646232784,13.968171193906151,<35,0.0018112574622510603
1.000.000 ARS,20000.0,MALABIA,1200.0,https://www.remax.com.ar/listings/ph-en-palermo-sin-expensas,2.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,51.0,65.0,14.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(52.274, 76.0]",ARS,1000000.0,675.1282743721307,1000000.0,1481.2,2026-05-13T14:00:00.000Z,0.208,MALABIA,1200.0,15.0,Villa Crespo,-34.5938221946251,-58.43165810770399,True,100.0,exacto,True,0.8071865167187033,1.4573090941176625,0.3560200247570848,bajo,2A,0,1,675.1282743721307,13.237809301414327,35-55,0.00169246442538368
900.000 ARS,7633.0,Crisologo Larralde,4000.0,https://www.remax.com.ar/listings/ph-con-2-dormitorios-y-patio-propio-en-planta-baja,3.0,2.0,1,35.0,No informado,No informado,0,0,Departamento,41.1,51.1,10.0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(42.0, 52.274]",ARS,900000.0,607.6154469349176,900000.0,1481.2,2026-05-13T14:00:00.000Z,0.0722222222222222,CRISOLOGO LARRALDE,4000.0,13.0,Nuñez,-34.54656499768513,-58.463536257894276,False,100.0,exacto_altura_fuera,True,2.4339957348434043,3.384484265981683,0.32421076293276735,bajo,3A,0,1,607.6154469349176,14.783830825667094,35-55,0.0018112574622510603
750.000 ARS,25000.0,RAWSON,300.0,https://www.remax.com.ar/listings/alquiler-monoambiente-amueblado-hospital-italiano,1.0,0.0,1,35.0,Frente,No informado,0,0,Departamento,37.0,39.0,2.0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,remax,False,"(35.0, 42.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.24,RAWSON,300.0,5.0,Almagro,-34.60949079255134,-58.42614472771519,True,100.0,exacto,True,0.9908503880462453,0.6655182489735256,0.7262366972989581,alto,monoamb,0,5,506.346205779098,13.68503258862427,35-55,0.0013072260551381246
850.000 ARS,7633.0,SANCHEZ DE BUSTAMANTE,1100.0,https://www.remax.com.ar/listings/departamento-2-amb-alquiler-c-cochera-en-recoleta,2.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,45.85,49.15,3.299999999999997,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,remax,False,"(42.0, 52.274]",ARS,850000.0,573.8590332163111,850000.0,1481.2,2026-05-13T14:00:00.000Z,0.3647058823529411,SANCHEZ DE BUSTAMANTE,1100.0,5.0,Almagro,-34.5985650455541,-58.41339958795011,True,100.0,exacto,True,0.18537260022266602,1.9948491597477342,0.7262366972989581,alto,2A,0,4,573.8590332163111,12.516009448556403,35-55,0.0013072260551381246
650.000 ARS,65000.0,ARENALES,800.0,https://www.remax.com.ar/listings/2-ambientes-impecable-en-ubicacion-estrategica,2.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,35.0,35.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.6738461538461539,ARENALES,800.0,1.0,Retiro,-34.59410467337533,-58.378079273546604,True,100.0,exacto,True,0.40251810778779096,2.421180300805765,1.3599759089981835,alto,2A,0,3,438.83337834188495,12.538096524053856,<35,0.0018408245339653984
600.000 ARS,65000.0,ELCANO,3600.0,https://www.remax.com.ar/listings/monoambiente-en-alquiler-con-balcon-al-frente,1.0,0.0,1,35.0,No informado,No informado,0,0,Departamento,30.0,30.0,0.0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,600000.0,405.0769646232784,600000.0,1481.2,2026-05-13T14:00:00.000Z,0.3,ELCANO,3600.0,13.0,Belgrano,-34.56776595480454,-58.4574984359224,False,100.0,exacto_altura_fuera,True,0.2646851351561542,1.1868569912653577,0.32421076293276735,bajo,monoamb,0,2,405.0769646232784,13.502565487442613,<35,0.0018112574622510603
890.000 ARS,20000.0,Virrey Liniers,2200.0,https://www.remax.com.ar/listings/ph-3-ambientes-a-estrenar-con-patio-bajas-expensas-1,3.0,2.0,1,35.0,No informado,No informado,0,0,Departamento,65.0,71.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(52.274, 76.0]",ARS,890000.0,600.8641641911963,890000.0,1481.2,2026-05-13T14:00:00.000Z,0.0730337078651685,VIRREY LINIERS,2200.0,5.0,Boedo,-34.63561549710709,-58.41229163103508,True,100.0,exacto,True,0.8939342051302498,0.9865267744931623,0.7262366972989581,alto,3A,0,1,600.8641641911963,9.244064064479943,55-75,0.0013072260551381246
600.000 ARS,7633.0,INCLAN,4200.0,https://www.remax.com.ar/listings/alquiler-dpto-3-ambientes-muy-luminoso,3.0,2.0,1,35.0,No informado,No informado,0,0,Departamento,44.0,44.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(42.0, 52.274]",ARS,600000.0,405.0769646232784,600000.0,1481.2,2026-05-13T14:00:00.000Z,0.2908333333333333,INCLAN,4200.0,5.0,Boedo,-34.63338238581785,-58.42195238627671,True,100.0,exacto,True,0.5999235583849603,1.7873662776382397,0.7262366972989581,alto,3A,0,1,405.0769646232784,9.206294650529054,35-55,0.0013072260551381246
750.000 ARS,65000.0,CORDOBA,2500.0,https://www.remax.com.ar/listings/alquiler-2-ambientes-zona-facultades-hospitales,2.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,33.81,33.81,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,remax,False,"(0.999, 35.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.1733333333333333,CORDOBA,2500.0,15.0,Chacarita,-34.581886548570715,-58.45120916754777,False,100.0,exacto_altura_fuera,True,0.9639937082319677,0.463089147821925,0.3560200247570848,bajo,2A,0,1,506.346205779098,14.976226139576989,<35,0.00169246442538368
550.000 ARS,65000.0,Marcelo Torcuato de Alvear,600.0,https://www.remax.com.ar/listings/alquiler-monoambiente-retiro,1.0,0.0,1,35.0,No informado,No informado,0,0,Departamento,24.92,24.92,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,550000.0,371.3205509046719,550000.0,1481.2,2026-05-13T14:00:00.000Z,0.2,MARCELO TORCUATO DE ALVEAR,600.0,1.0,Retiro,-34.59624448691015,-58.37486959706364,True,,recovery,True,0.4318589524199011,2.0473558257672106,1.3599759089981835,alto,monoamb,0,1,371.3205509046719,14.900503647860027,<35,0.0018408245339653984
1.500.000 ARS,100000.0,YERBAL,5100.0,https://www.remax.com.ar/listings/villa-luro-alquiler-casa-4-amb-excelente-ubicacion,4.0,3.0,1,35.0,No informado,No informado,0,0,Departamento,105.0,168.0,63.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(76.0, 900.0]",ARS,1500000.0,1012.692411558196,1500000.0,1481.2,2026-05-13T14:00:00.000Z,0.2466666666666666,YERBAL,5100.0,10.0,Villa Luro,-34.636231039793365,-58.497462226310574,True,100.0,exacto,True,3.503297145727689,1.2319013655578326,0.48186384936936066,medio,4+A,0,1,1012.692411558196,9.64468963388758,>100,0.0007950753514594451
550.000 ARS,65000.0,Francisco Acuña de Figueroa,400.0,https://www.remax.com.ar/listings/alquiler-2amb-almagro,2.0,1.0,1,35.0,Lateral,Norte,0,0,Departamento,34.2,34.2,0.0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,550000.0,371.3205509046719,550000.0,1481.2,2026-05-13T14:00:00.000Z,0.1595454545454545,FRANCISCO ACUNA DE FIGUEROA,400.0,5.0,Almagro,-34.60663449587826,-58.42286154107008,True,100.0,exacto,True,0.5537025731737457,0.9009107338438646,0.7262366972989581,alto,2A,0,2,371.3205509046719,10.857326049844207,<35,0.0013072260551381246
1.350 USD,20000.0,JURAMENTO,2800.0,https://www.remax.com.ar/listings/alquiler-depto-4amb-c-balcon-al-fte-belgrano-1,4.0,3.0,1,35.0,Frente,No informado,0,0,Departamento,60.0,68.0,8.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,True,"(52.274, 76.0]",USD,1350.0,1350.0,1999620.0,1481.2,2026-05-13T14:00:00.000Z,0.150028505416029,JURAMENTO,2800.0,13.0,Belgrano,-34.5510234162455,-58.43817914589164,False,100.0,exacto_altura_fuera,True,2.655153245579099,2.2390834058622233,0.32421076293276735,bajo,4+A,0,2,1350.0,22.5,55-75,0.0018112574622510603
700.000 ARS,20000.0,LAVALLE,400.0,https://www.remax.com.ar/listings/alquiler-oficina-con-balcon-terraza-refaccionada-1,3.0,2.0,1,35.0,No informado,No informado,0,0,Departamento,73.1,73.1,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,remax,True,"(52.274, 76.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.5714285714285714,LAVALLE,400.0,1.0,San Nicolas,-34.60199082969031,-58.37185366532172,True,100.0,exacto,True,0.7380737946256488,1.4035939811757114,1.3599759089981835,alto,3A,0,1,472.5897920604915,6.464976635574439,55-75,0.0018408245339653984
550.000 ARS,65000.0,Ramón Falcón,2100.0,https://www.remax.com.ar/listings/alquiler-monoambiente-c-balcon-flores-apto-prof,1.0,0.0,1,35.0,No informado,No informado,0,0,Departamento,30.0,33.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,550000.0,371.3205509046719,550000.0,1481.2,2026-05-13T14:00:00.000Z,0.1963636363636363,RAMON FALCON,2100.0,,,,,False,,sin_match,False,,,,,monoamb,0,1,371.3205509046719,12.377351696822396,<35,
1.000.000 ARS,20000.0,CHARCAS,4700.0,https://www.remax.com.ar/listings/alquiler-2-amb-piso-alto-todo-luz-y-sol-impecable,2.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,42.59,61.48,18.889999999999997,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,remax,False,"(52.274, 76.0]",ARS,1000000.0,675.1282743721307,1000000.0,1481.2,2026-05-13T14:00:00.000Z,0.217,CHARCAS,4700.0,14.0,Palermo,-34.58165544075719,-58.42583815273346,True,100.0,exacto,True,0.21968824614536028,1.0252902569457059,0.3173293561387364,bajo,2A,0,1,675.1282743721307,15.8518026384628,35-55,0.0020354411558041806
800.000 ARS,20000.0,YATAY,100.0,https://www.remax.com.ar/listings/alquiler-2-amb-balcon-torre-vista-abierta-almagro,2.0,1.0,1,35.0,Contrafrente,Norte,0,0,Departamento,46.0,57.0,11.0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,remax,False,"(52.274, 76.0]",ARS,800000.0,540.1026194977045,800000.0,1481.2,2026-05-13T14:00:00.000Z,0.21125,YATAY,100.0,5.0,Almagro,-34.613823442607774,-58.42794593716823,True,100.0,exacto,True,1.2422515548991193,0.8842877431841417,0.7262366972989581,alto,2A,0,2,540.1026194977045,11.741361293428358,35-55,0.0013072260551381246
1.300.000 ARS,20000.0,ZAPIOLA,1900.0,https://www.remax.com.ar/listings/depto-3-amb-c-bcon-al-fte-en-alquiler-en-belgrano,3.0,2.0,1,35.0,No informado,Noroeste,0,0,Departamento,69.0,75.0,6.0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(52.274, 76.0]",ARS,1300000.0,877.6667566837699,1300000.0,1481.2,2026-05-13T14:00:00.000Z,0.173076923076923,ZAPIOLA,1900.0,13.0,Belgrano,-34.56853809677056,-58.461156189130214,True,100.0,exacto,True,0.24221069902526554,0.9762822744597653,0.32421076293276735,bajo,3A,0,1,877.6667566837699,12.719808067880724,55-75,0.0018112574622510603
400.000 ARS,65000.0,BRASIL,0.0,https://www.remax.com.ar/listings/alquiler-monoambiente-san-telmo-vista-abierta,1.0,0.0,1,35.0,No informado,No informado,0,0,Departamento,22.39,22.39,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,400000.0,270.05130974885225,400000.0,1481.2,2026-05-13T14:00:00.000Z,0.391,BRASIL,0.0,1.0,Constitucion,-34.62728092594505,-58.38111282576759,True,100.0,exacto,True,0.07205648486767936,0.7010459459342124,1.3599759089981835,alto,monoamb,0,2,270.05130974885225,12.061246527416356,<35,0.0018408245339653984
1.700 USD,100000.0,AMENABAR,1500.0,https://www.remax.com.ar/listings/alquiler-depto-duplex-belgrano-torre-piso-alto,3.0,2.0,1,35.0,No informado,No informado,0,0,Departamento,86.0,181.0,95.0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,remax,False,"(76.0, 900.0]",USD,1700.0,1700.0,2518040.0,1481.2,2026-05-13T14:00:00.000Z,0.2581372813775794,AMENABAR,1500.0,13.0,Colegiales,-34.56867383018199,-58.45282403042509,True,100.0,exacto,True,0.4817265189233291,1.3799305356430467,0.32421076293276735,bajo,3A,0,5,1700.0,19.767441860465116,75-100,0.0018112574622510603
700 USD,7633.0,BLANCO ENCALADA,4800.0,https://www.remax.com.ar/listings/alquiler-de-dto-2-amb-apto-prof-c-pileta-y-gym-1,2.0,1.0,1,35.0,No informado,Sudoeste,0,0,Departamento,43.0,48.0,5.0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,remax,True,"(42.0, 52.274]",USD,700.0,700.0,1036840.0,1481.2,2026-05-13T14:00:00.000Z,0.2507619304810771,BLANCO ENCALADA,4800.0,12.0,Villa Urquiza,-34.57357271178819,-58.48304305870524,True,100.0,exacto,True,0.36618314115475076,1.7846671422448939,0.4997101681025006,medio,2A,0,7,700.0,16.27906976744186,35-55,0.0016590377581003019
700.000 ARS,65000.0,VIDAL,2300.0,https://www.remax.com.ar/listings/alquiler-monoambiente-en-belgrano,1.0,1.0,1,35.0,Lateral,No informado,0,0,Departamento,30.61,31.67,1.06,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(0.999, 35.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.1714285714285714,VIDAL,2300.0,13.0,Belgrano,-34.56278727654954,-58.46156281531081,True,100.0,exacto,True,0.8143241685319278,1.5960597818859803,0.32421076293276735,bajo,monoamb,0,1,472.5897920604915,15.439065405439122,<35,0.0018112574622510603
1.600 USD,100000.0,FRENCH,2700.0,https://www.remax.com.ar/listings/depto-alquiler-4-ambientes-dependencia-recoleta,4.0,4.0,1,35.0,Frente,No informado,0,0,Departamento,100.0,200.0,100.0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(76.0, 900.0]",USD,1600.0,1600.0,2369920.0,1481.2,2026-05-13T14:00:00.000Z,0.1375573859033216,FRENCH,2700.0,2.0,Recoleta,-34.58958587598332,-58.40139227178276,True,100.0,exacto,True,1.2653309108779593,2.1512211992173302,1.0447534381885875,alto,4+A,0,2,1600.0,16.0,75-100,0.0014373274573867233
750.000 ARS,7633.0,SAN MARTIN,6900.0,https://www.remax.com.ar/listings/alquiler-departamento-monoambiente-balcon-1,1.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,41.09,44.14,3.05,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(42.0, 52.274]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.2,SAN MARTIN,6900.0,1.0,Retiro,-34.59086161575342,-58.37136813209026,False,100.0,exacto_altura_fuera,True,0.310577300797845,2.3688436379971334,1.3599759089981835,alto,monoamb,0,1,506.346205779098,12.32285728350202,35-55,0.0018408245339653984
750.000 ARS,7633.0,Alfredo R. Bufano,1000.0,https://www.remax.com.ar/listings/alquiler-dep-2-amb-tipo-duplex-flores,2.0,1.0,1,35.0,Frente,Norte,0,0,Departamento,52.0,52.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(42.0, 52.274]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.374,ALFREDO R BUFANO,1000.0,7.0,Flores,-34.619484129430724,-58.466863367797444,True,100.0,exacto,True,2.723449553341883,0.37725180605837183,0.43066126904542795,bajo,2A,0,1,506.346205779098,9.737427034213423,35-55,0.000738924072151629
590 USD,20000.0,Avenida Eva Perón,5300.0,https://www.remax.com.ar/listings/departamento-en-alquiler-mataderos,3.0,2.0,1,35.0,No informado,No informado,0,0,Departamento,50.0,54.0,4.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(52.274, 76.0]",USD,590.0,590.0,873908.0,1481.2,2026-05-13T14:00:00.000Z,0.1624884999336314,AVENIDA EVA PERON,5300.0,9.0,Mataderos,-34.65984741216526,-58.48188269191044,True,100.0,recovery,True,3.599433107515284,1.8191140224334075,0.5253496665574764,medio,3A,0,3,590.0,11.8,35-55,0.0005686137567445627
550 USD,25000.0,CUBA,3800.0,https://www.remax.com.ar/listings/ph-3-ambientes-a-estrenar-con-patio-bajas-expensas,1.0,1.0,1,35.0,Frente,Noroeste,0,0,Departamento,31.0,37.1,6.100000000000001,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,True,"(35.0, 42.0]",USD,550.0,550.0,814660.0,1481.2,2026-05-13T14:00:00.000Z,0.1583482679890997,CUBA,3800.0,13.0,Nuñez,-34.5466998908121,-58.467012298949896,True,100.0,exacto,True,2.382503628995531,3.380490996640506,0.32421076293276735,bajo,monoamb,0,1,550.0,17.741935483870968,<35,0.0018112574622510603
1.400.000 ARS,20000.0,DEL LIBERTADOR AV.,6100.0,https://www.remax.com.ar/listings/alquiler-oficina-sobre-libertador,3.0,2.0,1,35.0,Frente,No informado,0,0,Departamento,57.25,62.4,5.15,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(52.274, 76.0]",ARS,1400000.0,945.179584120983,1400000.0,1481.2,2026-05-13T14:00:00.000Z,0.1071428571428571,DEL LIBERTADOR AVENIDA,6100.0,13.0,Belgrano,-34.556202288623254,-58.448106070184764,True,100.0,exacto,True,1.8114191807815117,2.258917092089677,0.32421076293276735,bajo,3A,0,2,945.179584120983,16.5096870588818,55-75,0.0018112574622510603
750.000 ARS,25000.0,CASTRO BARROS,1000.0,https://www.remax.com.ar/listings/depto-monoamb-a-estrenar-alquiler-balcon-en-boedo,1.0,0.0,1,35.0,Contrafrente,Oeste,0,0,Departamento,37.0,41.0,4.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,remax,False,"(35.0, 42.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.16,CASTRO BARROS,1000.0,5.0,Boedo,-34.62364923867277,-58.41919377245472,True,100.0,exacto,True,0.5278021143818545,1.7817949943119378,0.7262366972989581,alto,monoamb,0,3,506.346205779098,13.68503258862427,35-55,0.0013072260551381246
550 USD,25000.0,CUBA,3800.0,https://www.remax.com.ar/listings/monoambiente-amoblado-equipado-balcon-excelente,1.0,1.0,1,35.0,Frente,Noroeste,0,0,Departamento,31.0,37.1,6.100000000000001,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,remax,True,"(35.0, 42.0]",USD,550.0,550.0,814660.0,1481.2,2026-05-13T14:00:00.000Z,0.1583482679890997,CUBA,3800.0,13.0,Nuñez,-34.5466998908121,-58.467012298949896,True,100.0,exacto,True,2.382503628995531,3.380490996640506,0.32421076293276735,bajo,monoamb,0,1,550.0,17.741935483870968,<35,0.0018112574622510603
950.000 ARS,7633.0,CAMPICHUELO,0.0,https://www.remax.com.ar/listings/alquiler-2-ambientes-balcon-caballito-amenities,2.0,1.0,1,35.0,No informado,No informado,0,0,Departamento,40.0,43.0,3.0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,remax,False,"(42.0, 52.274]",ARS,950000.0,641.3718606535241,950000.0,1481.2,2026-05-13T14:00:00.000Z,0.247578947368421,CAMPICHUELO,0.0,6.0,Caballito,-34.608710103019476,-58.43617037520893,True,100.0,exacto,True,0.3649333177142044,0.37601411255078754,0.6815238874122538,alto,2A,0,8,641.3718606535241,16.034296516338102,35-55,0.001470955723664781
550 USD,25000.0,MENDEZ DE ANDES,1300.0,https://www.remax.com.ar/listings/alquiler-hermoso-monoambiente-al-frente-caballito,1.0,0.0,1,35.0,No informado,No informado,0,0,Departamento,30.57,35.93,5.36,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,remax,False,"(35.0, 42.0]",USD,550.0,550.0,814660.0,1481.2,2026-05-13T14:00:00.000Z,0.1350256548744261,MENDEZ DE ANDES,1300.0,6.0,Caballito,-34.616943295715785,-58.45201209094737,True,100.0,exacto,True,1.8159060522756891,1.0167483779257265,0.6815238874122538,alto,monoamb,0,2,550.0,17.99149492966961,<35,0.001470955723664781
