Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio
USD 950,20000.0,Manuel Nicolas Savio,400.0,https://www.argenprop.com/departamento-en-alquiler-temporal-en-las-canitas-3-ambientes--18402372,3.0,2.0,2,35.0,Lateral,No informado,0,0,Departamento,65.0,65.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",USD,950.0,950.0,1407140.0,1481.2,2026-05-13T14:00:00.000Z,0.1478175590204244
ARS 890.000,7633.0,Niceto vega,5900.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-1-ambiente--19120155,1.0,0.0,1,35.0,Frente,Norte,0,0,Departamento,47.0,47.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,890000.0,600.8641641911963,890000.0,1481.2,2026-05-13T14:00:00.000Z,0.1960674157303371
ARS 1.600.000,100000.0,El Salvador,5500.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-3-ambientes--10779484,3.0,2.0,2,15.0,Contrafrente,No informado,0,0,Departamento,80.0,85.0,5.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(76.0, 900.0]",ARS,1600000.0,1080.205238995409,1600000.0,1481.2,2026-05-13T14:00:00.000Z,0.228125
USD 1.400,100000.0,RODRIGUEZ PEÑA,2000.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-5-ambientes--17789860,5.0,2.0,3,40.0,Frente,Noroeste,0,0,Departamento,100.0,102.0,2.0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(76.0, 900.0]",USD,1400.0,1400.0,2073680.0,1481.2,2026-05-13T14:00:00.000Z,0.12972107557578796
ARS 900.000,25000.0,HONDURAS,4600.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-1-ambiente--19226675,1.0,0.0,1,35.0,Contrafrente,Norte,0,0,Departamento,27.0,40.0,13.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,900000.0,607.6154469349176,900000.0,1481.2,2026-05-13T14:00:00.000Z,0.15555555555555556
ARS 550.000,65000.0,Montevideo,1100.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--19202770,2.0,1.0,1,80.0,No informado,No informado,0,0,Departamento,34.0,34.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,550000.0,371.3205509046719,550000.0,1481.2,2026-05-13T14:00:00.000Z,0.34
ARS 800.000,7633.0,Juncal,2900.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--19409129,2.0,1.0,1,45.0,Frente,Noroeste,0,0,Departamento,44.0,50.0,6.0,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,800000.0,540.1026194977045,800000.0,1481.2,2026-05-13T14:00:00.000Z,0.2875
ARS 550.000,25000.0,Fitz Roy al,1400.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-1-ambiente--18816139,1.0,0.0,1,10.0,Frente,Sudeste,0,0,Departamento,38.0,38.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,argenprop,False,"(35.0, 42.0]",ARS,550000.0,371.3205509046719,550000.0,1481.2,2026-05-13T14:00:00.000Z,0.38181818181818183
ARS 500.000,65000.0,San Luis,3400.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--19260608,2.0,1.0,1,40.0,Lateral,Norte,0,0,Departamento,30.0,30.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,500000.0,337.56413718606535,500000.0,1481.2,2026-05-13T14:00:00.000Z,0.22
ARS 550.000,65000.0,Gallo,900.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo--16150814,1.0,0.0,1,10.0,Contrafrente,No informado,0,0,Departamento,29.0,32.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(0.999, 35.0]",ARS,550000.0,371.3205509046719,550000.0,1481.2,2026-05-13T14:00:00.000Z,0.2909090909090909
USD 3.200,25000.0,La Pampa,1700.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--18803879,4.0,3.0,3,25.0,Frente,No informado,0,0,Semipiso,137.0,137.0,0.0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,0,argenprop,False,"(76.0, 900.0]",USD,3200.0,3200.0,4739840.0,1481.2,2026-05-13T14:00:00.000Z,0.08228125843910343
ARS 690.000,65000.0,Gascón,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-1-ambiente--8218097,1.0,0.0,1,35.0,Contrafrente,No informado,0,0,Departamento,32.0,32.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,690000.0,465.83850931677017,690000.0,1481.2,2026-05-13T14:00:00.000Z,0.16666666666666666
ARS 950.000,25000.0,Avenida General Las Heras,4000.0,https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--15534083,2.0,1.0,1,35.0,Frente,No informado,0,0,Departamento,40.0,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,argenprop,False,"(35.0, 42.0]",ARS,950000.0,641.3718606535241,950000.0,1481.2,2026-05-13T14:00:00.000Z,0.15789473684210525
ARS 680.000,25000.0,Uriarte,1400.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--19378237,2.0,1.0,1,35.0,Contrafrente,No informado,0,0,Departamento,38.0,38.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(35.0, 42.0]",ARS,680000.0,459.08722657304884,680000.0,1481.2,2026-05-13T14:00:00.000Z,0.22058823529411764
ARS 700.000,25000.0,República De Eslovenia,1900.0,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--17654630,2.0,1.0,1,30.0,Frente,Norte,0,0,Departamento,38.0,40.0,2.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.35714285714285715
USD 1.650,20000.0,HUMBOLDT,2400.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-hollywood-3-ambientes--19148513,3.0,2.0,2,5.0,Frente,Norte,0,0,Departamento,68.0,72.0,4.0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,argenprop,False,"(52.274, 76.0]",USD,1650.0,1650.0,2443980.0,1481.2,2026-05-13T14:00:00.000Z,0.08510707943600193
ARS 700.000,65000.0,Bulnes,2000.0,https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--19364827,2.0,1.0,1,50.0,Lateral,Noreste,0,0,Departamento,33.0,35.0,2.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,argenprop,False,"(0.999, 35.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.2
ARS 1.700.000,20000.0,Charcas,4000.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-3-ambientes--19382369,3.0,2.0,1,30.0,Frente,Noreste,0,0,Departamento,65.0,72.0,8.5,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,0,argenprop,False,"(52.274, 76.0]",ARS,1700000.0,1147.7180664326222,1700000.0,1481.2,2026-05-13T14:00:00.000Z,0.29411764705882354
ARS 800.000,25000.0,F.Acuña de Figueroa,1300.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--17312409,2.0,1.0,1,15.0,Contrafrente,Noroeste,0,0,Semipiso,45.0,65.0,20.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,argenprop,False,"(52.274, 76.0]",ARS,800000.0,540.1026194977045,800000.0,1481.2,2026-05-13T14:00:00.000Z,0.275
ARS 800.000,25000.0,Rivadavia,7113.0,https://www.argenprop.com/departamento-en-alquiler-en-flores-3-ambientes--19233196,3.0,2.0,1,40.0,Lateral,Oeste,0,0,Piso,60.0,60.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,800000.0,540.1026194977045,800000.0,1481.2,2026-05-13T14:00:00.000Z,0.25
ARS 640.000,65000.0,CULPINA,300.0,https://www.argenprop.com/departamento-en-alquiler-en-flores-1-ambiente--19211045,1.0,0.0,1,35.0,Frente,Este,1,0,Departamento,33.0,33.0,0.0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,640000.0,432.0820955981636,640000.0,1481.2,2026-05-13T14:00:00.000Z,0.11125
ARS 650.000,25000.0,Directorio Av. al,2300.0,https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--18418278,2.0,1.0,1,35.0,Contrafrente,Noroeste,0,0,Departamento,40.0,40.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(35.0, 42.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.18461538461538463
ARS 650.000,25000.0,Doctor Tomás Manuel De Anchorena,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--19254268,2.0,1.0,1,55.0,Contrafrente,No informado,0,0,Departamento,40.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,True,"(35.0, 42.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.19230769230769232
ARS 500.000,25000.0,SINCLAIR al 3000 6°,3000.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--18094217,2.0,1.0,1,40.0,Contrafrente,Oeste,1,0,Piso,32.0,32.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,500000.0,337.56413718606535,500000.0,1481.2,2026-05-13T14:00:00.000Z,0.2738
ARS 650.000,25000.0,Doctor Tomás Manuel De Anchorena,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--15202504,2.0,1.0,1,55.0,Contrafrente,No informado,0,0,Departamento,40.0,40.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,True,"(35.0, 42.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.19230769230769232
ARS 680.000,100000.0,Azcuenaga al,1000.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--18231757,2.0,1.0,1,40.0,Interno,Norte,0,0,Departamento,48.0,96.0,48.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,argenprop,False,"(76.0, 900.0]",ARS,680000.0,459.08722657304884,680000.0,1481.2,2026-05-13T14:00:00.000Z,0.36764705882352944
ARS 730.000,7633.0,Avenida Congreso,2000.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--18541385,2.0,1.0,1,15.0,Contrafrente,Noreste,0,0,Departamento,42.0,45.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,argenprop,False,"(42.0, 52.274]",ARS,730000.0,492.8436402916554,730000.0,1481.2,2026-05-13T14:00:00.000Z,0.2328767123287671
ARS 1.690.000,100000.0,French,2800.0,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--19397721,3.0,2.0,1,35.0,Contrafrente,Noroeste,0,0,Departamento,85.0,90.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(76.0, 900.0]",ARS,1690000.0,1140.966783688901,1690000.0,1481.2,2026-05-13T14:00:00.000Z,0.21893491124260356
ARS 460.000,65000.0,Avenida Cabildo,900.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--19146774,1.0,0.0,1,50.0,Lateral,No informado,0,0,Departamento,35.0,35.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,460000.0,310.55900621118013,460000.0,1481.2,2026-05-13T14:00:00.000Z,0.2391304347826087
ARS 1.550.000,100000.0,Av. Santa Fe,3500.0,https://www.argenprop.com/departamento-en-alquiler-en-botanico-4-ambientes--11112406,4.0,2.0,2,75.0,Frente,Sur,1,0,Departamento,95.0,97.0,2.0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,argenprop,False,"(76.0, 900.0]",ARS,1550000.0,1046.4488252768026,1550000.0,1481.2,2026-05-13T14:00:00.000Z,0.14193548387096774
ARS 750.000,25000.0,Avenida Córdoba,3900.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--19295709,2.0,1.0,1,35.0,Contrafrente,No informado,0,0,Departamento,40.0,40.0,0.0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.21333333333333335
ARS 650.000,25000.0,Agüero,900.0,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--19062794,2.0,1.0,1,28.0,Frente,Este,0,0,Departamento,42.0,42.0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,argenprop,False,"(35.0, 42.0]",ARS,650000.0,438.83337834188495,650000.0,1481.2,2026-05-13T14:00:00.000Z,0.19230769230769232
ARS 480.000,65000.0,Libertad,900.0,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-1-ambiente--19388924,1.0,1.0,1,35.0,Contrafrente,No informado,0,0,Departamento,27.0,27.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,argenprop,False,"(0.999, 35.0]",ARS,480000.0,324.06157169862274,480000.0,1481.2,2026-05-13T14:00:00.000Z,0.17916666666666667
ARS 800.000,7633.0,Doctor Tomás Manuel De Anchorena,1600.0,https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--18894605,2.0,1.0,1,45.0,Frente,No informado,1,0,Departamento,38.0,52.0,14.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,800000.0,540.1026194977045,800000.0,1481.2,2026-05-13T14:00:00.000Z,0.2125
ARS 700.000,65000.0,CARLOS PELLEGRINI,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-plaza-san-martin-2-ambientes--2282136,2.0,1.0,1,45.0,Frente,Noroeste,0,0,Departamento,30.0,30.0,0.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(0.999, 35.0]",ARS,700000.0,472.5897920604915,700000.0,1481.2,2026-05-13T14:00:00.000Z,0.17857142857142858
ARS 950.000,7633.0,AV. JUAN B. ALBERDI,2000.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--19359579,2.0,1.0,1,35.0,Contrafrente,Sudoeste,0,0,Departamento,50.0,50.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,argenprop,False,"(42.0, 52.274]",ARS,950000.0,641.3718606535241,950000.0,1481.2,2026-05-13T14:00:00.000Z,0.18947368421052632
ARS 1.100.000,7633.0,Juramento,2700.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--19426635,3.0,2.0,1,50.0,Frente,Norte,0,0,Departamento,45.0,51.0,6.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,argenprop,False,"(42.0, 52.274]",ARS,1100000.0,742.6411018093438,1100000.0,1481.2,2026-05-13T14:00:00.000Z,0.1590909090909091
ARS 750.000,7633.0,Del Barco Centenera,300.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--11868251,2.0,1.0,1,10.0,Frente,Oeste,0,0,Departamento,40.0,43.0,3.0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,argenprop,False,"(42.0, 52.274]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.3333333333333333
ARS 850.000,25000.0,Río de Janeiro 800 Departamento Monoambiente en Alquiler,800.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-1-ambiente--19299917,1.0,0.0,1,35.0,Frente,Este,1,0,Departamento,37.0,37.0,0.0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(35.0, 42.0]",ARS,850000.0,573.8590332163111,850000.0,1481.2,2026-05-13T14:00:00.000Z,0.10588235294117647
ARS 1.000.000,100000.0,Nicasio Oroño al,900.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-norte-4-ambientes--19234633,4.0,3.0,1,25.0,Contrafrente,Oeste,0,0,Departamento,90.0,90.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(76.0, 900.0]",ARS,1000000.0,675.1282743721307,1000000.0,1481.2,2026-05-13T14:00:00.000Z,0.2
ARS 1.100.000,7633.0,Zapiola,2400.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--3735959,2.0,1.0,1,12.0,Contrafrente,Oeste,0,0,Departamento,48.0,48.0,0.0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,argenprop,False,"(42.0, 52.274]",ARS,1100000.0,742.6411018093438,1100000.0,1481.2,2026-05-13T14:00:00.000Z,0.22818181818181818
ARS 490.000,65000.0,Amenabar,1100.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--19423333,1.0,0.0,1,35.0,Frente,No informado,0,0,Departamento,25.0,25.0,0.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,490000.0,330.812854442344,490000.0,1481.2,2026-05-13T14:00:00.000Z,0.2653061224489796
ARS 790.000,20000.0,Pedro Ignacio Rivera,2900.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--19423631,2.0,1.0,1,35.0,Frente,No informado,0,0,Departamento,55.0,55.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(52.274, 76.0]",ARS,790000.0,533.3513367539832,790000.0,1481.2,2026-05-13T14:00:00.000Z,0.24050632911392406
ARS 1.200.000,25000.0,RIOBAMBA,1200.0,https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--19347294,4.0,3.0,3,25.0,No informado,No informado,0,0,Semipiso,216.0,216.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,argenprop,False,"(76.0, 900.0]",ARS,1200000.0,810.1539292465568,1200000.0,1481.2,2026-05-13T14:00:00.000Z,1.0
ARS 490.000,25000.0,Gurruchaga,1100.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-viejo-1-ambiente--18114368,1.0,0.0,1,10.0,Contrafrente,Este,0,0,Departamento,32.0,37.0,5.0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,argenprop,False,"(35.0, 42.0]",ARS,490000.0,330.812854442344,490000.0,1481.2,2026-05-13T14:00:00.000Z,0.5714285714285714
ARS 690.000,25000.0,Jose Maria Moreno al,400.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-2-ambientes--19236247,2.0,1.0,1,45.0,Lateral,Norte,1,0,Piso,40.0,43.0,3.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,argenprop,False,"(42.0, 52.274]",ARS,690000.0,465.83850931677017,690000.0,1481.2,2026-05-13T14:00:00.000Z,0.14304347826086958
ARS 1.200.000,25000.0,SAN BENITO DE PALERMO AL 1600 5°,1600.0,https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--19214568,2.0,1.0,1,23.0,Contrafrente,No informado,0,0,Piso,33.0,33.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,argenprop,False,"(0.999, 35.0]",ARS,1200000.0,810.1539292465568,1200000.0,1481.2,2026-05-13T14:00:00.000Z,0.25630916666666664
USD 2.400,100000.0,Malvinas Argentinas al,200.0,https://www.argenprop.com/departamento-en-alquiler-en-caballito-6-ambientes--18635991,6.0,4.0,1,12.0,Frente,Este,0,0,Departamento,260.0,275.0,15.0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,argenprop,False,"(76.0, 900.0]",USD,2400.0,2400.0,3554880.0,1481.2,2026-05-13T14:00:00.000Z,0.11814744801512288
ARS 929.900,20000.0,Lezica,4400.0,https://www.argenprop.com/departamento-en-alquiler-en-parque-rivadavia-3-ambientes--11506821,3.0,2.0,1,50.0,Frente,Noroeste,1,0,Departamento,63.0,72.0,9.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(52.274, 76.0]",ARS,929900.0,627.8017823386443,929900.0,1481.2,2026-05-13T14:00:00.000Z,0.21292612108828907
ARS 1.400.000,100000.0,Av. Libertador y Olleros,4900.0,https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--7283825,3.0,2.0,1,74.0,Frente,Noreste,1,0,Departamento,75.0,80.0,5.0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,argenprop,False,"(76.0, 900.0]",ARS,1400000.0,945.179584120983,1400000.0,1481.2,2026-05-13T14:00:00.000Z,0.17142857142857143
USD 1.000,25000.0,Avenida Triunvirato al,3500.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-3-ambientes--19336315,3.0,2.0,1,2.0,Contrafrente,Noroeste,0,0,Piso,88.0,88.0,0.0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(76.0, 900.0]",USD,1000.0,1000.0,1481200.0,1481.2,2026-05-13T14:00:00.000Z,0.22279233054280315
USD 1.000,7633.0,Camargo,1050.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--19424650,3.0,2.0,1,50.0,No informado,Sudoeste,0,0,Departamento,52.0,52.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,argenprop,False,"(42.0, 52.274]",USD,1000.0,1000.0,1481200.0,1481.2,2026-05-13T14:00:00.000Z,0.1012692411558196
USD 1.700,20000.0,Ruggieri al,2900.0,https://www.argenprop.com/departamento-en-alquiler-en-palermo-chico-3-ambientes--19214836,3.0,2.0,1,20.0,Frente,Sudeste,0,0,Departamento,65.0,70.0,5.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,argenprop,False,"(52.274, 76.0]",USD,1700.0,1700.0,2518040.0,1481.2,2026-05-13T14:00:00.000Z,0.15885371161697193
ARS 750.000,25000.0,VERA,100.0,https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-2-ambientes--19367804,2.0,1.0,1,35.0,Contrafrente,No informado,0,0,Departamento,40.0,40.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,argenprop,False,"(35.0, 42.0]",ARS,750000.0,506.346205779098,750000.0,1481.2,2026-05-13T14:00:00.000Z,0.16
