Precio,Expensas,Calle,Altura,Link,Ambientes,Dormitorios,Baños,Antiguedad,Disposicion,Orientacion,Apto_Profesional,Apto_Credito,Tipo_Unidad,Sup_Cubierta_m2,Sup_Total_m2,Sup_Descubierta_m2,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Ascensor,Pileta,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Acceso_para_personas_con_movilidad_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,fuente,_dup_interfuente,rango_sup,Moneda,Precio_num,Precio_USD,Precio_ARS,TC_CCL_aplicado,TC_fecha,ratio_expensas_precio
USD 118.000,170000.0,Juan B Alberdi al,1300.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--19244279,3.0,2.0,1,50.0,Contrafrente,Sur,0,0,Departamento,51.0,54.0,3.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,118000.0,118000.0,174781600.0,1481.2,2026-05-13T14:00:00.000Z,0.0009726424291801883
USD 195.000,244500.0,Pringles,900.0,https://www.argenprop.com/departamento-en-venta-en-almagro-3-ambientes--19391846,3.0,2.0,1,19.0,No informado,No informado,0,Sí,Departamento,69.26,83.0,13.739999999999995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,argenprop,False,"(72.0, 103.0]",USD,195000.0,195000.0,288834000.0,1481.2,2026-05-13T14:00:00.000Z,0.000846506990174287
USD 149.000,160000.0,ROSARIO al,100.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--17963181,2.0,1.0,1,40.0,Contrafrente,No informado,1,Sí,Piso,60.0,60.0,0.0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1,1,1,0,argenprop,False,"(53.0, 72.0]",USD,149000.0,149000.0,220698800.0,1481.2,2026-05-13T14:00:00.000Z,0.0007249699590573215
USD 105.000,112950.0,Nicolás Repetto al,1000.0,https://www.argenprop.com/departamento-en-venta-en-caballito-1-ambiente--19373592,1.0,1.0,1,15.0,Frente,Este,0,0,Departamento,37.0,37.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,105000.0,105000.0,155526000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007262451294317349
USD 79.000,113916.0,AV. AVELLANEDA al 1800 5°,1800.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--16350726,2.0,1.0,1,50.0,Lateral,No informado,1,0,Piso,33.0,33.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,79000.0,79000.0,117014800.0,1481.2,2026-05-13T14:00:00.000Z,0.0009735178797895651
USD 59.900,10000.0,Belgrano al,4200.0,https://www.argenprop.com/departamento-en-venta-en-almagro-1-ambiente--19424221,1.0,0.0,1,80.0,Frente,Norte,0,0,Departamento,25.0,25.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,59900.0,59900.0,88723880.0,1481.2,2026-05-13T14:00:00.000Z,0.00011270922777498008
USD 120.000,140000.0,Luis Maria Drago,278.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--17954907,3.0,2.0,1,40.0,Contrafrente,Oeste,0,Sí,Departamento,52.0,56.0,4.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,120000.0,120000.0,177744000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007876496534341525
USD 70.000,70000.0,Acevedo,200.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-2-ambientes--19244665,2.0,1.0,1,42.0,Contrafrente,No informado,0,Sí,Departamento,32.0,45.0,13.0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,70000.0,70000.0,103684000.0,1481.2,2026-05-13T14:00:00.000Z,0.0006751282743721307
USD 222.000,244500.0,Diaz Colodrero,2800.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-3-ambientes--15637246,3.0,2.0,2,1.0,Frente,Este,1,0,Departamento,74.0,74.0,0.0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,222000.0,222000.0,328826400.0,1481.2,2026-05-13T14:00:00.000Z,0.000743553437315252
USD 350.000,386000.0,Armenia,2400.0,https://www.argenprop.com/departamento-en-venta-en-botanico-5-ambientes--19370090,5.0,3.0,3,48.0,Frente,Sudeste,0,Sí,Semipiso,135.0,135.0,0.0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,1,1,1,argenprop,False,"(103.0, 992.0]",USD,350000.0,350000.0,518420000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007445700397361212
USD 123.000,115000.0,TAMBORINI al,5726.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--18780270,2.0,1.0,1,40.0,Frente,Noreste,0,0,Departamento,40.0,46.0,6.0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,123000.0,123000.0,182187600.0,1481.2,2026-05-13T14:00:00.000Z,0.0006312174922991465
USD 92.000,150000.0,TAMBORINI JOSE P.,3700.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--19136217,1.0,1.0,1,12.0,Frente,Norte,1,0,Departamento,29.0,29.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,92000.0,92000.0,136270400.0,1481.2,2026-05-13T14:00:00.000Z,0.0011007526212589087
USD 110.000,127000.0,Avenida Olazabal al,5500.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-1-ambiente--18604250,1.0,1.0,1,40.0,Frente,Sudeste,0,0,Departamento,33.0,33.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,True,"(-0.001, 39.0]",USD,110000.0,110000.0,162932000.0,1481.2,2026-05-13T14:00:00.000Z,0.00077946628041146
USD 155.600,170000.0,"LE BRETON, TOMAS",5000.0,https://www.argenprop.com/departamento-en-venta-en-villa-urquiza-2-ambientes--16661578,2.0,1.0,1,40.0,Frente,Norte,1,0,Departamento,39.0,68.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(53.0, 72.0]",USD,155600.0,155600.0,230474720.0,1481.2,2026-05-13T14:00:00.000Z,0.0007376080118461582
USD 119.000,160000.0,ARANGUREN al 1200 2°,1200.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18711788,3.0,2.0,1,40.0,Frente,No informado,0,Sí,Semipiso,58.0,62.0,4.0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,119000.0,119000.0,176262800.0,1481.2,2026-05-13T14:00:00.000Z,0.0009077354949541253
USD 115.000,244500.0,Pergamino,1000.0,https://www.argenprop.com/departamento-en-venta-en-parque-avellaneda-4-ambientes--6235061,4.0,3.0,1,40.0,No informado,No informado,0,Sí,Departamento,78.0,78.0,0.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,115000.0,115000.0,170338000.0,1481.2,2026-05-13T14:00:00.000Z,0.001435381418121617
USD 99.000,112950.0,Gurruchaga al,1900.0,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-1-ambiente--19022117,1.0,1.0,1,40.0,Contrafrente,Sudoeste,0,0,Departamento,24.0,24.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,99000.0,99000.0,146638800.0,1481.2,2026-05-13T14:00:00.000Z,0.0007702599857609309
USD 120.000,100000.0,Avenida Francisco Beiró,4600.0,https://www.argenprop.com/departamento-en-venta-en-villa-devoto--19250376,1.0,0.0,1,6.0,Lateral,Sur,0,0,Departamento,27.0,32.0,5.0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1.0,0,1,1,0,1,0,argenprop,False,"(-0.001, 39.0]",USD,120000.0,120000.0,177744000.0,1481.2,2026-05-13T14:00:00.000Z,0.0005626068953101089
USD 74.900,105000.0,Uruguay,62.0,https://www.argenprop.com/departamento-en-venta-en-congreso-5-ambientes--19367613,5.0,4.0,1,70.0,Interno,No informado,0,0,Departamento,91.0,91.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,argenprop,False,"(72.0, 103.0]",USD,74900.0,74900.0,110941880.0,1481.2,2026-05-13T14:00:00.000Z,0.0009464415061291552
USD 120.000,130000.0,INDEPENDENCIA,2100.0,https://www.argenprop.com/departamento-en-venta-en-congreso-4-ambientes--6218947,4.0,3.0,2,55.0,Frente,Sur,0,Sí,Departamento,65.0,75.0,10.0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,argenprop,False,"(72.0, 103.0]",USD,120000.0,120000.0,177744000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007313889639031416
USD 69.000,90000.0,Estados Unidos,3100.0,https://www.argenprop.com/departamento-en-venta-en-san-cristobal-2-ambientes--19073941,2.0,1.0,1,48.0,Frente,No informado,0,Sí,Departamento,47.19,49.75,2.56,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,argenprop,False,"(39.0, 53.0]",USD,69000.0,69000.0,102202800.0,1481.2,2026-05-13T14:00:00.000Z,0.000880602097007127
USD 66.000,200000.0,SOLIS,200.0,https://www.argenprop.com/departamento-en-venta-en-congreso-2-ambientes--19028907,2.0,1.0,1,45.0,Contrafrente,Este,1,Sí,Departamento,40.0,40.0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,66000.0,66000.0,97759200.0,1481.2,2026-05-13T14:00:00.000Z,0.002045843255673123
USD 229.900,249900.0,Avenida Juan Bautista Alberdi,2700.0,https://www.argenprop.com/departamento-en-venta-en-flores-4-ambientes--19229646,4.0,3.0,2,16.0,Contrafrente,Sudeste,0,Sí,Semipiso,95.87,120.24,24.37,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,1,1,argenprop,False,"(103.0, 992.0]",USD,229900.0,229900.0,340527880.0,1481.2,2026-05-13T14:00:00.000Z,0.0007338606166402586
USD 210.000,160000.0,Nicasio Oroño,100.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--18358140,3.0,2.0,1,40.0,Contrafrente,Oeste,0,0,Piso,70.0,70.0,0.0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,1,0,1,1,argenprop,False,"(53.0, 72.0]",USD,210000.0,210000.0,311052000.0,1481.2,2026-05-13T14:00:00.000Z,0.000514383447140671
USD 579.000,1198800.0,AV. JUAN B. ALBERDI al 1000 6°,1000.0,https://www.argenprop.com/departamento-en-venta-en-caballito-5-ambientes--18415337,5.0,4.0,1,40.0,Frente,No informado,0,Sí,Piso,238.0,245.0,7.0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(103.0, 992.0]",USD,579000.0,579000.0,857614800.0,1481.2,2026-05-13T14:00:00.000Z,0.0013978303546067535
USD 132.000,142600.0,YERBAL al 1600 1°,1600.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--16786935,3.0,2.0,1,60.0,Frente,No informado,0,Sí,Piso,56.0,62.0,6.0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,132000.0,132000.0,195518400.0,1481.2,2026-05-13T14:00:00.000Z,0.0007293431206474685
USD 585.000,560000.0,LA PAMPA al 1900 9°,1900.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-5-ambientes--15717203,5.0,4.0,1,40.0,Frente,No informado,0,Sí,Piso,198.0,217.0,19.0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(103.0, 992.0]",USD,585000.0,585000.0,866502000.0,1481.2,2026-05-13T14:00:00.000Z,0.000646276638715202
USD 210.000,250500.0,Maza 1100 Boedo,1100.0,https://www.argenprop.com/departamento-en-venta-en-boedo-3-ambientes--17961196,3.0,2.0,1,40.0,Frente,Oeste,0,0,Piso,62.0,73.0,11.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(72.0, 103.0]",USD,210000.0,210000.0,311052000.0,1481.2,2026-05-13T14:00:00.000Z,0.000805331584429613
USD 114.000,145000.0,Maza al,1100.0,https://www.argenprop.com/departamento-en-venta-en-boedo-2-ambientes--17961204,2.0,1.0,1,40.0,Frente,Oeste,0,0,Departamento,38.0,45.0,7.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(39.0, 53.0]",USD,114000.0,114000.0,168856800.0,1481.2,2026-05-13T14:00:00.000Z,0.0008587157875785873
USD 240.000,450000.0,Pacheco de Melo al,1900.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-3-ambientes--17314419,3.0,2.0,2,57.0,Frente,Sudoeste,1,Sí,Departamento,101.0,114.0,13.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,1,0,argenprop,False,"(103.0, 992.0]",USD,240000.0,240000.0,355488000.0,1481.2,2026-05-13T14:00:00.000Z,0.0012658655144477452
USD 169.000,536000.0,AV. SANTA FE al 2200 4°,2200.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-4-ambientes--17692807,4.0,3.0,1,55.0,Frente,No informado,1,Sí,Semipiso,88.0,88.0,0.0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,169000.0,169000.0,250322800.0,1481.2,2026-05-13T14:00:00.000Z,0.0021412352370619057
USD 134.500,170000.0,DONATO ALVAREZ al 300 5°,300.0,https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--18111753,4.0,3.0,1,55.0,Contrafrente,No informado,0,Sí,Piso,75.0,77.0,2.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,134500.0,134500.0,199221400.0,1481.2,2026-05-13T14:00:00.000Z,0.0008533219824777861
USD 194.900,266000.0,DONATO ALVAREZ al 400 7°,400.0,https://www.argenprop.com/departamento-en-venta-en-caballito-4-ambientes--17181767,4.0,3.0,1,20.0,Frente,No informado,0,Sí,Semipiso,70.0,72.0,2.0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,194900.0,194900.0,288685880.0,1481.2,2026-05-13T14:00:00.000Z,0.000921416731569968
USD 145.000,200000.0,Avenida Corrientes,5800.0,https://www.argenprop.com/departamento-en-venta-en-villa-crespo-3-ambientes--18930966,3.0,2.0,1,50.0,Frente,No informado,0,Sí,Departamento,59.0,68.0,9.0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,argenprop,False,"(53.0, 72.0]",USD,145000.0,145000.0,214774000.0,1481.2,2026-05-13T14:00:00.000Z,0.0009312114129270768
USD 79.000,100000.0,General Manuel A. Rodriguez al,1200.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--18670533,2.0,1.0,1,39.0,Contrafrente,No informado,0,Sí,Departamento,43.0,43.0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,79000.0,79000.0,117014800.0,1481.2,2026-05-13T14:00:00.000Z,0.0008545927523697857
USD 180.000,275010.0,Moldes,1509.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-4-ambientes--17646192,4.0,3.0,1,50.0,Frente,Oeste,0,0,Departamento,65.0,65.0,0.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,argenprop,False,"(53.0, 72.0]",USD,180000.0,180000.0,266616000.0,1481.2,2026-05-13T14:00:00.000Z,0.0010314834818615536
USD 128.000,200000.0,PUJOL,900.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--18420522,2.0,1.0,1,2.0,Contrafrente,Norte,0,0,Departamento,62.0,67.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,128000.0,128000.0,189593600.0,1481.2,2026-05-13T14:00:00.000Z,0.0010548879287064542
USD 99.000,144000.0,DIRECTORIO al,1100.0,https://www.argenprop.com/departamento-en-venta-en-caballito-sur-2-ambientes--18036453,2.0,1.0,1,30.0,Frente,Sur,1,Sí,Departamento,41.0,45.0,4.0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(39.0, 53.0]",USD,99000.0,99000.0,146638800.0,1481.2,2026-05-13T14:00:00.000Z,0.0009820047627230992
USD 108.000,150000.0,Culpina al,300.0,https://www.argenprop.com/departamento-en-venta-en-flores-2-ambientes--15891979,2.0,1.0,1,40.0,Contrafrente,Oeste,0,0,Semipiso,52.0,52.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,1,argenprop,False,"(39.0, 53.0]",USD,108000.0,108000.0,159969600.0,1481.2,2026-05-13T14:00:00.000Z,0.0009376781588501815
USD 145.000,160000.0,Av. Las Heras,3700.0,https://www.argenprop.com/departamento-en-venta-en-palermo-2-ambientes--18578596,2.0,1.0,1,50.0,Contrafrente,No informado,0,Sí,Departamento,45.0,50.0,5.0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,argenprop,False,"(39.0, 53.0]",USD,145000.0,145000.0,214774000.0,1481.2,2026-05-13T14:00:00.000Z,0.0007449691303416615
USD 230.000,532000.0,ARENALES al 2200 1°,2200.0,https://www.argenprop.com/departamento-en-venta-en-barrio-norte-4-ambientes--16424624,4.0,3.0,1,40.0,Frente,No informado,0,Sí,Piso,101.0,101.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,230000.0,230000.0,340676000.0,1481.2,2026-05-13T14:00:00.000Z,0.001561601052025972
USD 75.000,112000.0,Parana,1000.0,https://www.argenprop.com/departamento-en-venta-en-recoleta-2-ambientes--18115744,2.0,1.0,1,60.0,Contrafrente,Este,1,Sí,Departamento,33.0,33.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,argenprop,False,"(-0.001, 39.0]",USD,75000.0,75000.0,111090000.0,1481.2,2026-05-13T14:00:00.000Z,0.0010081915563957152
USD 155.000,220000.0,PALERMO SOHO,,https://www.argenprop.com/departamento-en-venta-en-palermo-soho-2-ambientes--18260782,2.0,1.0,1,40.0,Frente,Norte,0,0,Departamento,46.0,46.0,0.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(39.0, 53.0]",USD,155000.0,155000.0,229586000.0,1481.2,2026-05-13T14:00:00.000Z,0.0009582465829797984
USD 185.000,178000.0,E. Mitre 280 1ºB (Valle - Hualfin),280.0,https://www.argenprop.com/departamento-en-venta-en-caballito-3-ambientes--14581719,3.0,2.0,1,5.0,Contrafrente,Este,0,Sí,Piso,66.0,70.0,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,1,0,0,argenprop,False,"(53.0, 72.0]",USD,185000.0,185000.0,274022000.0,1481.2,2026-05-13T14:00:00.000Z,0.0006495828802066988
USD 490.000,250500.0,Av. Libertador,7400.0,https://www.argenprop.com/departamento-en-venta-en-nunez-2-ambientes--18596033,2.0,1.0,1,40.0,Frente,Norte,0,0,Piso,73.0,73.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,1,1,0,0,argenprop,False,"(72.0, 103.0]",USD,490000.0,490000.0,725788000.0,1481.2,2026-05-13T14:00:00.000Z,0.0003451421076126913
USD 165.000,200000.0,Diaz Velez al,4400.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--18877648,2.0,1.0,1,2.0,Contrafrente,Sur,0,Sí,Piso,40.0,40.0,0.0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,1,1,1,argenprop,True,"(39.0, 53.0]",USD,165000.0,165000.0,244398000.0,1481.2,2026-05-13T14:00:00.000Z,0.0008183373022692494
USD 115.000,160000.0,Diaz Velez al,4400.0,https://www.argenprop.com/departamento-en-venta-en-caballito-2-ambientes--18877640,2.0,1.0,1,2.0,Lateral,Sudoeste,0,Sí,Piso,33.0,33.0,0.0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0,1,1,1,0,argenprop,True,"(-0.001, 39.0]",USD,115000.0,115000.0,170338000.0,1481.2,2026-05-13T14:00:00.000Z,0.0009393089034742688
USD 80.000,48940.0,ALBERTI,300.0,https://www.argenprop.com/departamento-en-venta-en-balvanera-1-ambiente--16661386,1.0,0.0,1,40.0,Contrafrente,Este,1,Sí,Departamento,27.0,30.0,3.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,1,0,1,0,argenprop,True,"(-0.001, 39.0]",USD,80000.0,80000.0,118496000.0,1481.2,2026-05-13T14:00:00.000Z,0.00041300972184715094
USD 128.000,250000.0,Ramallo,4400.0,https://www.argenprop.com/departamento-en-venta-en-saavedra-2-ambientes--19203548,2.0,1.0,1,15.0,Contrafrente,No informado,0,0,Departamento,58.0,91.0,34.0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,1,1,0,1,0,argenprop,False,"(72.0, 103.0]",USD,128000.0,128000.0,189593600.0,1481.2,2026-05-13T14:00:00.000Z,0.0013186099108830679
USD 115.000,80000.0,Virrey Loreto al,3500.0,https://www.argenprop.com/departamento-en-venta-en-colegiales-1-ambiente--19149875,1.0,1.0,1,40.0,Frente,Noreste,0,0,Departamento,40.0,45.0,5.0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,1,argenprop,False,"(39.0, 53.0]",USD,115000.0,115000.0,170338000.0,1481.2,2026-05-13T14:00:00.000Z,0.0004696544517371344
USD 490.000,250500.0,Av. Libertador,7400.0,https://www.argenprop.com/departamento-en-venta-en-nunez-3-ambientes--18596221,3.0,2.0,1,40.0,Frente,Norte,0,0,Piso,73.0,73.0,0.0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0,1,1,0,0,argenprop,False,"(72.0, 103.0]",USD,490000.0,490000.0,725788000.0,1481.2,2026-05-13T14:00:00.000Z,0.0003451421076126913
USD 250.000,170000.0,Libertador al,5600.0,https://www.argenprop.com/departamento-en-venta-en-belgrano-2-ambientes--19218100,2.0,1.0,1,20.0,Frente,Oeste,0,0,Departamento,60.0,60.0,0.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,1,0,1,0,argenprop,False,"(53.0, 72.0]",USD,250000.0,250000.0,370300000.0,1481.2,2026-05-13T14:00:00.000Z,0.0004590872265730489
USD 145.000,230000.0,Bartolome Mitre,1500.0,https://www.argenprop.com/departamento-en-venta-en-san-nicolas-3-ambientes--17710146,3.0,2.0,1,30.0,Frente,No informado,0,Sí,Departamento,70.0,75.0,5.0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1,0,0,0,1,0,argenprop,False,"(72.0, 103.0]",USD,145000.0,145000.0,214774000.0,1481.2,2026-05-13T14:00:00.000Z,0.0010708931248661383
USD 87.000,276000.0,TUCUMAN,900.0,https://www.argenprop.com/departamento-en-venta-en-san-nicolas-4-ambientes--18388933,4.0,3.0,1,45.0,Frente,Sudoeste,1,0,Departamento,71.0,71.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,argenprop,False,"(53.0, 72.0]",USD,87000.0,87000.0,128864400.0,1481.2,2026-05-13T14:00:00.000Z,0.0021417862497322766
