Precio,Expensas,Calle,Altura,Piso,Link,Ambientes,Dormitorios,Baños,Toilettes,Estado,Antiguedad,Disposicion,Orientacion,Tipo_Balcon,Apto_Profesional,Apto_Credito,Tipo_Unidad,Tipo_Operacion,Sup_Cubierta_m2,Sup_Total_m2,Sup_Desc_m2,Precio_Ficha,Expensas_Ficha,Cant_Pisos_Edificio,Deptos_Por_Piso,Antig_Edif,Estado_Edif,Aire_acondicionado_individual,Electricidad,Losa_radiante,Gas_natural,Agua_corriente,Agua_caliente,Balcón,Terraza,Jardín,Patio,Baulera,Cochera,Muebles_de_cocina,Lavarropas,Lavavajillas,Conexión_para_lavarropas,Permite_Mascotas,Apto_Crédito,Ascensor,Pileta,Piscina,Parrilla,SUM,Gimnasio,Sauna,Laundry,Seguridad_24hs,Vigilancia,Acceso_mov_reducida,Pavimento,ABL,Smart_Amenities,Smart_Losa_Central,Smart_Luminoso,Smart_Balcon_Aterrazado,Precio_m2,Barrio
205000,350000,Monoambiente Venta 54 M2 Torre IQ Callao,S/N,PB,https://departamento.mercadolibre.com.ar/MLA-1742507811-monoambiente-venta-54-m2-torre-iq-callao-recoleta-capital-federal-_JM#polycard_client=search-desktop&search_layout=grid&position=25&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,21,1,1,0,Bueno,12,Contrafrente,Norte,0,0,0,0,0,50.0,54.0,0,205000,350000,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,3796.3,Recoleta
130000,117000,Uriarte,2400,PB,https://departamento.mercadolibre.com.ar/MLA-1739158173-departamento-en-venta-en-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=26&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,3,2,1,0,Bueno,56,Contrafrente,Nan,0,0,0,0,0,71.0,77.0,0,130000,117000,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1688.31,Palermo
68000,0,Valentín Gómez,2700,PB,https://departamento.mercadolibre.com.ar/MLA-1741409513-venta-2amb-con-balcon-valentin-gomez-balvanera-_JM#polycard_client=search-desktop&search_layout=grid&position=27&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,68000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Balvanera
149000,0,Triunvirato Y Congreso,S/N,PB,https://departamento.mercadolibre.com.ar/MLA-3161645524-departamento-villa-urquiza-_JM#polycard_client=search-desktop&search_layout=grid&position=28&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,149000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Urquiza
115000,0,Billinghurst,1400,PB,https://departamento.mercadolibre.com.ar/MLA-3170162580-venta-depto-2-ambientes-con-balcon-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=29&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,115000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
109000,0,Calderon De La Barca,3035,PB,https://departamento.mercadolibre.com.ar/MLA-1735140731-inversion-en-pozo-villa-devoto-2-ambientes-a-estrenar-_JM#polycard_client=search-desktop&search_layout=grid&position=30&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,109000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Devoto
175000,1000,Guatemala,4800,2.0,https://departamento.mercadolibre.com.ar/MLA-3165180148-venta-departamento-2-amb-con-balcon-y-amenities-_JM#polycard_client=search-desktop&search_layout=grid&position=31&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,2,1,1,0,Bueno,3,Frente,Norte,0,0,0,0,0,59.0,59.0,0,175000,1000,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2966.1,Palermo Soho
170000,0,Guatemala,4800,PB,https://departamento.mercadolibre.com.ar/MLA-3168800440-2-ambientes-a-estrenar-con-amenities-en-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=32&type=item&float_highlight=recent_publication&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,170000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
45000,0,Garay Al,1200,PB,https://departamento.mercadolibre.com.ar/MLA-2269556602-venta-departamento-2-ambientes-en-monserrat-oportunidad-_JM#polycard_client=search-desktop&search_layout=grid&position=33&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Monserrat
190000,300000,Juncal,2200,3.0,https://departamento.mercadolibre.com.ar/MLA-2797482506-departamento-tres-ambientes-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=34&type=item&float_highlight=not_apply&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,3,2,1,0,Bueno,81,Frente,Norte,0,0,0,0,0,89.93,89.93,0,190000,300000,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2112.75,Recoleta
76000,0,Avenida Belgrano Al,3300,PB,https://departamento.mercadolibre.com.ar/MLA-2439496400-3amb-55m-lateral-mlum-2-entrep-altillo-pinotea-placard-aa-impecable-_JM#polycard_client=search-desktop&search_layout=grid&position=35&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,76000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Almagro
109000,70000,Cramer,381,12.0,https://departamento.mercadolibre.com.ar/MLA-1604370549-departamento-3-ambientes-colegiales-lavadero-_JM#polycard_client=search-desktop&search_layout=grid&position=36&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,3,2,1,0,Bueno,48,Contrafrente,Este,0,0,0,0,0,50.9,50.9,0,109000,70000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2141.45,Colegiales
139000,0,Charcas,2900,PB,https://departamento.mercadolibre.com.ar/MLA-2197874416-venta-departamento-3-ambientes-planta-baja-patio-tipo-ph-toilette-palermo-_JM#polycard_client=search-desktop&search_layout=grid&position=37&type=item&float_highlight=not_apply&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,139000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
75000,110000,Emilio Mitre Al,1700,5.0,https://departamento.mercadolibre.com.ar/MLA-1573509243-venta-departamento-3-ambientes-con-balcon-parque-chacabuco-_JM#polycard_client=search-desktop&search_layout=grid&position=38&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,3,2,0,0,Bueno,25,Frente,Este,0,0,0,0,0,48.0,51.0,0,75000,110000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1470.59,Parque Chacabuco
58500,0,Yerbal Al,1800,PB,https://departamento.mercadolibre.com.ar/MLA-2583780978-venta-monoambiente-con-balcon-en-flores-_JM#polycard_client=search-desktop&search_layout=grid&position=39&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,58500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
229000,0,Peña,2200,PB,https://departamento.mercadolibre.com.ar/MLA-2305644640-depto-4-ambientes-reciclado-en-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=40&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,229000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
135000,60000,Olleros Al,3200,0.0,https://departamento.mercadolibre.com.ar/MLA-1527400215-duplex-con-balcon-terraza-1-dormitorio-bano-completo-bajas-expensas-colegiales-_JM#polycard_client=search-desktop&search_layout=grid&position=41&type=item&float_highlight=not_apply&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,2,1,1,0,Bueno,20,Contrafrente,Este,0,0,0,0,0,59.0,59.0,0,135000,60000,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2288.14,Colegiales
250000,298000,J. F. Seguí,4400,PB,https://departamento.mercadolibre.com.ar/MLA-1620507823-departamento-en-venta-en-palermo-capital-federal-buenos-aires-_JM#polycard_client=search-desktop&search_layout=grid&position=42&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,3,2,2,0,Bueno,56,Nan,Nan,0,0,0,0,0,89.0,91.0,0,250000,298000,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2747.25,Palermo
279000,120000,Charlone Al,1600,0.0,https://departamento.mercadolibre.com.ar/MLA-1699568019-depto-4-ambientes-en-villa-ortuzar-patio-arbolado-con-parrilla-cochera-cerca-del-subte-b-_JM#polycard_client=search-desktop&search_layout=grid&position=43&type=item&float_highlight=not_apply&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,4,2,1,0,Bueno,12,Contrafrente,Sur,0,0,0,0,0,76.0,76.0,0,279000,120000,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3671.05,Villa Ortúzar
162000,0,Humboldt,1500,PB,https://departamento.mercadolibre.com.ar/MLA-1671478583-duplex-en-venta-doble-balcon-pileta-_JM#polycard_client=search-desktop&search_layout=grid&position=44&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,162000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
89000,70000,Avenida Juan De Garay Al,4200,4,https://departamento.mercadolibre.com.ar/MLA-1599103289-venta-departamento-3-ambientes-pb-de-43m-12m-patio-en-boedo-bajas-expensas-cocina-y-bano-nuevos-_JM#polycard_client=search-desktop&search_layout=grid&position=45&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,3,2,1,0,A refaccionar,20,Lateral,Este,0,0,0,0,0,55.0,55.0,0,89000,70000,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1618.18,Boedo
194500,526640,Billinghurst,1688,9.0,https://departamento.mercadolibre.com.ar/MLA-2758855632-departamento-recoleta-4-ambientes-dependencia-a-refaccionar-_JM#polycard_client=search-desktop&search_layout=grid&position=46&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,4,3,3,0,Bueno,62,Frente,Este,0,0,0,0,0,103.55,122.15,0,194500,526640,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1592.3,Recoleta
63000,0,MEXICO Al 1480. Entre San Jose Y Pte Luis Saenz PeÑa,S/N,PB,https://departamento.mercadolibre.com.ar/MLA-2235443378-82-m-4-dormitorios-y-beneficios-unicos-en-edificio-historico-sin-abl-expensas-razonables-y-a-pasos-de-universidades-subte-y-9-de-julio-_JM#polycard_client=search-desktop&search_layout=grid&position=47&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,63000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Monserrat
310000,0,Pumacahua Al,300,PB,https://departamento.mercadolibre.com.ar/MLA-1535074619-venta-departamento-de-3-ambientes-con-terraza-propia-en-piso-alto-con-amenities-_JM#polycard_client=search-desktop&search_layout=grid&position=48&type=item&tracking_id=1dac2510-416d-4409-8829-16f13af5de9c&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,310000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Flores
250000,250000,Valle,600,PB,https://departamento.mercadolibre.com.ar/MLA-2819106324-venta-semipiso-3-ambientes-con-cochera-en-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=1&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,2,2,0,Bueno,19,Frente,Nan,0,0,0,0,0,70.0,82.0,0,250000,250000,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3048.78,Caballito
145000,0,Paraguay,2600,PB,https://departamento.mercadolibre.com.ar/MLA-1581368469-venta-depto-3-amb-y-dependencia-recoleta-gran-oportunidad-vista-luz-y-balcon-_JM#polycard_client=search-desktop&search_layout=grid&position=2&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,145000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
69000,0,Ricardo Gutierrez Al,3200,PB,https://departamento.mercadolibre.com.ar/MLA-1691632481-bajo-de-precio-venta-departamento-2-ambientes-con-patio-_JM#polycard_client=search-desktop&search_layout=grid&position=3&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,69000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Del Parque
110000,165000,Rosario Al,700,3.0,https://departamento.mercadolibre.com.ar/MLA-2624993576-venta-departamento-3-ambientes-al-frente-balcon-reciclado-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=4&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,2,1,0,Bueno,60,Frente,Sur,0,0,0,0,0,65.0,65.0,0,110000,165000,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1692.31,Caballito
258000,0,Cabello,3600,PB,https://departamento.mercadolibre.com.ar/MLA-2900825862-venta-departamento-3-ambientes-patio-palermo-chico-_JM#polycard_client=search-desktop&search_layout=grid&position=5&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,258000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo Chico
350000,0,Moldes Al,2300,PB,https://departamento.mercadolibre.com.ar/MLA-1517713465-departamento-en-venta-en-belgrano-5-amb-con-balcon-terraza-_JM#polycard_client=search-desktop&search_layout=grid&position=6&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Belgrano
150000,179490,Arenales Al,2500,10.0,https://departamento.mercadolibre.com.ar/MLA-1553131427-departamento-3-ambientes-semipiso-vista-luminoso-al-frente-en-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=7&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,2,1,0,Bueno,40,Frente,Nan,0,0,0,0,0,57.0,57.0,0,150000,179490,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2631.58,Recoleta
112000,0,Godoy Cruz Al,1300,PB,https://departamento.mercadolibre.com.ar/MLA-1514518191-departamento-en-venta-en-palermo-2-ambientes-con-balcon-_JM#polycard_client=search-desktop&search_layout=grid&position=8&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Palermo
260000,0,Caracas Al,4600,PB,https://departamento.mercadolibre.com.ar/MLA-1669152937-venta-departamento-4-ambientes-en-duplex-con-cochera-y-quincho-_JM#polycard_client=search-desktop&search_layout=grid&position=9&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Pueyrredón
49000,0,Pergamino,80,PB,https://departamento.mercadolibre.com.ar/MLA-1527263305-venta-departamento-2-ambientes-apto-credito-floresta-_JM#polycard_client=search-desktop&search_layout=grid&position=10&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,49000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Floresta
70000,0,Av. Rivadavia Al,5500,PB,https://departamento.mercadolibre.com.ar/MLA-2206075684-departamento-en-venta-de-2-ambientes-con-cochera-en-caballito-_JM#polycard_client=search-desktop&search_layout=grid&position=11&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Caballito
50500,0,Av. Paseo Colon,1100,PB,https://departamento.mercadolibre.com.ar/MLA-2686403946-depto-2-ambientes-cpatio-ubicacion-ideal-iversion-_JM#polycard_client=search-desktop&search_layout=grid&position=12&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,50500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Telmo
50000,0,Avenida Independencia Al,2000,PB,https://departamento.mercadolibre.com.ar/MLA-2397754452-venta-departamento-2-ambientes-30m-en-balvanera-san-cristobal-lateral-pisos-parquet-apto-credito-_JM#polycard_client=search-desktop&search_layout=grid&position=13&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,San Cristóbal
46000,0,Pola Al 400 C/financiacion,S/N,PB,https://departamento.mercadolibre.com.ar/MLA-1602137417-departamento-en-venta-1-ambiente-_JM#polycard_client=search-desktop&search_layout=grid&position=14&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,46000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Luro
140000,0,Depto Venta 3 Amb Con Baulera Villa Urquiza,S/N,PB,https://departamento.mercadolibre.com.ar/MLA-1609505467-depto-venta-3-amb-con-baulera-villa-urquiza-_JM#polycard_client=search-desktop&search_layout=grid&position=15&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,140000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Urquiza
65000,0,Saraza,4200,PB,https://departamento.mercadolibre.com.ar/MLA-2753466292-venta-tres-ambientes-vista-abierta-oportunidad-_JM#polycard_client=search-desktop&search_layout=grid&position=16&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,65000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Villa Lugano
112000,235000,Cerrito Al,100,0.0,https://departamento.mercadolibre.com.ar/MLA-2313823884-departamento-de-3-ambientes-mas-dependencia-san-nicolas-_JM#polycard_client=search-desktop&search_layout=grid&position=17&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,3,1,0,Bueno,60,Frente,Este,0,0,0,0,0,70.0,82.0,0,112000,235000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1365.85,San Nicolás
280000,313000,Avenida Santa Fe Al,3300,0.0,https://departamento.mercadolibre.com.ar/MLA-2200578728-venta-departamento-4-ambientes-con-dependencia-en-alto-palermo-con-cochera-espacio-guarda-coche-_JM#polycard_client=search-desktop&search_layout=grid&position=18&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,4,3,2,0,Bueno,55,Frente,Sur,0,0,0,0,0,93.0,122.0,0,280000,313000,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2295.08,Palermo
265000,0,Paroissien Al,1700,PB,https://departamento.mercadolibre.com.ar/MLA-2601296058-departamento-3-ambientes-luminoso-con-vista-verde-en-nunez-_JM#polycard_client=search-desktop&search_layout=grid&position=19&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,265000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Núñez
195000,319000,Dr Nicolas Repetto,200,3.0,https://departamento.mercadolibre.com.ar/MLA-1643152845-venta-departamento-4-ambientes-en-caballito-con-cochera-y-dependencia-_JM#polycard_client=search-desktop&search_layout=grid&position=20&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,4,3,2,0,Bueno,58,Frente,Nan,0,0,0,0,0,97.0,105.0,0,195000,319000,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1857.14,Caballito
125000,180000,Aguilar Al,2500,PB,https://departamento.mercadolibre.com.ar/MLA-2568052076-departamento-en-belgrano-_JM#polycard_client=search-desktop&search_layout=grid&position=21&type=item&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,3,2,1,0,A refaccionar,60,Lateral,Oeste,0,0,0,0,0,57.0,77.0,0,125000,180000,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1623.38,Belgrano
350000,0,Av.las Heras Al,2100,PB,https://departamento.mercadolibre.com.ar/MLA-1588212331-venta-de-departamento-4-ambientes-en-recoleta-_JM#polycard_client=search-desktop&search_layout=grid&position=22&type=item&float_highlight=not_apply&tracking_id=ff9cbda9-7134-4806-809e-02d1ca465fd9&price_drop=not_apply,0,0,0,0,Bueno,0,Nan,Nan,0,0,0,0,0,,,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,Recoleta
